cluster_label,rim_pct,three_pct_shot,jumper_pct,assisted_pct,ft_rate,to_per_game,oreb_per_game,plays_per_game,block_rate,steal_rate,rim_fgpct,three_fgpct,jumper_fgpct
0,-0.7534315125345336,0.032551016072230654,0.6764194809343669,-0.08317725509950671,-0.3234752733413888,-0.5404081445614388,-0.4492353703430086,-0.46395215117810823,-0.4026645759196352,-0.510017996746533,0.5571693449241788,0.25034304311877503,0.27376208821647324
1,0.24092693392132714,0.6096284144429942,-0.7283306516094346,-0.034837123806179204,-0.37157845744567775,-0.3379728890764845,-0.6406842232113172,-0.6393060904340545,-0.6107711956472296,-0.3620955674470594,-0.21961589355794991,0.3359193311140443,0.4214850338824565
2,-0.1155638272420316,-0.34993623576914346,0.3971236422485013,0.02840210801076713,0.012166947105132586,-0.026807034541918063,0.4091567669033109,0.32280106094179084,0.4876509047316005,0.03665632402479193,0.04281170015330265,-0.19757319053418393,-0.3385043509221644
3,0.6322946752057881,-0.32882228801706287,-0.31901452061132846,0.09226006464058258,0.7625527629573692,0.9943938251412029,0.7224082027873687,0.8428313772096949,0.5414733844830225,0.9133162105491542,-0.3652740152876841,-0.41502106450474385,-0.3669684326436665
