team,season,rim_pct,three_pct_shot,jumper_pct,rim_fgpct,three_fgpct,jumper_fgpct,assisted_pct,ft_rate,to_per_game,oreb_per_game,plays_per_game,block_rate,steal_rate
Pittsburgh,2017,0.3312666076173605,0.38928255093002656,0.27945084145261295,0.5815508021390374,0.3742889647326507,0.3692551505546751,0.5747241725175527,0.304251550044287,21.85,20.55,297.05,6.5,9.2
Portland,2017,0.32264150943396225,0.3641509433962264,0.3132075471698113,0.5614035087719298,0.3588082901554404,0.35542168674698793,0.4793756967670011,0.3594339622641509,23.3,18.4,298.6,6.95,10.15
Portland State,2017,0.31774475524475526,0.3701923076923077,0.3120629370629371,0.7235213204951857,0.33412042502951594,0.37254901960784315,0.5311627906976745,0.39335664335664333,30.157894736842106,20.105263157894736,344.5263157894737,5.421052631578948,15.789473684210526
Presbyterian,2017,0.35680994303469704,0.38218539616778874,0.2610046607975142,0.5761973875181422,0.35907859078590787,0.3492063492063492,0.5381861575178998,0.3215950284826515,26.22222222222222,20.0,296.22222222222223,6.444444444444445,13.38888888888889
Princeton,2017,0.37193460490463215,0.420299727520436,0.20776566757493187,0.521978021978022,0.3646677471636953,0.40327868852459015,0.5007898894154819,0.24318801089918257,23.357142857142858,15.428571428571429,272.92857142857144,5.928571428571429,11.142857142857142
Providence,2017,0.35727969348659006,0.3424329501915709,0.30028735632183906,0.6179624664879356,0.35244755244755244,0.3668261562998405,0.513255567338282,0.36302681992337166,25.68421052631579,18.473684210526315,310.42105263157896,5.315789473684211,13.052631578947368
Purdue,2017,0.31178033658104515,0.3467670504871568,0.34145261293179807,0.6491477272727273,0.3614303959131545,0.3463035019455253,0.5620655412115194,0.2896368467670505,23.842105263157894,18.31578947368421,312.7368421052632,6.157894736842105,11.842105263157896
Purdue Fort Wayne,2017,0.3399258343634116,0.41903584672435107,0.24103831891223734,0.62,0.3952802359882006,0.4282051282051282,0.5618556701030928,0.311495673671199,25.153846153846153,17.23076923076923,324.0769230769231,6.076923076923077,13.23076923076923
Quinnipiac,2017,0.4003787878787879,0.3352272727272727,0.2643939393939394,0.5676442762535477,0.3480225988700565,0.3653295128939828,0.531384350816853,0.3484848484848485,25.65,26.5,359.55,8.15,13.35
Radford,2017,0.364018691588785,0.36682242990654207,0.2691588785046729,0.55198973042362,0.34777070063694265,0.3559027777777778,0.4647577092511013,0.297196261682243,22.526315789473685,20.68421052631579,299.6842105263158,7.631578947368421,10.736842105263158
Rhode Island,2017,0.40258064516129033,0.31225806451612903,0.28516129032258064,0.561965811965812,0.3154269972451791,0.35294117647058826,0.5197168857431749,0.4464516129032258,24.285714285714285,22.095238095238095,333.57142857142856,9.380952380952381,11.428571428571429
Rice,2017,0.2828860536735592,0.35459744830620327,0.36251649802023755,0.6500777604976672,0.36476426799007444,0.3616504854368932,0.45841584158415843,0.3752749670039595,27.0,19.789473684210527,334.5263157894737,6.7368421052631575,12.052631578947368
Richmond,2017,0.3361196656401232,0.37703475582930046,0.28684557853057635,0.6714659685863874,0.3453908984830805,0.3911042944785276,0.5789473684210527,0.31588209414870216,25.1,15.35,301.8,4.85,12.55
Rider,2017,0.4421503700818076,0.32411375146084925,0.2337358784573432,0.5444933920704845,0.35336538461538464,0.385,0.5214348206474191,0.3915075964160499,28.238095238095237,22.857142857142858,348.95238095238096,7.190476190476191,13.952380952380953
Robert Morris,2017,0.4734793187347932,0.3172749391727494,0.20924574209245742,0.539568345323741,0.3067484662576687,0.33488372093023255,0.4626006904487917,0.4335766423357664,31.473684210526315,21.526315789473685,331.89473684210526,6.0,14.210526315789474
Rutgers,2017,0.413109098749461,0.30961621388529537,0.27727468736524363,0.5501043841336117,0.318941504178273,0.3157076205287714,0.49739311783107404,0.3100474342388961,25.9,25.2,323.25,9.5,13.15
SE Louisiana,2017,0.3056894889103182,0.3452266152362584,0.3490838958534233,0.5883280757097792,0.3324022346368715,0.4074585635359116,0.5309050772626932,0.3780135004821601,30.842105263157894,22.842105263157894,320.94736842105266,7.526315789473684,12.894736842105264
SIU Edwardsville,2017,0.2707150964812713,0.3325766174801362,0.3967082860385925,0.710691823899371,0.295221843003413,0.3776824034334764,0.5257731958762887,0.4699205448354143,28.25,21.0625,333.125,4.875,11.1875
SMU,2017,0.2739373121511378,0.41906397595534567,0.3069987118935165,0.6159874608150471,0.36577868852459017,0.35244755244755244,0.593812375249501,0.291970802919708,20.904761904761905,21.047619047619047,290.57142857142856,6.523809523809524,9.904761904761905
Sacramento State,2017,0.37853658536585366,0.31073170731707317,0.31073170731707317,0.615979381443299,0.3563579277864992,0.3877551020408163,0.5336134453781513,0.3668292682926829,23.055555555555557,20.833333333333332,315.05555555555554,7.277777777777778,10.444444444444445
Sacred Heart,2017,0.472954850245865,0.33527045149754137,0.19177469825659366,0.5453686200378072,0.3546666666666667,0.3706293706293706,0.48303393213572854,0.35225748770675014,30.894736842105264,22.473684210526315,337.2105263157895,7.2631578947368425,15.789473684210526
Saint Joseph's,2017,0.301556420233463,0.36089494163424124,0.33754863813229574,0.6193548387096774,0.33423180592991913,0.3357348703170029,0.5433526011560693,0.38813229571984437,24.77777777777778,20.0,326.0,6.833333333333333,10.777777777777779
Saint Louis,2017,0.3483309143686502,0.3942912433478471,0.25737784228350263,0.5902777777777778,0.35828220858895704,0.3101503759398496,0.6020408163265306,0.37929366231253026,23.0,16.85,297.65,6.55,10.95
Saint Mary's,2017,0.3442473851750796,0.3387903592542065,0.31696225557071395,0.5812417437252312,0.363758389261745,0.39741750358680056,0.5161943319838057,0.26193724420190995,19.047619047619047,16.0,268.7142857142857,5.857142857142857,9.428571428571429
Saint Peter's,2017,0.37598116169544743,0.39952904238618525,0.22448979591836735,0.5553235908141962,0.3575638506876228,0.4020979020979021,0.5097690941385435,0.2598116169544741,24.5,17.666666666666668,278.8333333333333,5.0,11.666666666666666
Sam Houston,2017,0.36168307967770813,0.3424350940017905,0.29588182632050136,0.5816831683168316,0.3333333333333333,0.340393343419062,0.5431578947368421,0.41987466427931963,29.85,20.9,333.7,6.05,13.0
Samford,2017,0.35876042908224076,0.37822804926499803,0.2630115216527612,0.5957918050941307,0.375,0.34894259818731116,0.5905861456483126,0.39213349225268174,26.095238095238095,22.238095238095237,338.0,6.571428571428571,13.095238095238095
San Diego State,2017,0.289544235924933,0.3681858802502234,0.34226988382484363,0.5833333333333334,0.3106796116504854,0.3394255874673629,0.4843400447427293,0.355674709562109,23.7,21.35,317.85,8.55,11.5
San Diego,2017,0.2893923789907312,0.40267765190525234,0.3079299691040165,0.6227758007117438,0.3670076726342711,0.34782608695652173,0.5526627218934911,0.34757981462409887,21.736842105263158,14.578947368421053,283.7368421052632,5.157894736842105,7.947368421052632
San Francisco,2017,0.33101391650099404,0.3827037773359841,0.28628230616302186,0.5870870870870871,0.3233766233766234,0.3854166666666667,0.4895591647331787,0.3220675944333996,26.055555555555557,18.555555555555557,311.8333333333333,6.888888888888889,11.38888888888889
San José State,2017,0.3898698884758364,0.31552044609665425,0.29460966542750927,0.5923718712753278,0.3431516936671576,0.3911671924290221,0.5122699386503068,0.39637546468401486,26.105263157894736,16.105263157894736,322.89473684210526,7.315789473684211,11.31578947368421
Santa Clara,2017,0.3136456211812627,0.40071283095723015,0.28564154786150714,0.586038961038961,0.38373570520965694,0.39215686274509803,0.579841449603624,0.3085539714867617,21.473684210526315,12.421052631578947,276.5263157894737,4.157894736842105,8.894736842105264
Seattle U,2017,0.2521525215252153,0.4698646986469865,0.2779827798277983,0.6707317073170732,0.32591623036649214,0.3584070796460177,0.6588921282798834,0.36469864698646987,27.6,16.266666666666666,311.06666666666666,4.533333333333333,13.466666666666667
Seton Hall,2017,0.3649412788168769,0.3379730317529361,0.29708568943018704,0.5780691299165673,0.3462033462033462,0.3850658857979502,0.49655850540806296,0.3436276642018269,24.75,21.6,319.05,6.1,13.95
Siena,2017,0.4425179042593291,0.31398416886543534,0.24349792687523558,0.5706984667802385,0.33133253301320525,0.38080495356037153,0.4865771812080537,0.34564643799472294,26.727272727272727,23.545454545454547,333.40909090909093,7.909090909090909,12.727272727272727
South Alabama,2017,0.37675070028011204,0.3902894491129785,0.23295985060690944,0.587360594795539,0.3576555023923445,0.37675350701402804,0.5109261186264308,0.41876750700280113,28.789473684210527,20.105263157894736,335.05263157894734,7.947368421052632,13.31578947368421
South Carolina,2017,0.3184233835252436,0.33968113374667847,0.34189548272807796,0.60778859527121,0.3155149934810952,0.32642487046632124,0.4672395273899033,0.44154118689105404,31.3,23.4,347.7,7.6,13.25
South Carolina State,2017,0.3904494382022472,0.32724719101123595,0.28230337078651685,0.6294964028776978,0.3090128755364807,0.3283582089552239,0.4185303514376997,0.3707865168539326,25.166666666666668,24.833333333333332,326.5,6.166666666666667,10.0
South Carolina Upstate,2017,0.40679711637487126,0.3779608650875386,0.21524201853759012,0.5873417721518988,0.35149863760217986,0.4258373205741627,0.5044444444444445,0.2842430484037075,22.125,20.0,306.375,5.5,8.625
South Dakota,2017,0.35899230230930723,0.34219734079776065,0.2988103568929321,0.5769980506822612,0.3660531697341513,0.41451990632318503,0.45858895705521474,0.36738978306508047,25.75,17.583333333333332,329.0833333333333,6.416666666666667,13.166666666666666
South Dakota State,2017,0.348641975308642,0.41975308641975306,0.23160493827160494,0.6019830028328612,0.3635294117647059,0.4349680170575693,0.47334754797441364,0.3422222222222222,21.764705882352942,18.647058823529413,314.8235294117647,4.529411764705882,10.529411764705882
South Florida,2017,0.35002339728591486,0.370145063172672,0.2798315395414132,0.5614973262032086,0.38558786346396967,0.3277591973244147,0.5874049945711184,0.3383247543284979,29.94736842105263,23.157894736842106,322.05263157894734,8.631578947368421,14.578947368421053
Southeast Missouri State,2017,0.25013390465988217,0.39046598821638995,0.3594001071237279,0.6916488222698073,0.36213991769547327,0.4336810730253353,0.5296127562642369,0.3706480985538297,27.823529411764707,18.352941176470587,306.29411764705884,4.588235294117647,10.941176470588236
Southern Illinois,2017,0.3736621684504421,0.3187529083294556,0.3075849232201024,0.539227895392279,0.3532846715328467,0.3661119515885023,0.4569247546346783,0.33597021870637506,25.05263157894737,21.36842105263158,314.7368421052632,7.631578947368421,12.052631578947368
Southern,2017,0.31292941911305433,0.316052467207995,0.37101811367895066,0.6686626746506986,0.32806324110671936,0.32491582491582494,0.45677233429394815,0.41099312929419113,24.428571428571427,24.785714285714285,325.85714285714283,7.357142857142857,11.642857142857142
Southern Miss,2017,0.21047751506722298,0.40611961057023643,0.38340287436254056,0.6387665198237885,0.3356164383561644,0.38814993954050786,0.549171270718232,0.3175707000463607,21.63157894736842,17.0,300.94736842105266,5.631578947368421,10.0
Southern Utah,2017,0.35637047484720263,0.39774330042313116,0.2458862247296662,0.5857519788918206,0.3912529550827423,0.33460803059273425,0.48736842105263156,0.463093559003291,25.72222222222222,21.11111111111111,348.94444444444446,8.0,11.222222222222221
St. Bonaventure,2017,0.3528344671201814,0.34739229024943313,0.29977324263038546,0.6053984575835476,0.3237597911227154,0.3313161875945537,0.55863539445629,0.436281179138322,27.35,20.8,331.65,8.4,12.95
St. Francis (PA),2017,0.41085868309587986,0.3581055063534848,0.23103581055063535,0.5726335520149953,0.3548387096774194,0.3333333333333333,0.4723926380368098,0.2606854062379669,27.333333333333332,24.523809523809526,322.0952380952381,7.523809523809524,13.523809523809524
St. John's,2017,0.375892482150357,0.3523729525409492,0.27173456530869383,0.6312849162011173,0.35518474374255066,0.35857805255023184,0.491324200913242,0.4006719865602688,28.15,21.15,342.8,8.15,13.6
Stanford,2017,0.3657276995305164,0.35821596244131454,0.27605633802816903,0.6110397946084724,0.3722149410222805,0.35374149659863946,0.5723140495867769,0.3755868544600939,27.31578947368421,19.789473684210527,319.3157894736842,6.315789473684211,13.052631578947368
Stephen F. Austin,2017,0.3876777251184834,0.33981042654028437,0.2725118483412322,0.5929095354523227,0.3291492329149233,0.37217391304347824,0.5155080213903743,0.42985781990521327,32.7,21.2,325.05,5.85,13.95
Stetson,2017,0.3978494623655914,0.3655913978494624,0.23655913978494625,0.5803698435277382,0.35139318885448917,0.46172248803827753,0.4758454106280193,0.3361629881154499,20.5,20.0,328.35714285714283,6.0,9.0
Stony Brook,2017,0.4073473797947056,0.38627768773635873,0.2063749324689357,0.5397877984084881,0.34545454545454546,0.31151832460732987,0.48382923673997413,0.36682874122096165,23.647058823529413,19.41176470588235,306.94117647058823,5.411764705882353,10.352941176470589
Syracuse,2017,0.3427382053654024,0.40379278445883443,0.2534690101757632,0.6207827260458839,0.38144329896907214,0.36678832116788324,0.607645875251509,0.32978723404255317,24.526315789473685,21.68421052631579,307.63157894736844,7.421052631578948,13.105263157894736
TCU,2017,0.365813377374071,0.34021469859620146,0.2939719240297275,0.6207674943566591,0.3580097087378641,0.36797752808988765,0.5808491418247516,0.2865400495458299,23.80952380952381,20.142857142857142,305.5238095238095,8.571428571428571,11.285714285714286
Temple,2017,0.2729326705829191,0.3868052417532761,0.3402620876638048,0.6142384105960265,0.3341121495327103,0.39176626826029215,0.5388655462184874,0.28287392679620427,23.789473684210527,21.736842105263158,305.4736842105263,7.0,11.526315789473685
Tennessee State,2017,0.3683920704845815,0.3777533039647577,0.2538546255506608,0.5979073243647235,0.34839650145772594,0.3362255965292842,0.5314861460957179,0.42345814977973567,29.0,19.88235294117647,319.0,5.9411764705882355,11.647058823529411
Tennessee Tech,2017,0.33699231613611413,0.4045005488474204,0.25850713501646544,0.5863192182410424,0.3242876526458616,0.37791932059447986,0.5662805662805663,0.3913282107574094,27.125,20.9375,327.4375,6.0625,11.9375
Tennessee,2017,0.3276327632763276,0.31413141314131415,0.3582358235823582,0.5879120879120879,0.333810888252149,0.3278894472361809,0.5065075921908894,0.43384338433843384,24.157894736842106,22.263157894736842,342.8421052631579,8.526315789473685,10.0
Texas,2017,0.34041611332447985,0.33111996458610005,0.3284639220894201,0.6033810143042913,0.3235294117647059,0.3975741239892183,0.48951048951048953,0.3284639220894201,26.0,20.1,315.2,7.25,12.5
Texas Southern,2017,0.3945233265720081,0.2773833671399594,0.32809330628803246,0.6015424164524421,0.2979890310786106,0.30602782071097373,0.4487334137515078,0.40314401622718055,25.941176470588236,23.823529411764707,335.3529411764706,6.882352941176471,14.0
Texas State,2017,0.3851606805293006,0.3440453686200378,0.2707939508506616,0.596319018404908,0.32967032967032966,0.3612565445026178,0.5176848874598071,0.3440453686200378,23.35,19.65,295.4,7.7,11.35
Texas Tech,2017,0.2979970688812897,0.3717635564240352,0.3302393746946751,0.6327868852459017,0.34822601839684625,0.3757396449704142,0.5171270718232044,0.38251099169516367,24.157894736842106,18.789473684210527,307.1578947368421,5.631578947368421,9.789473684210526
The Citadel,2017,0.3534847901424721,0.43357720446669235,0.21293800539083557,0.6122004357298475,0.35079928952042627,0.38517179023508136,0.5632478632478632,0.36426646130150175,30.15,24.6,360.2,6.55,15.6
Toledo,2017,0.4160356347438753,0.3420935412026726,0.24187082405345212,0.6177730192719486,0.3502604166666667,0.3756906077348066,0.5304761904761904,0.2953229398663697,22.526315789473685,19.42105263157895,306.8421052631579,7.0,10.473684210526315
Towson,2017,0.3357303370786517,0.3303370786516854,0.33393258426966294,0.606425702811245,0.32789115646258504,0.3835800807537012,0.4330949948927477,0.45752808988764043,25.3,21.5,333.65,7.85,12.0
Troy,2017,0.4147991543340381,0.4,0.18520084566596196,0.5881753312945973,0.3477801268498943,0.3789954337899543,0.47388059701492535,0.3835095137420719,22.476190476190474,20.0,310.57142857142856,5.809523809523809,10.380952380952381
Tulane,2017,0.3218287763334827,0.36261766024204395,0.3155535634244733,0.6086350974930362,0.3399258343634116,0.3778409090909091,0.483640081799591,0.36261766024204395,27.94736842105263,22.263157894736842,329.6842105263158,7.421052631578948,12.263157894736842
Tulsa,2017,0.2853133769878391,0.40739008419083256,0.30729653882132835,0.6196721311475409,0.35706084959816303,0.3272450532724505,0.5011061946902655,0.4031805425631431,26.0,18.95,310.5,6.4,11.05
UAB,2017,0.36140018921475875,0.3552507095553453,0.2833491012298959,0.6348167539267016,0.3395472703062583,0.3639398998330551,0.5365344467640919,0.32781456953642385,22.842105263157894,18.789473684210527,296.89473684210526,6.578947368421052,10.894736842105264
UAlbany,2017,0.3659552316501822,0.34148880791254554,0.2925559604372723,0.5874822190611664,0.36128048780487804,0.40391459074733094,0.5051311288483467,0.3258719416970328,22.72222222222222,18.72222222222222,287.6111111111111,5.777777777777778,10.222222222222221
UC Davis,2017,0.3671181690798692,0.3152732368052312,0.31760859411489956,0.5292620865139949,0.3214814814814815,0.38676470588235295,0.4720982142857143,0.38439981317141525,27.736842105263158,21.157894736842106,331.57894736842104,7.842105263157895,12.526315789473685
UC Irvine,2017,0.34408106863196686,0.3086135421464763,0.3473053892215569,0.5408299866131191,0.33134328358208953,0.36074270557029176,0.43875278396436523,0.34546292031321973,22.789473684210527,21.842105263157894,315.63157894736844,7.2631578947368425,9.894736842105264
UC Riverside,2017,0.31787709497206706,0.35810055865921786,0.3240223463687151,0.5325131810193322,0.33541341653666146,0.4017241379310345,0.5352862849533955,0.34301675977653634,26.6875,18.75,316.5,5.75,12.0
UC Santa Barbara,2017,0.27487864077669905,0.3434466019417476,0.3816747572815534,0.6114790286975718,0.3197879858657244,0.35453100158982515,0.5756240822320118,0.3088592233009709,23.533333333333335,20.4,298.26666666666665,4.6,10.733333333333333
UCF,2017,0.2886087348041423,0.3827104907699235,0.32868077442593424,0.5647425897035881,0.34823529411764703,0.3315068493150685,0.5355555555555556,0.3147230977037371,24.85,21.4,307.65,7.25,10.6
UCLA,2017,0.3290796597061098,0.37161639597834495,0.29930394431554525,0.6333725029377203,0.3777315296566077,0.3850129198966408,0.5583333333333333,0.26875483372003095,22.25,21.25,325.9,6.65,12.1
UConn,2017,0.28455631399317405,0.36646757679180886,0.34897610921501704,0.5577211394302849,0.3562281722933644,0.3569682151589242,0.554639175257732,0.310580204778157,22.0,21.571428571428573,301.7142857142857,7.857142857142857,10.095238095238095
UIC,2017,0.38937699680511184,0.3330670926517572,0.277555910543131,0.5251282051282051,0.3609112709832134,0.36546762589928056,0.5192127460168697,0.3210862619808307,27.75,23.3,340.95,9.65,12.55
UL Monroe,2017,0.3510392609699769,0.3625866050808314,0.2863741339491917,0.6052631578947368,0.34267515923566877,0.33064516129032256,0.5278372591006424,0.2909930715935335,22.57894736842105,20.36842105263158,301.94736842105266,6.947368421052632,10.0
UMBC,2017,0.39894459102902374,0.38100263852242744,0.22005277044854882,0.5753968253968254,0.3670360110803324,0.4196642685851319,0.5085714285714286,0.3841688654353562,24.125,18.0,325.75,4.4375,12.25
UMass Lowell,2017,0.4202733485193622,0.3712984054669704,0.20842824601366744,0.6219512195121951,0.3941717791411043,0.36885245901639346,0.5428907168037603,0.3359908883826879,24.933333333333334,18.333333333333332,311.26666666666665,4.666666666666667,13.2
UNC Asheville,2017,0.36024844720496896,0.3717834960070985,0.26796805678793256,0.6280788177339901,0.3556085918854415,0.36423841059602646,0.5272373540856031,0.33096716947648624,25.9,17.9,306.2,4.7,12.3
UNC Greensboro,2017,0.34820268514508446,0.37895192724122995,0.2728453876136856,0.5808457711442786,0.3588571428571429,0.38571428571428573,0.5126953125,0.3334776959722824,25.25,21.9,313.6,7.1,11.1
UNC Wilmington,2017,0.32041550139832203,0.3819416699960048,0.2976428286056732,0.6795511221945137,0.3619246861924686,0.3946308724832215,0.5046413502109705,0.3435876947662805,22.904761904761905,20.666666666666668,318.85714285714283,6.476190476190476,10.238095238095237
UNLV,2017,0.3368237347294939,0.3459860383944154,0.3171902268760908,0.5531088082901554,0.3455233291298865,0.35075653370013754,0.5062761506276151,0.32722513089005234,23.263157894736842,21.31578947368421,328.0,6.894736842105263,11.736842105263158
USC,2017,0.37625,0.35291666666666666,0.2708333333333333,0.6013289036544851,0.3778040141676505,0.3384615384615385,0.5614035087719298,0.30291666666666667,24.25,21.3,319.4,8.05,12.65
UT Arlington,2017,0.3346260387811634,0.43047091412742383,0.23490304709141274,0.597682119205298,0.3384813384813385,0.36792452830188677,0.5435897435897435,0.36454293628808865,25.866666666666667,23.333333333333332,335.6,5.866666666666666,13.133333333333333
UT Martin,2017,0.27102330293819654,0.42907801418439717,0.2998986828774063,0.6598130841121496,0.34710743801652894,0.40202702702702703,0.56045197740113,0.31256332320162106,27.058823529411764,24.352941176470587,312.11764705882354,5.9411764705882355,12.0
UT Rio Grande Valley,2017,0.3747252747252747,0.37637362637362637,0.2489010989010989,0.5909090909090909,0.32992700729927005,0.3620309050772627,0.5712484237074401,0.44945054945054946,30.2,21.733333333333334,356.06666666666666,4.8,13.866666666666667
UTEP,2017,0.2550921435499515,0.3457807953443259,0.3991270611057226,0.6539923954372624,0.32959326788218796,0.38031591737545567,0.5582959641255605,0.3705140640155189,23.473684210526315,15.578947368421053,304.3157894736842,4.631578947368421,11.052631578947368
UTSA,2017,0.2858486130700517,0.3244005641748942,0.38975082275505407,0.5921052631578947,0.32753623188405795,0.3703256936067551,0.49384098544232924,0.35872120357310766,22.68421052631579,20.31578947368421,310.36842105263156,5.526315789473684,10.105263157894736
Utah State,2017,0.3709317877842176,0.3642443156486848,0.26482389656709765,0.5793269230769231,0.379436964504284,0.3484848484848485,0.5665665665665666,0.3410610789121712,22.35,18.55,303.95,6.25,10.45
Utah,2017,0.3776571687019448,0.32926277702397105,0.2930800542740841,0.644311377245509,0.35714285714285715,0.37808641975308643,0.4899328859060403,0.2971506105834464,23.526315789473685,17.94736842105263,307.2105263157895,6.473684210526316,12.421052631578947
Utah Valley,2017,0.37453183520599254,0.4012841091492777,0.2241840556447298,0.57,0.30666666666666664,0.3460620525059666,0.5581395348837209,0.39432851792402357,30.0,19.625,342.5,6.375,13.75
VCU,2017,0.39651596847781,0.29987557030277895,0.30360846121941104,0.5711297071129707,0.32503457814661135,0.3633879781420765,0.5100286532951289,0.38407299875570305,25.523809523809526,21.904761904761905,328.42857142857144,7.809523809523809,12.047619047619047
VMI,2017,0.3050211168465509,0.4082590333176912,0.2867198498357579,0.6384615384615384,0.3471264367816092,0.381342062193126,0.5031578947368421,0.32473017362740497,24.444444444444443,21.444444444444443,316.44444444444446,5.722222222222222,13.055555555555555
Valparaiso,2017,0.3371718102257024,0.37402118839244586,0.28880700138185167,0.5819672131147541,0.3312807881773399,0.37161084529505584,0.53125,0.3417779824965454,23.263157894736842,19.736842105263158,314.36842105263156,5.7368421052631575,11.894736842105264
Vanderbilt,2017,0.31083930830873047,0.4044706874736398,0.2846900042176297,0.5780189959294437,0.35036496350364965,0.3585185185185185,0.47808764940239046,0.3209616195698018,22.333333333333332,18.047619047619047,303.1904761904762,6.809523809523809,9.80952380952381
Vermont,2017,0.413111342351717,0.31269510926118627,0.27419354838709675,0.575566750629723,0.34941763727121466,0.40037950664136623,0.44419134396355353,0.30332986472424556,23.166666666666668,17.27777777777778,286.5,7.944444444444445,10.277777777777779
Villanova,2017,0.30959617889709073,0.425531914893617,0.26487190620929224,0.6409537166900421,0.33979591836734696,0.4262295081967213,0.5457142857142857,0.29700390794615716,25.238095238095237,18.80952380952381,293.9047619047619,5.190476190476191,12.952380952380953
Virginia,2017,0.3236151603498542,0.3629737609329446,0.31341107871720114,0.5720720720720721,0.35609103078982596,0.3813953488372093,0.5151175811870101,0.3109815354713314,22.1,16.4,280.45,7.05,10.0
Virginia Tech,2017,0.39384615384615385,0.36835164835164835,0.2378021978021978,0.6328125,0.4045346062052506,0.33826247689463956,0.5243342516069789,0.3507692307692308,22.7,17.55,305.6,6.9,9.75
Wagner,2017,0.43987483236477426,0.32722396066160037,0.2329012069736254,0.5213414634146342,0.3292349726775956,0.3474088291746641,0.4566844919786096,0.3477872150201162,24.95,25.4,315.2,6.55,9.9
Wake Forest,2017,0.35430743243243246,0.36782094594594594,0.2778716216216216,0.6269368295589988,0.37543053960964407,0.3723404255319149,0.5346083788706739,0.41511824324324326,21.65,19.65,331.45,7.5,10.6
Washington,2017,0.3506726457399103,0.31748878923766816,0.33183856502242154,0.6457800511508951,0.3559322033898305,0.35135135135135137,0.4857423795476893,0.29103139013452917,24.666666666666668,23.88888888888889,329.1666666666667,8.5,13.055555555555555
Washington State,2017,0.34986474301172227,0.345356176735798,0.3047790802524797,0.6713917525773195,0.3733681462140992,0.3757396449704142,0.5409990574929312,0.25247971145175835,21.842105263157894,16.210526315789473,291.42105263157896,5.842105263157895,10.31578947368421
Weber State,2017,0.37137422729434144,0.32429862101759394,0.3043271516880647,0.6133162612035852,0.4032258064516129,0.3875,0.43313373253493015,0.3689966714217784,22.444444444444443,17.88888888888889,315.0,5.722222222222222,9.777777777777779
West Virginia,2017,0.40167014613778707,0.341544885177453,0.2567849686847599,0.5675675675675675,0.36185819070904646,0.35121951219512193,0.555765595463138,0.4012526096033403,30.19047619047619,23.38095238095238,342.2857142857143,8.476190476190476,14.333333333333334
Western Carolina,2017,0.2998102466793169,0.35009487666034156,0.35009487666034156,0.6107594936708861,0.35501355013550134,0.37669376693766937,0.5345572354211663,0.3538899430740038,29.263157894736842,20.210526315789473,314.10526315789474,5.842105263157895,14.473684210526315
Western Illinois,2017,0.22149122807017543,0.36293859649122806,0.4155701754385965,0.594059405940594,0.3987915407854985,0.41424802110817943,0.5048899755501223,0.34100877192982454,21.4,14.666666666666666,322.1333333333333,7.4,10.0
Western Kentucky,2017,0.2921851667496267,0.34992533598805375,0.35788949726231956,0.6626916524701874,0.3584637268847795,0.3671766342141864,0.538121546961326,0.3175709308113489,21.38888888888889,19.0,294.22222222222223,5.888888888888889,9.0
Western Michigan,2017,0.3642595978062157,0.34323583180987205,0.29250457038391225,0.6060225846925973,0.37283621837549935,0.38125,0.48957298907646474,0.35420475319926875,24.105263157894736,19.31578947368421,314.57894736842104,5.894736842105263,10.631578947368421
Wichita State,2017,0.3083682008368201,0.3652719665271967,0.3263598326359833,0.5630936227951153,0.3642611683848797,0.38846153846153847,0.528957528957529,0.3711297071129707,23.476190476190474,20.238095238095237,316.85714285714283,6.809523809523809,10.904761904761905
Winthrop,2017,0.29327126534066866,0.38933559035124843,0.31739314430808296,0.5873015873015873,0.34891304347826085,0.37333333333333335,0.42956349206349204,0.35378755818874313,25.1,20.9,328.05,8.9,12.15
Wisconsin,2017,0.33676092544987146,0.33676092544987146,0.3264781491002571,0.5725190839694656,0.3753180661577608,0.3215223097112861,0.48787878787878786,0.3003427592116538,23.666666666666668,21.857142857142858,305.6190476190476,7.190476190476191,12.333333333333334
Wofford,2017,0.3506884681583477,0.3756454388984509,0.2736660929432014,0.6588957055214724,0.36769759450171824,0.36792452830188677,0.5228937728937729,0.35111876075731496,25.05,18.45,314.05,4.65,12.0
Wright State,2017,0.30093023255813955,0.41255813953488374,0.28651162790697676,0.6630602782071098,0.3573844419391206,0.38311688311688313,0.5437881873727087,0.373953488372093,27.789473684210527,18.210526315789473,317.4736842105263,4.947368421052632,11.578947368421053
Wyoming,2017,0.28886885984677785,0.3979269941415052,0.313204146011717,0.6224648985959438,0.34541336353340885,0.3496402877697842,0.5089757127771911,0.38891392519152773,24.833333333333332,18.88888888888889,349.6666666666667,7.444444444444445,12.0
Xavier,2017,0.36158432708688243,0.37649063032367974,0.26192504258943783,0.6325088339222615,0.33710407239819007,0.4113821138211382,0.5643382352941176,0.3798977853492334,24.047619047619047,20.142857142857142,315.3333333333333,5.333333333333333,12.0
Yale,2017,0.39327940261356564,0.3827006845052894,0.22401991288114498,0.5901898734177216,0.3300813008130081,0.4027777777777778,0.5423023578363384,0.29869321717485997,25.642857142857142,19.785714285714285,305.7857142857143,7.571428571428571,13.071428571428571
Youngstown State,2017,0.3214856230031949,0.3466453674121406,0.33186900958466453,0.6248447204968944,0.3352534562211982,0.39951865222623345,0.5071047957371225,0.2747603833865815,23.63157894736842,23.0,332.36842105263156,5.894736842105263,11.736842105263158
