team,season,rim_pct,three_pct_shot,jumper_pct,rim_fgpct,three_fgpct,jumper_fgpct,assisted_pct,ft_rate,to_per_game,oreb_per_game,plays_per_game,block_rate,steal_rate
Bryant,2016,0.4061264822134387,0.3557312252964427,0.2381422924901186,0.5888077858880778,0.3111111111111111,0.34232365145228216,0.5807560137457045,0.30879446640316205,24.88235294117647,22.058823529411764,319.1764705882353,6.470588235294118,12.411764705882353
Bucknell,2016,0.36203522504892366,0.363013698630137,0.27495107632093935,0.5662162162162162,0.3436657681940701,0.400355871886121,0.5706340378197998,0.4295499021526419,26.666666666666668,20.444444444444443,335.94444444444446,7.388888888888889,12.722222222222221
Buffalo,2016,0.3809302325581395,0.3744186046511628,0.24465116279069768,0.6105006105006106,0.3490683229813665,0.32129277566539927,0.48105263157894734,0.3730232558139535,25.5,21.944444444444443,334.6666666666667,6.722222222222222,11.88888888888889
Butler,2016,0.3286476005816772,0.33397964129907903,0.33737275811924383,0.6238938053097345,0.38171262699564584,0.33620689655172414,0.5173913043478261,0.3848763936015511,23.444444444444443,19.944444444444443,324.5,8.61111111111111,11.166666666666666
Cal Poly,2016,0.33512641204948895,0.3265196342119419,0.33835395373856914,0.5634028892455859,0.36902800658978585,0.3672496025437202,0.5359801488833746,0.3674018289402905,20.875,21.0625,321.125,7.6875,10.5625
Cal State Bakersfield,2016,0.4450836820083682,0.3049163179916318,0.25,0.5193889541715628,0.32246998284734135,0.3389121338912134,0.5340909090909091,0.4168410041841004,27.294117647058822,23.88235294117647,336.7647058823529,8.352941176470589,12.764705882352942
Cal State Fullerton,2016,0.28121546961325966,0.3607734806629834,0.3580110497237569,0.6090373280943026,0.33996937212863704,0.36882716049382713,0.4876783398184176,0.43149171270718234,23.3125,20.75,325.25,5.125,9.875
Cal State Northridge,2016,0.47265625,0.2728794642857143,0.2544642857142857,0.5525383707201889,0.3394683026584867,0.35526315789473684,0.5603015075376885,0.39285714285714285,30.2,22.133333333333333,348.46666666666664,7.933333333333334,13.733333333333333
California,2016,0.3535839160839161,0.28715034965034963,0.35926573426573427,0.588380716934487,0.3607305936073059,0.32968369829683697,0.46646341463414637,0.4156468531468531,22.15,20.5,332.55,7.9,9.45
Campbell,2016,0.3908847184986595,0.36943699731903484,0.23967828418230563,0.607681755829904,0.3483309143686502,0.37360178970917224,0.4576470588235294,0.38766756032171584,23.941176470588236,17.823529411764707,309.1764705882353,5.352941176470588,12.294117647058824
Canisius,2016,0.402880658436214,0.40411522633744856,0.19300411522633745,0.5648621041879469,0.3665987780040733,0.3582089552238806,0.5689176688251619,0.3592592592592593,23.571428571428573,20.857142857142858,315.23809523809524,6.190476190476191,10.523809523809524
Central Arkansas,2016,0.33672055427251735,0.3450346420323326,0.3182448036951501,0.6172839506172839,0.38018741633199465,0.3570391872278665,0.5418367346938775,0.4267898383371824,26.61111111111111,23.61111111111111,346.8333333333333,7.944444444444445,11.88888888888889
Central Connecticut,2016,0.45021037868162694,0.29827021972884527,0.2515194015895278,0.5410176531671859,0.3495297805642633,0.3643122676579926,0.5138297872340426,0.3020102851799906,23.055555555555557,22.72222222222222,310.1111111111111,7.388888888888889,10.555555555555555
Central Michigan,2016,0.3546971027216857,0.39508340649692714,0.25021949078138717,0.6138613861386139,0.3488888888888889,0.3473684210526316,0.5238095238095238,0.30728709394205445,19.1,19.5,294.8,5.3,7.0
Charleston,2016,0.3257248611967921,0.3417643429981493,0.3325107958050586,0.5795454545454546,0.33574007220216606,0.3339517625231911,0.46875,0.35595311536088836,26.75,19.625,295.125,5.9375,11.9375
Charleston Southern,2016,0.29709108249880783,0.4201239866475918,0.2827849308536004,0.6484751203852327,0.3518728717366629,0.3591905564924115,0.4962243797195254,0.2765855984740105,22.72222222222222,17.555555555555557,301.8333333333333,5.611111111111111,10.944444444444445
Charlotte,2016,0.3327875562832583,0.34302087597216535,0.32419156774457636,0.6666666666666666,0.3914081145584726,0.3648989898989899,0.48748921484037966,0.3131395824805567,25.1,19.85,317.9,5.1,11.4
Chattanooga,2016,0.3703543647363872,0.3720829732065687,0.2575626620570441,0.6079346557759626,0.32752613240418116,0.3573825503355705,0.49901574803149606,0.388504753673293,26.047619047619047,21.238095238095237,319.04761904761904,7.904761904761905,13.80952380952381
Chicago State,2016,0.3627852545348157,0.39906377998829723,0.23815096547688708,0.5435483870967742,0.3284457478005865,0.3464373464373464,0.5683760683760684,0.37097717963721477,25.933333333333334,23.333333333333332,325.93333333333334,6.933333333333334,12.466666666666667
Cincinnati,2016,0.32620320855614976,0.3520499108734403,0.32174688057041,0.5491803278688525,0.34810126582278483,0.31994459833795014,0.5352422907488987,0.29188948306595364,24.157894736842106,24.94736842105263,320.2631578947368,9.421052631578947,11.947368421052632
Clemson,2016,0.3437057991513437,0.35879302215935877,0.2975011786892975,0.5816186556927297,0.354796320630749,0.3692551505546751,0.5124056094929881,0.32484677039132487,21.31578947368421,20.789473684210527,303.0,8.105263157894736,11.421052631578947
Cleveland State,2016,0.33251231527093594,0.32660098522167486,0.34088669950738915,0.554074074074074,0.35444947209653094,0.3684971098265896,0.5289351851851852,0.39507389162561574,27.68421052631579,19.526315789473685,315.42105263157896,6.2105263157894735,12.263157894736842
Coastal Carolina,2016,0.3357238906320036,0.3809950694755715,0.2832810398924249,0.5981308411214953,0.3176470588235294,0.36550632911392406,0.44783983140147526,0.32227700582698343,22.57894736842105,22.36842105263158,315.1578947368421,6.2631578947368425,11.631578947368421
Colgate,2016,0.36733692986758215,0.4104953408533595,0.22216772927905837,0.5847797062750334,0.37753882915173237,0.41721854304635764,0.5058324496288441,0.3457577243746935,24.63157894736842,17.789473684210527,297.3157894736842,5.7368421052631575,11.578947368421053
Colorado,2016,0.37335596096733137,0.2948663555366992,0.3317776834959695,0.5272727272727272,0.3640287769784173,0.32225063938618925,0.46439628482972134,0.38608400509121765,24.45,23.0,339.75,10.4,12.7
Colorado State,2016,0.31069131832797425,0.4184083601286174,0.2709003215434084,0.610608020698577,0.3525456292026897,0.36350148367952523,0.5027675276752768,0.39228295819935693,21.714285714285715,21.285714285714285,331.04761904761904,5.333333333333333,10.380952380952381
Columbia,2016,0.41863517060367456,0.40813648293963256,0.1732283464566929,0.5705329153605015,0.3778135048231511,0.38636363636363635,0.5035663338088445,0.35826771653543305,22.928571428571427,16.571428571428573,300.7857142857143,6.071428571428571,11.428571428571429
Coppin State,2016,0.3333333333333333,0.3888888888888889,0.2777777777777778,0.5380952380952381,0.3469387755102041,0.3485714285714286,0.49034749034749037,0.4126984126984127,22.8,26.4,357.0,7.2,10.2
Cornell,2016,0.3770392749244713,0.3794561933534743,0.24350453172205438,0.5464743589743589,0.3535031847133758,0.38461538461538464,0.5111420612813371,0.343202416918429,25.857142857142858,19.928571428571427,325.07142857142856,7.071428571428571,12.857142857142858
Creighton,2016,0.2996649114408808,0.3705122067975108,0.3298228817616084,0.6549520766773163,0.33462532299741604,0.3613933236574746,0.5206971677559913,0.3662039253231211,23.833333333333332,17.77777777777778,323.3333333333333,5.777777777777778,12.11111111111111
Dartmouth,2016,0.3465282284231019,0.34068786502271253,0.3127839065541856,0.5692883895131086,0.35619047619047617,0.3879668049792531,0.4911504424778761,0.417910447761194,28.785714285714285,19.857142857142858,325.2142857142857,6.428571428571429,14.071428571428571
Davidson,2016,0.3105614448370632,0.38790734197094623,0.30153121319199055,0.6118836915297092,0.347165991902834,0.43359375,0.5172413793103449,0.309383588535532,20.142857142857142,19.952380952380953,313.0,6.142857142857143,10.0
Dayton,2016,0.3027765535478184,0.3618334067871309,0.3353900396650507,0.62882096069869,0.3386114494518879,0.3416557161629435,0.5463917525773195,0.35698545614808286,24.25,17.65,317.15,6.9,10.35
DePaul,2016,0.3314777327935223,0.34615384615384615,0.3223684210526316,0.6351145038167939,0.3684210526315789,0.3579277864992151,0.5680803571428571,0.39220647773279355,27.944444444444443,20.61111111111111,320.6666666666667,6.277777777777778,13.166666666666666
Delaware,2016,0.3479591836734694,0.37551020408163266,0.27653061224489794,0.5630498533724341,0.34782608695652173,0.3505535055350554,0.5518072289156627,0.3892857142857143,21.176470588235293,21.823529411764707,322.29411764705884,6.882352941176471,9.588235294117647
Delaware State,2016,0.2678751258811682,0.40181268882175225,0.33031218529707956,0.6766917293233082,0.3132832080200501,0.28353658536585363,0.5402010050251256,0.35850956696878145,29.333333333333332,24.666666666666668,318.1111111111111,5.777777777777778,10.444444444444445
Denver,2016,0.4118016321406152,0.36660389202762084,0.22159447583176398,0.6082317073170732,0.4041095890410959,0.3626062322946176,0.5570117955439057,0.3992467043314501,27.58823529411765,13.647058823529411,275.94117647058823,5.470588235294118,12.176470588235293
Detroit Mercy,2016,0.36716963877457703,0.3465935070873343,0.2862368541380887,0.6276463262764632,0.3390501319261214,0.41533546325878595,0.48579823702252695,0.4535893918609968,26.333333333333332,23.5,357.27777777777777,7.666666666666667,12.555555555555555
Drake,2016,0.33468765871000505,0.3372270187912646,0.32808532249873035,0.6024279210925645,0.35993975903614456,0.3591331269349845,0.5046082949308756,0.32249873031995935,23.0,17.055555555555557,295.55555555555554,5.888888888888889,9.333333333333334
Drexel,2016,0.33349950149551344,0.3205383848454636,0.3459621136590229,0.6053811659192825,0.3514774494556765,0.3414985590778098,0.5403225806451613,0.386839481555334,22.526315789473685,18.31578947368421,301.7894736842105,6.7894736842105265,9.631578947368421
Duke,2016,0.34966499162479064,0.3572026800670017,0.2931323283082077,0.6203592814371257,0.36107854630715125,0.36142857142857143,0.5291936978683967,0.31072026800670016,21.35,23.8,315.05,6.55,10.25
Duquesne,2016,0.35294117647058826,0.41219407471017605,0.23486474881923572,0.5656934306569343,0.37395833333333334,0.3272394881170018,0.5862412761714856,0.36453413482181196,25.68421052631579,21.736842105263158,338.7368421052632,6.842105263157895,11.210526315789474
East Carolina,2016,0.3104517271922055,0.39149689991142606,0.29805137289636846,0.6419400855920114,0.34502262443438914,0.3610698365527489,0.62625250501002,0.2528786536758193,26.31578947368421,22.105263157894736,307.36842105263156,5.473684210526316,13.105263157894736
East Tennessee State,2016,0.331945022907122,0.38109121199500207,0.2869637650978759,0.6135508155583438,0.3628415300546448,0.3788098693759071,0.45009242144177447,0.38900458142440647,25.047619047619047,20.047619047619047,324.1904761904762,7.0,12.714285714285714
Eastern Illinois,2016,0.28527763627101377,0.37035150280183393,0.3443708609271523,0.6857142857142857,0.3700137551581843,0.34467455621301774,0.5609480812641083,0.3601630157921549,24.235294117647058,20.235294117647058,318.11764705882354,4.294117647058823,11.0
Eastern Kentucky,2016,0.353395913859746,0.37272225289895083,0.27388183324130316,0.61875,0.36592592592592593,0.38911290322580644,0.5586124401913876,0.4262838210933186,29.0625,20.625,332.8125,6.0,13.3125
Eastern Michigan,2016,0.3939247830279653,0.3452266152362584,0.2608486017357763,0.6009791921664627,0.3505586592178771,0.32162661737523107,0.47489082969432317,0.46190935390549664,27.555555555555557,24.27777777777778,346.22222222222223,6.722222222222222,14.61111111111111
Eastern Washington,2016,0.42217484008528783,0.3535181236673774,0.22430703624733475,0.6181818181818182,0.37997587454764775,0.39923954372623577,0.48197009674582236,0.3880597014925373,22.45,19.1,324.8,7.5,11.15
Elon,2016,0.3298662704309064,0.3764239722634968,0.29370975730559684,0.6096096096096096,0.3394736842105263,0.40640809443507586,0.5016574585635359,0.32639920752847945,23.647058823529413,21.176470588235293,321.4117647058824,6.9411764705882355,11.0
Evansville,2016,0.3311897106109325,0.30362884703720716,0.36518144235186034,0.6074895977808599,0.3313161875945537,0.3320754716981132,0.5526601520086862,0.3587505741846578,25.25,17.1,307.45,7.7,10.3
Fairfield,2016,0.421822272215973,0.3749531308586427,0.20322459692538433,0.5635555555555556,0.348,0.3339483394833948,0.531384350816853,0.32470941132358455,26.59090909090909,21.863636363636363,328.54545454545456,7.2727272727272725,12.318181818181818
Fairleigh Dickinson,2016,0.45080576759966073,0.34478371501272265,0.20441051738761662,0.5747883349012229,0.3628536285362854,0.37344398340248963,0.511049723756906,0.3850720949957591,27.95,23.8,331.75,6.9,12.8
Florida Atlantic,2016,0.3697983697983698,0.3028743028743029,0.32732732732732733,0.5916473317865429,0.37393767705382436,0.3315858453473132,0.46543330087633883,0.35478335478335477,22.65,20.7,319.8,8.95,11.7
Florida,2016,0.31925675675675674,0.3374155405405405,0.3433277027027027,0.6097883597883598,0.33667083854818525,0.33087330873308735,0.5085085085085085,0.41342905405405406,24.3,24.25,346.7,8.45,11.4
Florida Gulf Coast,2016,0.43174431202600216,0.30931744312026005,0.2589382448537378,0.5846925972396487,0.3380035026269702,0.401673640167364,0.46533490011750883,0.36836403033586135,20.0625,19.5625,315.6875,6.375,10.625
Florida International,2016,0.37850467289719625,0.3247663551401869,0.2967289719626168,0.5975308641975309,0.3553956834532374,0.36220472440944884,0.4921956295525494,0.3686915887850467,22.263157894736842,20.157894736842106,310.3157894736842,7.157894736842105,10.842105263157896
Florida State,2016,0.3795464270432178,0.34360290971330765,0.2768506632434745,0.6392333709131905,0.3698630136986301,0.3168469860896445,0.49953227315247895,0.3756953359007274,25.3,22.35,329.6,7.8,12.2
Fordham,2016,0.34852941176470587,0.4117647058823529,0.23970588235294119,0.6540084388185654,0.33690476190476193,0.3456032719836401,0.608505997818975,0.35980392156862745,26.842105263157894,18.157894736842106,305.4736842105263,6.0,14.052631578947368
Fresno State,2016,0.3339077983627747,0.3614821197759586,0.3046100818612667,0.6219354838709678,0.3420738974970203,0.31117397454031115,0.5025278058645096,0.4075829383886256,24.3,21.2,335.5,6.85,12.85
Furman,2016,0.40283687943262414,0.3839243498817967,0.2132387706855792,0.6044600938967136,0.3399014778325123,0.3858093126385809,0.47357512953367875,0.42080378250591016,24.5,18.95,308.85,6.65,12.1
Gardner-Webb,2016,0.3190567853705486,0.3845043310875842,0.2964388835418672,0.5897435897435898,0.32916145181476847,0.362012987012987,0.4549600912200684,0.3869104908565929,26.88888888888889,23.444444444444443,330.6666666666667,5.444444444444445,13.944444444444445
George Mason,2016,0.3009791400595998,0.33546189868028947,0.36355896126011067,0.6096181046676096,0.3299492385786802,0.3407494145199063,0.45213849287169044,0.33503618561089826,18.894736842105264,22.68421052631579,326.3157894736842,7.473684210526316,8.894736842105264
George Washington,2016,0.33652173913043476,0.331304347826087,0.33217391304347826,0.5904392764857881,0.37926509186351703,0.3494764397905759,0.5074037512339585,0.33608695652173914,22.8,21.3,311.45,7.5,11.4
Georgetown,2016,0.3254358515869468,0.35046937863209654,0.32409476978095664,0.6208791208791209,0.34566326530612246,0.35310344827586204,0.5352400408580184,0.4300402324541797,24.05,19.1,328.7,7.0,11.95
Georgia,2016,0.29618889809444904,0.3492129246064623,0.35459817729908866,0.5272727272727272,0.35587188612099646,0.3282710280373832,0.49373695198329853,0.4221209610604805,23.904761904761905,23.666666666666668,341.0,8.714285714285714,11.238095238095237
Georgia Southern,2016,0.3451251078515962,0.42234685073339084,0.23252804141501293,0.6025,0.3176710929519918,0.33766233766233766,0.4266666666666667,0.4098360655737705,25.3,23.8,335.8,6.35,11.25
Georgia State,2016,0.3351063829787234,0.34397163120567376,0.32092198581560283,0.5608465608465608,0.34149484536082475,0.3687845303867403,0.5334728033472803,0.3816489361702128,25.80952380952381,19.19047619047619,309.3809523809524,6.190476190476191,11.428571428571429
Georgia Tech,2016,0.3512467755803955,0.2794496990541703,0.3693035253654342,0.609547123623011,0.33076923076923076,0.37252619324796277,0.48209099709583736,0.33705932932072225,20.8,22.3,311.8,6.85,9.2
Gonzaga,2016,0.324468085106383,0.36824877250409166,0.30728314238952537,0.6116015132408575,0.35555555555555557,0.3994673768308921,0.47058823529411764,0.338379705400982,19.904761904761905,19.61904761904762,309.04761904761904,5.809523809523809,9.380952380952381
Grambling,2016,0.4069767441860465,0.311046511627907,0.2819767441860465,0.5285714285714286,0.3644859813084112,0.30927835051546393,0.44755244755244755,0.4680232558139535,26.0,22.333333333333332,345.0,5.0,14.0
Grand Canyon,2016,0.3913333333333333,0.328,0.2806666666666667,0.5621805792163543,0.3353658536585366,0.3586698337292161,0.5247678018575851,0.37666666666666665,24.153846153846153,20.23076923076923,322.6923076923077,6.3076923076923075,10.153846153846153
Green Bay,2016,0.39449199851135097,0.33159657610718274,0.27391142538146634,0.5962264150943396,0.36363636363636365,0.35733695652173914,0.505332239540607,0.38072199478972835,27.714285714285715,24.19047619047619,359.4761904761905,9.428571428571429,14.666666666666666
Hampton,2016,0.37657784011220197,0.31977559607293127,0.30364656381486677,0.6070763500931099,0.3355263157894737,0.3117782909930716,0.43322475570032576,0.40042075736325383,25.5,23.416666666666668,337.8333333333333,7.0,9.333333333333334
Harvard,2016,0.40025740025740025,0.3507078507078507,0.24903474903474904,0.5401929260450161,0.3504587155963303,0.3695090439276486,0.5462686567164179,0.3333333333333333,24.0,20.142857142857142,310.42857142857144,7.571428571428571,12.0
Hawai'i,2016,0.2917547568710359,0.36839323467230445,0.33985200845665964,0.644927536231884,0.30416068866571017,0.36858475894245724,0.5515527950310559,0.4318181818181818,26.764705882352942,19.88235294117647,330.5882352941176,5.294117647058823,13.470588235294118
High Point,2016,0.3965827338129496,0.3273381294964029,0.2760791366906475,0.6247165532879818,0.37362637362637363,0.36807817589576547,0.5004766444232602,0.33947841726618705,24.65,20.25,301.9,5.4,13.3
Hofstra,2016,0.3327738145195132,0.37096097356273605,0.29626521191775074,0.6015132408575031,0.34841628959276016,0.3413597733711048,0.5497076023391813,0.3096936634494335,21.894736842105264,24.05263157894737,330.89473684210526,7.105263157894737,11.105263157894736
Holy Cross,2016,0.4005959982971477,0.40400170285227754,0.19540229885057472,0.5515409139213603,0.3382507903055848,0.3747276688453159,0.616600790513834,0.3610046828437633,23.181818181818183,17.136363636363637,300.04545454545456,5.136363636363637,11.727272727272727
Houston Christian,2016,0.3010999083409716,0.32034830430797434,0.3785517873510541,0.669710806697108,0.36194563662374823,0.3692493946731235,0.5160320641282565,0.421173235563703,27.157894736842106,21.63157894736842,332.7894736842105,7.315789473684211,12.631578947368421
Houston,2016,0.3073104693140794,0.328971119133574,0.3637184115523466,0.6372980910425844,0.3347050754458162,0.36476426799007444,0.47530864197530864,0.328971119133574,21.526315789473685,25.42105263157895,314.7368421052632,7.315789473684211,10.421052631578947
Howard,2016,0.3822525597269625,0.310580204778157,0.30716723549488056,0.5401785714285714,0.3626373626373626,0.3,0.4107883817427386,0.4044368600682594,24.8,26.0,336.8,5.8,11.0
IU Indianapolis,2016,0.37331256490134995,0.2834890965732087,0.34319833852544135,0.5994436717663422,0.33516483516483514,0.38729198184568836,0.42758620689655175,0.3348909657320872,24.11764705882353,18.235294117647058,310.2352941176471,6.411764705882353,14.0
Idaho State,2016,0.3280109489051095,0.3895985401459854,0.2823905109489051,0.6119610570236439,0.34894613583138173,0.3764135702746365,0.49948506694129763,0.3677007299270073,25.473684210526315,17.31578947368421,321.7368421052632,6.526315789473684,13.210526315789474
Idaho,2016,0.3761859582542694,0.3709677419354839,0.2528462998102467,0.5611601513240857,0.3618925831202046,0.3602251407129456,0.5402173913043479,0.4335863377609108,26.65,19.85,318.05,5.4,12.3
Illinois,2016,0.2623017486783245,0.38226921512810086,0.35542903619357463,0.6635658914728683,0.3702127659574468,0.35354691075514877,0.5447004608294931,0.27897519316795444,24.095238095238095,16.61904761904762,306.1904761904762,5.380952380952381,10.904761904761905
Illinois State,2016,0.2533589251439539,0.3944337811900192,0.3522072936660269,0.615530303030303,0.3381995133819951,0.3678474114441417,0.5337915234822451,0.3397312859884837,24.94736842105263,18.94736842105263,306.7894736842105,5.684210526315789,11.894736842105264
Incarnate Word,2016,0.3505807814149947,0.3505807814149947,0.2988384371700106,0.5828313253012049,0.37198795180722893,0.39399293286219084,0.5565927654609102,0.3885955649419219,24.0,16.941176470588236,312.94117647058823,5.882352941176471,11.352941176470589
Indiana,2016,0.3692022263450835,0.37940630797773656,0.25139146567717996,0.621859296482412,0.3740831295843521,0.36162361623616235,0.5235707121364093,0.3075139146567718,24.94736842105263,20.210526315789473,307.05263157894734,6.0,12.31578947368421
Indiana State,2016,0.30438756855575866,0.35648994515539306,0.3391224862888483,0.545045045045045,0.308974358974359,0.3706199460916442,0.45847554038680316,0.41590493601462525,24.63157894736842,21.0,334.05263157894734,6.2631578947368425,10.947368421052632
Iona,2016,0.39721627408993576,0.4097073518915061,0.19307637401855818,0.5453728661275831,0.3641114982578397,0.37153419593345655,0.5758564437194127,0.3222698072805139,26.782608695652176,23.347826086956523,330.9130434782609,7.304347826086956,13.08695652173913
Iowa,2016,0.30440528634361236,0.36255506607929516,0.33303964757709253,0.6454413892908828,0.34143377885783716,0.3333333333333333,0.5464759959141982,0.3185022026431718,23.0,23.736842105263158,323.7368421052632,7.842105263157895,12.210526315789474
Iowa State,2016,0.35516372795969775,0.3417296389588581,0.30310663308144414,0.6300236406619385,0.36486486486486486,0.40443213296398894,0.5133689839572193,0.26406381192275397,23.0,21.57894736842105,316.5263157894737,7.368421052631579,10.736842105263158
Jackson State,2016,0.3083511777301927,0.3297644539614561,0.3618843683083512,0.4652777777777778,0.2727272727272727,0.3076923076923077,0.5217391304347826,0.40471092077087795,23.25,22.25,342.5,8.25,10.25
