team,season,rim_pct,three_pct_shot,jumper_pct,assisted_pct,ft_rate,to_per_game,oreb_per_game,plays_per_game,block_rate,steal_rate,rim_fgpct,three_fgpct,jumper_fgpct,cluster_label,dist_to_centroid,gmm_proba_0,gmm_proba_1,gmm_proba_2,gmm_proba_3
Creighton,2016,-0.6121374837763482,0.1939975530506041,0.4079731771166692,0.03141874860712382,-0.1703797975691641,-0.16366733230048403,-0.9479422845514549,0.4741319557582179,-0.5830591127118012,0.5322035114027726,1.447707117786227,-0.4202867021578379,0.0115927662867853,0,5.795375037599709,0.5690550614458197,0.08197451185475844,0.3004684851731139,0.04850194152630797
Davidson,2016,-1.0029717752411391,1.3708729853603925,-0.08001206524674158,-0.10601531997743327,-1.1566637623198912,-1.400370962483872,-0.45600731560134533,-0.08158536927207688,-0.6525714652100749,-1.1327928385554606,0.7249000201569185,0.2526327497553755,2.259918784260218,1,6.20698392473214,0.4567415509784671,0.5314488405662692,0.010037183114896691,0.0017724253403672238
Dayton,2016,-1.0880751262806132,0.17558111498470283,0.8454730234647189,0.8627633820778297,0.22393746749995386,0.38678989152376125,-1.048209284592243,0.09738169538754461,0.3538465079170994,-0.6055815450639502,0.9415453168636222,0.005640483271033872,-0.8094154734096561,0,5.77884306356027,0.49123331472230375,0.03762643102089997,0.4390770151883571,0.032063239068439144
Duke,2016,0.1865838557406131,-0.23874332026107623,0.0033120293351180663,-0.3486672321422519,-0.7657940859754129,-1.1715004854694138,1.628449614934075,0.4905960704282176,0.7799874514934707,-0.6140304439981092,0.757505743781654,1.0663707918628997,-0.18519484682932655,2,5.979787056059658,0.18987500232526983,0.029860550086051457,0.732997818671235,0.0472666289174436
Duquesne,2016,0.03980086529547535,1.7161665116364613,-1.2553172162564321,2.021597909585842,0.09285130616148873,0.3251919760593443,-0.19075018365750573,0.8700792134693588,-0.17061285814663907,-0.7348496987565805,-0.8518768124954879,2.166057020583752,-0.8055664194444349,1,8.159348107831548,0.0514318860176759,0.6729584540997112,0.14525641560143343,0.13035324428117923
East Tennessee State,2016,-0.2335915032781842,0.6332988517981688,-0.2418378762893321,-1.4499134256255686,0.3295852723047267,0.26401644630096827,-0.36939274190539834,0.06884593300402801,-0.1746200725666675,0.43377786210502883,0.11885860788781048,0.5567632874811038,0.8990303327207935,1,5.988775463288332,0.25636378279004113,0.35579295144295975,0.26037692632379067,0.12746633944320832
Eastern Washington,2016,1.3000961474575043,0.40999995016567425,-1.450761595298162,-0.8365787566897218,0.2902650090299961,-0.9667216376143729,-1.457110644133577,-0.7050835300217267,-0.10856175000619656,-0.6664136173898944,0.8257206063644437,1.794623186831681,1.7069503691722914,1,6.400738312276001,0.038804662789142484,0.9466585766689578,0.008204399627818723,0.006332360914080626
Fairfield,2016,1.3425081118383837,0.9751819510150261,-1.8903046765052574,0.45422538010243696,-0.6519610643834748,0.8808051735483903,0.5362834836304263,0.9593823354517306,-0.05841085438583921,0.33161256920761795,-1.013472344058748,0.05562407084346913,0.12336780602452241,1,7.487488721666934,0.0022071752474579678,0.5020017039885653,0.12822848243489668,0.3675626383290798
Fairleigh Dickinson,2016,2.1925449821747978,-0.20517786315180267,-1.8093292827741299,0.28436545611849645,0.9431399175474827,1.46352145384178,0.8707189705828751,0.9851810151355268,-0.7877238788310382,1.168053563689342,-0.5478734695313888,0.5044572694200861,0.21440975811139354,3,7.840220305672017,0.00027512813995671866,0.1905106436521616,0.03202715208723248,0.7771870761206489
Florida,2016,-0.6966029101690345,-0.20822791055139206,0.7691896904990548,-0.5799087648173804,0.4215037520051057,-0.051239729556541186,1.4733490992459835,1.3655461643197018,0.7051861156529378,0.09229750689756881,0.46254295573679904,-1.0209074587117752,-1.3857639802675523,2,6.213326056001028,0.02841858277305467,0.0048997502144601185,0.8187787793774971,0.14790288763498832
Florida Gulf Coast,2016,2.5022267815967787,-1.6211151509453847,-1.0790560301440095,-1.3347423720786444,-0.21022715302904138,-0.9535807489819634,-0.004805815417804822,-0.5318895964801595,-0.4349675791285239,0.0027391781954850367,-0.9960405104586789,-2.0814199710309973,0.6923629520378108,1,8.975074172610945,0.014758580363322704,0.6991801915914763,0.1268492749462928,0.1592119530989087
Florida State,2016,0.3720387075527378,-0.3301117366158695,-0.09712104328247795,-0.7857145817907136,0.3475730561710279,0.9039225088815075,0.12914462994918438,0.8494169225008874,0.10824212178828987,0.42140697008580336,1.3968556076989382,0.27301560257757274,-0.6509804486412183,2,5.5116065932422185,0.08449158479222742,0.07142879984188676,0.5596380475191601,0.28444156784672536
Fordham,2016,-0.32721846311939884,1.4346637885276612,-0.7279457316270503,2.4664560182110034,0.23093211078759543,2.0781494284048003,-1.109157874334777,-0.5033964009620311,-0.2366672635864645,2.1063514857248893,1.876383397468517,-0.3646427541977184,-0.6282651995088924,1,10.633468240060866,0.11364525729750384,0.4143817951214801,0.0699187004510674,0.4020542471299478
Fresno State,2016,-0.585953165371776,-0.11150513821158424,0.6017704678080434,-0.20088180347442344,1.044322868502809,0.13711300750798955,-0.01890586229853922,0.3302313171489856,-0.40776709336833,0.2866221823832227,0.8030918483557857,-0.2534260935899751,-1.256700292738711,2,5.597582237898322,0.20564394257510396,0.03255814572522753,0.6328891568654568,0.12890875483421138
Furman,2016,0.5599800197925028,1.2620503778852519,-1.3963996472869398,-0.6381505129766363,1.0851069770848607,0.3079445597293077,-1.0905094252344496,-1.3901617560306032,-0.9789772943324014,0.08384860796340973,0.23057522668158598,-0.8610786368069232,0.6450707412703542,1,7.4870818596401,0.05061182865872729,0.8265356810542991,0.042945564062712216,0.07990692622426157
George Washington,2016,-0.22540999828648695,-0.37443165052774313,0.4671461368383982,-0.3971306523940602,-0.7623729344996157,-0.5955803235368728,0.4372497084106644,-0.25353105824758376,-0.015197920504990432,0.11289455240732879,-0.23042399750280126,0.12559114956640058,0.5570624555522193,2,5.187853026845305,0.31433257639797024,0.15193851426261024,0.4907786482477943,0.04295026109162546
Georgia,2016,-1.5159964759052502,0.11324857219253782,1.2713700239756058,-0.12809126078134356,1.56073617037242,-0.29499033046357914,0.9228943278823625,1.153864689991118,1.8770737104879582,-0.42487450668394167,-1.324102286399496,0.007084197940846255,-0.5438701833243942,2,6.067521351010663,0.03730091965041648,0.004992236740695245,0.8500290634640902,0.10767778014479845
Georgia Tech,2016,-0.4809239617371385,-1.999539822312646,1.8500991267039804,-0.8100119524866853,-1.0289363466869872,-1.5328749228606628,0.6849214778315139,-0.4725546377668415,0.007040314474627629,-1.7664602586173732,0.71994235457556,-0.5243658005939533,0.9484547348729039,0,8.596769228959221,0.7829037620226001,0.0050016647800783685,0.20890070511733141,0.0031938680799904967
Gonzaga,2016,-0.4453836593125408,-0.3373791470734695,0.6369677378158262,-1.2961998881875116,-1.1551998834049788,-1.2076379292085382,-0.4137071749591388,-0.65071987866007,-0.8407081583847492,-0.6326180216532581,0.06253250925221067,-0.5063647695047285,1.2062293227258045,0,6.245861069402667,0.7126693952069878,0.2175225900992491,0.06405197907766096,0.005756035616101742
Grand Canyon,2016,1.8414651020021588,-0.8704457050510936,-1.0233970491109656,-0.7303046534283983,0.729725480237352,0.10294669706372622,-0.02595588573890725,-0.061186972654959204,-0.7559333110988118,-0.01551044350229808,-0.8781792683318921,-0.9120852235367672,-0.8232126371769078,1,6.887731475361386,0.00933943763982389,0.46400160268154794,0.20245497885835573,0.3242039808202727
Green Bay,2016,1.2114745465435273,-0.8808237634755287,-0.4542365615281048,-0.6953933727881478,0.9323373041617187,1.924273861515623,1.2923984976098757,2.3903335370986776,1.6130689957566637,2.173012817353414,-0.1561667959849263,0.7556986586669456,-0.2827456339428665,3,7.118678941176089,7.03644276032494e-05,0.01589871995262445,0.012016354526288518,0.9720145610934837
Hampton,2016,0.8491905119738015,-0.5687497633228377,-0.35299313783555347,-1.7376882709695765,0.3400779531499784,-0.12255095186841322,0.6782004554850306,0.76775768081578,0.6563159095704555,-1.2333685314676874,-0.25111235128678444,-0.4020604849195781,-1.3667995939752757,2,6.5578757540531045,0.04469931439374638,0.11310904760051091,0.6553831030299775,0.18680853497576533
Hawai'i,2016,-1.7395951680853086,0.5118758382690269,1.1874222656509454,0.36849390022936795,1.436158967439431,0.9756659633635932,-0.9614058709827138,0.3203688848223147,-1.012127886352638,0.8334771658966524,1.5787219050753947,-2.1289469258676377,0.7876134610483209,0,9.191230025259879,0.7413437473629274,0.0015975975221016185,0.11704501028819435,0.1400136448267772
High Point,2016,0.837799183313727,-0.8288285783977306,-0.15797498021406048,-0.3935035425612176,-0.5856505023132351,-0.14911197301667056,-0.49610432391843723,-1.568888273560306,-0.9840773854124379,0.1643243703112731,0.6506083136864373,0.7257888273143137,0.5165010265725952,1,5.8483268056411,0.31066255482367355,0.561068090343424,0.09940588418911671,0.0288634706437856
Hofstra,2016,0.1451508426725468,0.6451151460530958,-0.587974100911487,0.42460599167473156,-1.1160374362480225,-0.5517238966102284,0.9922039511167944,0.4041025647885812,-0.6130868891065677,-0.2896472339517913,0.11370489887790892,0.20098391716623237,-0.7494217036602937,2,6.126313987333319,0.16781360801151377,0.23883951859950422,0.5044777021689059,0.08886917122007569
Holy Cross,2016,0.9785625155116858,1.6114190589189359,-2.0179898606916975,1.8952795521253272,-0.1843809615988466,-0.2299840749328578,-1.9196831498660973,-1.2019452662463614,-1.2790600727190573,0.07730752491760935,-0.49700821340495804,-0.7022318750803411,0.4396517112407892,1,7.979830681701487,0.003934468643906527,0.982375484838629,0.004504408299540675,0.009185638217923401
Houston Christian,2016,-1.0049630028178325,-1.2275858138408597,1.768709151413983,0.1014675734442071,0.877908304141753,0.6097743455049532,-0.3216162437693335,-0.5170959479901496,-0.11451185626623914,-0.2957181766536752,1.5280332688570084,0.33212999350998923,-0.5369048378332347,0,7.300651651780511,0.5669766755349628,0.0020074684808006676,0.39670583524730013,0.034310020736936585
Houston,2016,-1.0798622689051642,-0.7340776688725315,1.4847211709152703,-1.0111127803173718,-0.32134822146780134,-0.8799917726404718,1.819740250949389,0.01501835810333066,0.2912853906686537,-0.5285275867844216,1.8719892976949655,-1.3358203904196664,0.9497590928071823,2,7.077757468902281,0.3373209459539537,0.001637815472111089,0.6467520167954676,0.014289221778467462
Idaho,2016,0.29725273620681997,0.9586230053099057,-0.9464451996598593,0.45055193169155566,1.5939203221775406,1.0136102792896737,-1.0651293408491254,-0.7110490988437159,-1.3842645321592912,0.09601502242859927,-1.4462095882080843,0.1326158665708719,0.2603372294872554,1,7.885339257252439,0.02829912392865062,0.6774872156628492,0.06967057815747658,0.2245430822510238
Indiana,2016,1.1249871456408582,0.24427437263306268,-1.176815709778475,-0.20062579391290844,-0.9334281055486126,0.8959054625393823,0.42826705306193336,-0.14344034553692514,0.03054930573879513,0.8161508881538169,0.8311917760957452,2.0958818348661494,0.5093040894028463,1,5.78530913843285,0.036788346864655666,0.6678194546912544,0.16820998532844128,0.1271822131156491
Iona,2016,1.1778060819576057,1.4992431776677766,-2.1159291630315016,1.1725527885936746,-0.37623501615415805,0.9649889913497613,0.5309959660501503,0.9441075927018833,0.10904213607535447,1.0977164800624697,-1.1391201521684307,1.028044765274815,0.13645862148486337,1,8.990065654149628,0.001096210768741027,0.48661270231344983,0.06638648045473738,0.4459046064630718
Iowa,2016,-1.2723652597791422,0.4878267274166967,0.787871276604539,0.9211011667148096,-1.6846276327775294,-0.5199314241124641,1.1795981225639907,0.299441284519376,0.6802523370394267,0.2460674674992603,1.528173466044338,-0.25916310690404054,-0.5259914740354794,2,7.829440744033666,0.3585257396881704,0.004740732304725028,0.6105589192674733,0.02617460873963107
Iowa State,2016,-0.6752853496209136,0.06970665692606391,0.5526283744475482,0.07765605679115659,-2.5949660716587135,-0.3842710738190647,-0.4730103133104671,-0.18346415370829544,-0.12936212146987447,0.08683057229311371,2.561989877030789,0.6414820190591453,1.0420186267834899,0,6.502144580493935,0.8734037973271478,0.0651112891353852,0.05798467640542773,0.0035002371320396975
Jackson State,2016,-0.38764621604814736,0.2012628241763111,0.20262266322481348,0.9505670464276095,0.3667993682654796,1.0858851667679241,1.5715794258484423,1.653432969406579,1.458186229780972,1.3897104272269996,-2.685246892321899,-1.98091984180231,-0.45556384659069565,3,7.16544646836486,0.00041607175570333965,0.02139360737077101,0.08253708797623424,0.8956532328972914
Kansas,2016,-0.2879739974849286,-0.7946683166563524,0.8216344985057726,-0.07215030527245805,0.47284720039371964,0.26955933240832375,-0.22595391912618473,0.40016723007907845,0.31805639507473954,0.8191696225699916,-0.11679419021003015,1.1172399910414699,0.43857801467729407,2,5.537945756745982,0.2059459511593082,0.05593975111341995,0.584951354312485,0.15316294341478734
Kentucky,2016,-0.1405831698222307,-1.6262248046751646,1.2812589938377728,-1.4784562205635807,0.8310040822857379,-0.42465998152749873,1.7706250876481604,1.0586080265432547,1.7274710388068923,-1.1158950406871437,0.32204353232367694,0.007802676848290512,-0.10987442817598404,2,7.9892576827583435,0.04710926275822242,0.002249623779804569,0.868326464858694,0.08231464860327894
Little Rock,2016,-0.6966437429794882,0.6523676596049566,0.15752766890924474,-0.12745777908664033,-0.474414338309439,-0.5797012724082597,-1.514420512100437,-1.9680956346227236,-1.713390409857637,-1.196241344099725,-0.7251667058258826,-0.5164710130165666,0.1606927564533682,1,6.211231961423457,0.2374504945899717,0.7547732197082364,0.005876757135162141,0.0018995285666298831
Long Beach State,2016,-0.29898734439062463,0.38422715201892776,-0.006485758104250841,1.6784665517291766,0.15611878680160948,0.28394815440055965,-0.20465865381431755,0.7976876005773671,0.15989521814876084,-0.5421046000281834,0.6286731551422557,1.3301043213581039,0.5005372431945351,2,5.969568902182408,0.30541450480132276,0.2444606974925381,0.37155585122929863,0.07856894647684085
Louisiana,2016,1.4089853367998846,-1.1695810589836155,-0.4251192657997182,-1.886568390499807,0.6925639932627359,-0.2579614507308892,1.1723206790126433,0.914186633573915,0.42930592002602436,-0.0306203453380963,0.03383211317223861,-0.7387655910664025,-1.7245179245516487,3,7.085541984785456,0.0111882967681187,0.08321554973963652,0.44693019216569285,0.45866596132655146
Louisiana Tech,2016,1.2862285233159723,-0.3920473669201287,-0.8683121523207827,-0.5041990602521021,0.5443759299017564,0.6627485528043519,-0.10350614358295389,0.4976521195725058,0.05464116455496672,0.4082863270351097,0.12869358259679423,-1.3652896773824539,-0.48692883609248994,3,5.787161916725186,0.011345111196566761,0.23739596164753837,0.2939219751946929,0.45733695196120233
Maryland,2016,-0.7566428530381923,0.37354517320481156,0.4092137524572871,-0.5738916341337859,-1.024722213281847,-0.42465998152749873,-0.620507862543261,-0.8553453038443691,0.9046563445610264,0.03653477393212132,1.6473293832489337,-0.33109567919975513,-0.17875580199508115,0,5.6115435096142745,0.6219419167273502,0.06599091801359314,0.297880011768672,0.01418715349038494
Mercer,2016,-1.5215096395102443,0.950996151861588,0.6808278743474896,1.1353482749850088,-0.793716641847198,-0.6644811990689634,0.41819559100426523,-1.0322276267113601,-0.5165690364091056,-0.32169854087621375,0.6647480927959473,0.23602048377321738,-1.1090403490134655,0,6.826116380546176,0.7561577005063772,0.05457146156665966,0.17922882329065715,0.01004201463630598
Miami,2016,-0.04946451781400635,-1.0392472294939743,0.7827905417510859,-1.1070312583328121,-0.27606823382073115,-0.8882517597808431,-0.7017509898084519,-0.8583189245551756,-0.6875435183303238,-0.21625628217791118,0.6289186861492139,0.7320569171351808,0.8503122699103254,0,6.324839615618179,0.805096904841528,0.09895358755067647,0.08505920382164128,0.010890303786153917
Michigan State,2016,-0.8948719424441254,-0.41003984782457625,1.0894378034032093,2.3982733715013795,-0.9447358482321924,-1.334291065360901,0.18896911457173482,-0.16521329718214825,1.2872117478597538,-1.286900755114518,-0.2428749700553644,1.6499881187867171,-0.1755862189477312,0,8.236807346195038,0.6326400335985097,0.005643788792070707,0.34970309271971484,0.012013084889704479
Michigan,2016,-1.3622931519071129,1.607454059837627,0.07224869619686834,0.7299524500038663,-2.106183276777244,-1.3762793333244547,-2.1456629334761677,-2.213634764119454,-1.4889864023360373,-1.506234171445282,2.3668333132457393,1.0178907117632536,0.1757495633496623,1,10.032522352834626,0.25555825276846766,0.7443701342546015,3.147605752738975e-05,4.013691940374684e-05
Middle Tennessee,2016,-0.5396106884413485,-0.30741332882224537,0.6996939171065724,-0.4614713306651222,0.4559653947688085,0.01111507532665611,-1.0341092377115069,-0.3851841468920064,-0.6309710794593324,0.08683057229311371,0.5371590843543685,1.6811057855002305,-0.9989527452591601,0,5.640792436212918,0.6321558104085654,0.09762702457912638,0.2355451847195836,0.034671980292724947
Monmouth,2016,0.4097221240084338,0.9028512731573732,-1.0070962512879338,-1.0597822156386458,0.4772377818537675,1.044220819868697,0.9502650071214375,1.988761328445918,0.6890524941971364,1.4251361634638724,-1.543695134809487,-0.3801661601634645,-0.5896760338386944,3,6.388995324069478,0.0006023367018547153,0.1266751415433339,0.0859168221409879,0.7868056996138237
Montana,2016,-0.39465127351945073,0.46284693342026817,0.022939245757358114,-0.7286203431294359,1.0583418854613758,-0.06780272460363942,-2.037415698568853,-1.0787133595681764,-1.2926328957546376,-0.48391740041206316,0.6549932912884113,0.17455509963923324,1.2189799082452657,0,8.224355307250688,0.7891248432127576,0.17404758913104315,0.015873304393449084,0.020954263262749344
Morehead State,2016,1.11420706846392,-1.7656531727617417,0.2614236268577175,-0.2719511012251677,1.9364140577825688,0.995025308223839,0.7340366411327442,0.023485617076473578,-0.4823741400248619,0.49113381601234685,-0.991400759259863,0.9006913646434078,-0.7959359293192071,3,6.792480086157265,0.012847075661901077,0.051435784881205315,0.20977067512623412,0.7259464643306598
NJIT,2016,-0.5890816671644594,2.1972113330865533,-1.0364408084151011,1.8240820231869443,-0.3499908043249632,0.7224457325915817,-0.4225700615698869,0.05070180663300696,-0.4054356231603129,0.45289651340746817,0.187015842107008,0.15079233656040805,1.280205131877289,1,7.76248843039787,0.06705346707543328,0.8514106576943201,0.0359703420842956,0.045565533145951465
Nevada,2016,-0.5567529815803761,-1.3072164628907013,1.425625364318853,-0.2774912858914632,1.2899356570286051,0.226846504169297,0.9201572599584542,1.2572862103059412,1.0820423695542902,0.3190659542903916,-0.35587854020610277,-2.186608122725434,-0.9827700871269174,2,7.798566317912172,0.012766401653841226,0.0027603096469994877,0.6338278856456263,0.35064540305353287
New Hampshire,2016,0.19028306360869882,0.005126386465280906,-0.1733256123165595,-2.1023087730397636,-0.340453729124027,-1.617195624918622,-1.4063504753629286,-0.9883518302141627,-1.4740261351679307,-1.9560535506998973,-1.4020444010736766,-0.8045595932601445,0.04502009196934932,1,8.271691740946984,0.15246526724697188,0.8389655495543064,0.006429076768630873,0.00214010643009025
New Mexico State,2016,-0.8101216575743931,-1.7387795433189253,1.9583113653164592,-0.6207704303919184,-0.8672250945141541,-0.3753816491559649,-0.07530604982148179,-1.0456982659868141,-0.32616563608774757,-1.680281489488953,-0.09316096373131562,-1.1557433913041508,0.13991785300086587,0,7.6724285655456566,0.7620917875040931,0.00944699448140107,0.22298393653096618,0.005477281483539244
Norfolk State,2016,0.30404113600376154,0.6185599121158238,-0.7107868955714234,0.5375875624116994,0.902322461691915,-0.3833600458256418,0.3285595786910165,-0.4224062884913797,1.4282656954447588,-1.415951651405984,-1.9154987329213724,0.8151202904693691,0.1017410280392602,2,6.5165874724633035,0.05164849987009444,0.37794372284257016,0.43454970680633564,0.13585807048099985
North Carolina,2016,-0.8689991776345346,-1.3713011154914254,1.749616285296139,-0.14765343594424943,-1.1081059422142194,-0.4391149590231479,1.9903508182062906,0.585499931418868,0.53064966535836,0.402710053738564,1.4106159546460457,-0.07510059641113963,0.8816870211823634,2,6.90534177661814,0.14339679365891464,0.0009899644133317992,0.8321631265067608,0.023450115420992523
North Dakota,2016,-0.4294615985435476,-0.26774776037730147,0.5732765507657738,-0.07654725738454442,0.5369157266254472,0.9124254368201251,-1.9083121443171174,-0.0681147299966229,-1.6045884668168615,0.9354976205266202,0.43695498087149587,0.31474702987959,0.7242178090314346,0,8.246641223829734,0.757002749057031,0.03750225622088519,0.07394511233145594,0.13154988239062865
