season,teamId,team,conference,rating
2015,135,Kentucky,SEC,21.1
2015,11,Arizona,Pac-12,18.5
2015,355,Wisconsin,Big Ten,17.5
2015,72,Duke,ACC,16.7
2015,102,Gonzaga,WCC,16.4
2015,338,Villanova,Big East,16.2
2015,339,Virginia,ACC,15.8
2015,331,Utah,Pac-12,15.7
2015,352,Wichita State,MVC,13.0
2015,213,Notre Dame,ACC,13.0
2015,200,North Carolina,ACC,12.9
2015,216,Ohio State,Big Ten,11.9
2015,209,Northern Iowa,MVC,11.2
2015,150,Louisville,ACC,11.0
2015,282,Stephen F. Austin,Southland,10.8
2015,217,Oklahoma,Big 12,10.6
2015,20,Baylor,Big 12,10.5
2015,131,Kansas,Big 12,10.4
2015,169,Michigan State,Big Ten,10.4
2015,124,Iowa,Big Ten,9.9
2015,184,Murray State,OVC,9.9
2015,248,SMU,American,9.6
2015,125,Iowa State,Big 12,9.6
2015,63,Davidson,A-10,9.3
2015,18,BYU,WCC,9.3
2015,12,Arkansas,SEC,9.1
2015,333,VCU,A-10,9.0
2015,34,Butler,Big East,8.9
2015,257,San Diego State,Mountain West,8.6
2015,100,Georgia State,Sun Belt,8.5
2015,359,Xavier,Big East,8.5
2015,295,Texas,Big 12,8.4
2015,25,Boise State,Mountain West,8.2
2015,347,West Virginia,Big 12,8.1
2015,33,Buffalo,MAC,8.1
2015,97,Georgetown,Big East,8.0
2015,160,Maryland,Big Ten,7.7
2015,168,Miami,ACC,7.5
2015,64,Dayton,A-10,7.5
2015,270,South Dakota State,Summit,7.4
2015,192,New Mexico State,WAC,7.3
2015,336,Vanderbilt,SEC,7.3
2015,335,Valparaiso,Horizon,7.3
2015,255,Sam Houston,Southland,7.3
2015,51,Cincinnati,American,7.2
2015,185,NC State,ACC,7.2
2015,219,Old Dominion,CUSA,6.9
2015,199,North Carolina Central,MEAC,6.8
2015,57,Colorado State,Mountain West,6.8
2015,281,Stanford,Pac-12,6.7
2015,220,Ole Miss,SEC,6.7
2015,105,Green Bay,Horizon,6.6
2015,356,Wofford,SoCon,6.6
2015,240,Rhode Island,A-10,6.5
2015,121,Indiana,Big Ten,6.4
2015,149,Louisiana Tech,CUSA,6.3
2015,286,Syracuse,ACC,6.3
2015,173,Minnesota,Big Ten,6.3
2015,235,Providence,Big East,6.3
2015,136,LSU,SEC,6.3
2015,98,Georgia,SEC,6.2
2015,293,Texas A&M,SEC,6.2
2015,123,Iona,MAAC,6.2
2015,119,Illinois State,MVC,6.1
2015,107,Harvard,Ivy,6.1
2015,313,UCLA,Pac-12,6.0
2015,236,Purdue,Big Ten,6.0
2015,360,Yale,Ivy,5.9
2015,118,Illinois,Big Ten,5.8
2015,337,Vermont,Am. East,5.7
2015,110,Hofstra,CAA,5.6
2015,87,Florida,SEC,5.6
2015,300,Toledo,MAC,5.6
2015,242,Richmond,A-10,5.6
2015,45,Central Michigan,MAC,5.6
2015,327,UTEP,CUSA,5.5
2015,289,Temple,American,5.4
2015,96,George Washington,A-10,5.1
2015,253,Saint Mary's,WCC,5.0
2015,223,Oregon,Pac-12,5.0
2015,218,Oklahoma State,Big 12,4.9
2015,80,Eastern Washington,Big Sky,4.8
2015,54,Coastal Carolina,Big South,4.8
2015,163,Memphis,American,4.7
2015,53,Cleveland State,Horizon,4.7
2015,5,Alabama,SEC,4.6
2015,353,William & Mary,CAA,4.6
2015,279,St. John's,Big East,4.6
2015,203,North Florida,ASUN,4.5
2015,10,Arizona State,Pac-12,4.5
2015,306,UAlbany,Am. East,4.4
2015,314,UConn,American,4.2
2015,28,Bowling Green,MAC,4.2
2015,266,South Carolina,SEC,4.1
2015,148,Louisiana,Sun Belt,4.0
2015,307,UC Davis,Big West,3.9
2015,205,Northeastern,CAA,3.8
2015,22,Belmont,OVC,3.8
2015,322,UNLV,Mountain West,3.7
2015,287,TCU,Big 12,3.7
2015,285,Stony Brook,Am. East,3.6
2015,308,UC Irvine,Big West,3.5
2015,311,UC Santa Barbara,Big West,3.5
2015,181,Morehead State,OVC,3.5
2015,358,Wyoming,Mountain West,3.5
2015,229,Pittsburgh,ACC,3.4
2015,78,Eastern Kentucky,OVC,3.4
2015,42,Canisius,MAAC,3.3
2015,304,Tulsa,American,3.2
2015,109,High Point,Big South,3.1
2015,99,Georgia Southern,Sun Belt,3.0
2015,268,South Carolina Upstate,ASUN,3.0
2015,82,Evansville,MVC,2.9
2015,134,Kent State,MAC,2.9
2015,170,Michigan,Big Ten,2.8
2015,3,Akron,MAC,2.8
2015,137,La Salle,A-10,2.7
2015,49,Chattanooga,SoCon,2.7
2015,277,St. Bonaventure,A-10,2.6
