season,teamId,team,conference,elo
2021,151,Loyola Chicago,Missouri Valley Conference,2123
2021,152,Loyola Maryland,Patriot League,1645
2021,153,Loyola Marymount,West Coast Conference,1760
2021,136,LSU,Southeastern Conference,2007
2021,154,Maine,America East Conference,1369
2021,155,Manhattan,Metro Atlantic Athletic Conference,1374
2021,156,Marist,Metro Atlantic Athletic Conference,1450
2021,157,Marquette,Big East Conference,1700
2021,158,Marshall,Conference USA,1786
2021,160,Maryland,Big Ten Conference,1883
2021,161,Massachusetts,Atlantic 10 Conference,1749
2021,162,McNeese,Southland Conference,1527
2021,163,Memphis,American Athletic Conference,2012
2021,164,Mercer,Southern Conference,1848
2021,166,Merrimack,Northeast Conference,1502
2021,168,Miami,Atlantic Coast Conference,1550
2021,167,Miami (OH),Mid-American Conference,1731
2021,170,Michigan,Big Ten Conference,2118
2021,169,Michigan State,Big Ten Conference,1770
2021,171,Middle Tennessee,Conference USA,1505
2021,172,Milwaukee,Horizon League,1542
2021,173,Minnesota,Big Ten Conference,1681
2021,174,Mississippi State,Southeastern Conference,1818
2021,175,Mississippi Valley State,Southwestern Athletic Conference,830
2021,177,Missouri,Southeastern Conference,1799
2021,176,Missouri State,Missouri Valley Conference,1860
2021,178,Monmouth,Metro Atlantic Athletic Conference,1473
2021,179,Montana,Big Sky Conference,1713
2021,180,Montana State,Big Sky Conference,1657
2021,181,Morehead State,Ohio Valley Conference,1801
2021,182,Morgan State,Mid-Eastern Athletic Conference,1647
2021,183,Mount St. Mary's,Northeast Conference,1598
2021,184,Murray State,Ohio Valley Conference,1726
2021,187,Navy,Patriot League,1655
2021,185,NC State,Atlantic Coast Conference,1801
2021,188,Nebraska,Big Ten Conference,1664
2021,189,Nevada,Mountain West Conference,1865
2021,190,New Hampshire,America East Conference,1462
2021,191,New Mexico,Mountain West Conference,1428
2021,192,New Mexico State,Western Athletic Conference,1915
2021,193,New Orleans,Southland Conference,1599
2021,194,Niagara,Metro Atlantic Athletic Conference,1515
2021,195,Nicholls,Southland Conference,1641
2021,186,NJIT,America East Conference,1361
2021,196,Norfolk State,Mid-Eastern Athletic Conference,1602
2021,197,North Alabama,ASUN Conference,1646
2021,200,North Carolina,Atlantic Coast Conference,1924
2021,198,North Carolina A&T,Mid-Eastern Athletic Conference,1523
2021,199,North Carolina Central,Mid-Eastern Athletic Conference,1319
2021,201,North Dakota,Summit League,1525
2021,202,North Dakota State,Summit League,1780
2021,205,Northeastern,Coastal Athletic Association,1617
2021,206,Northern Arizona,Big Sky Conference,1494
2021,207,Northern Colorado,Big Sky Conference,1665
2021,208,Northern Illinois,Mid-American Conference,1254
2021,209,Northern Iowa,Missouri Valley Conference,1671
2021,210,Northern Kentucky,Horizon League,1609
2021,203,North Florida,ASUN Conference,1553
2021,204,North Texas,Conference USA,1872
2021,212,Northwestern,Big Ten Conference,1734
2021,211,Northwestern State,Southland Conference,1472
2021,213,Notre Dame,Atlantic Coast Conference,1612
2021,214,Oakland,Horizon League,1538
2021,215,Ohio,Mid-American Conference,1873
2021,216,Ohio State,Big Ten Conference,1975
2021,217,Oklahoma,Big 12 Conference,1848
2021,218,Oklahoma State,Big 12 Conference,1901
2021,219,Old Dominion,Conference USA,1734
2021,220,Ole Miss,Southeastern Conference,1848
2021,221,Omaha,Summit League,1438
2021,222,Oral Roberts,Summit League,1840
2021,223,Oregon,Pac-12 Conference,1966
2021,224,Oregon State,Pac-12 Conference,1975
2021,225,Pacific,West Coast Conference,1654
2021,226,Penn State,Big Ten Conference,1816
2021,228,Pepperdine,West Coast Conference,1845
2021,229,Pittsburgh,Atlantic Coast Conference,1642
2021,230,Portland,West Coast Conference,1169
2021,231,Portland State,Big Sky Conference,1632
2021,232,Prairie View A&M,Southwestern Athletic Conference,1503
2021,233,Presbyterian,Big South Conference,1396
2021,235,Providence,Big East Conference,1703
2021,236,Purdue,Big Ten Conference,1917
2021,237,Purdue Fort Wayne,Horizon League,1423
2021,238,Quinnipiac,Metro Atlantic Athletic Conference,1362
2021,239,Radford,Big South Conference,1516
2021,240,Rhode Island,Atlantic 10 Conference,1640
2021,241,Rice,Conference USA,1589
2021,242,Richmond,Atlantic 10 Conference,1817
2021,243,Rider,Metro Atlantic Athletic Conference,1324
2021,244,Robert Morris,Horizon League,1430
2021,245,Rutgers,Big Ten Conference,1830
2021,249,Sacramento State,Big Sky Conference,1631
2021,250,Sacred Heart,Northeast Conference,1393
2021,251,Saint Joseph's,Atlantic 10 Conference,1424
2021,252,Saint Louis,Atlantic 10 Conference,1830
2021,253,Saint Mary's,West Coast Conference,1787
2021,254,Saint Peter's,Metro Atlantic Athletic Conference,1451
2021,256,Samford,Southern Conference,1541
2021,255,Sam Houston,Southland Conference,1817
2021,258,San Diego,West Coast Conference,1475
2021,257,San Diego State,Mountain West Conference,1978
2021,259,San Francisco,West Coast Conference,1731
2021,260,San José State,Mountain West Conference,1261
2021,261,Santa Clara,West Coast Conference,1567
2021,262,Seattle U,Western Athletic Conference,1702
2021,246,SE Louisiana,Southland Conference,1363
2021,263,Seton Hall,Big East Conference,1750
2021,264,Siena,Metro Atlantic Athletic Conference,1600
2021,247,SIU Edwardsville,Ohio Valley Conference,1389
2021,248,SMU,American Athletic Conference,1793
2021,265,South Alabama,Sun Belt Conference,1685
2021,266,South Carolina,Southeastern Conference,1570
2021,267,South Carolina State,Mid-Eastern Athletic Conference,1152
2021,268,South Carolina Upstate,Big South Conference,1425
2021,269,South Dakota,Summit League,1724
2021,270,South Dakota State,Summit League,1834
2021,272,Southeast Missouri State,Ohio Valley Conference,1540
2021,274,Southern,Southwestern Athletic Conference,1463
2021,273,Southern Illinois,Missouri Valley Conference,1592
2021,275,Southern Miss,Conference USA,1549
2021,276,Southern Utah,Big Sky Conference,1938
2021,271,South Florida,American Athletic Conference,1471
2021,281,Stanford,Pac-12 Conference,1638
2021,277,St. Bonaventure,Atlantic 10 Conference,1944
2021,282,Stephen F. Austin,Southland Conference,1835
2021,283,Stetson,ASUN Conference,1659
2021,364,St. Francis Brooklyn,Northeast Conference,1492
2021,278,St. Francis (PA),Northeast Conference,1438
2021,279,St. John's,Big East Conference,1769
2021,285,Stony Brook,America East Conference,1635
2021,286,Syracuse,Atlantic Coast Conference,1913
2021,288,Tarleton State,Western Athletic Conference,1928
2021,287,TCU,Big 12 Conference,1501
2021,289,Temple,American Athletic Conference,1618
2021,292,Tennessee,Southeastern Conference,1881
2021,290,Tennessee State,Ohio Valley Conference,1408
2021,291,Tennessee Tech,Ohio Valley Conference,1437
2021,295,Texas,Big 12 Conference,1916
2021,293,Texas A&M,Southeastern Conference,1591
2021,294,Texas A&M-Corpus Christi,Southland Conference,1478
2021,296,Texas Southern,Southwestern Athletic Conference,1646
2021,297,Texas State,Sun Belt Conference,1695
2021,298,Texas Tech,Big 12 Conference,1960
2021,299,The Citadel,Southern Conference,1619
2021,300,Toledo,Mid-American Conference,1890
2021,301,Towson,Coastal Athletic Association,1403
2021,302,Troy,Sun Belt Conference,1536
2021,303,Tulane,American Athletic Conference,1606
2021,304,Tulsa,American Athletic Conference,1701
2021,305,UAB,Conference USA,1942
2021,306,UAlbany,America East Conference,1553
2021,307,UC Davis,Big West Conference,1581
2021,312,UCF,American Athletic Conference,1686
2021,308,UC Irvine,Big West Conference,1846
2021,313,UCLA,Pac-12 Conference,2056
2021,314,UConn,Big East Conference,1956
2021,309,UC Riverside,Big West Conference,1840
2021,310,UC San Diego,Big West Conference,1547
2021,311,UC Santa Barbara,Big West Conference,1936
2021,315,UIC,Horizon League,1380
2021,316,UL Monroe,Sun Belt Conference,1523
2021,318,UMass Lowell,America East Conference,1554
2021,317,UMBC,America East Conference,1697
2021,319,UNC Asheville,Big South Conference,1506
2021,320,UNC Greensboro,Southern Conference,1912
2021,321,UNC Wilmington,Coastal Athletic Association,1529
2021,322,UNLV,Mountain West Conference,1690
2021,323,USC,Pac-12 Conference,2107
2021,331,Utah,Pac-12 Conference,1838
2021,329,Utah State,Mountain West Conference,1980
2021,330,Utah Tech,Western Athletic Conference,1517
2021,332,Utah Valley,Western Athletic Conference,1695
2021,324,UT Arlington,Sun Belt Conference,1593
2021,327,UTEP,Conference USA,1723
2021,325,UT Martin,Ohio Valley Conference,1304
2021,326,UT Rio Grande Valley,Western Athletic Conference,1645
2021,328,UTSA,Conference USA,1908
2021,335,Valparaiso,Missouri Valley Conference,1600
2021,336,Vanderbilt,Southeastern Conference,1762
2021,333,VCU,Atlantic 10 Conference,1852
2021,337,Vermont,America East Conference,1787
2021,338,Villanova,Big East Conference,1993
2021,339,Virginia,Atlantic Coast Conference,1860
2021,340,Virginia Tech,Atlantic Coast Conference,1801
2021,334,VMI,Southern Conference,1804
2021,341,Wagner,Northeast Conference,1592
2021,342,Wake Forest,Atlantic Coast Conference,1425
2021,343,Washington,Pac-12 Conference,1510
2021,344,Washington State,Pac-12 Conference,1774
2021,345,Weber State,Big Sky Conference,1909
2021,348,Western Carolina,Southern Conference,1556
2021,349,Western Illinois,Summit League,1425
2021,350,Western Kentucky,Conference USA,1828
2021,351,Western Michigan,Mid-American Conference,1410
2021,347,West Virginia,Big 12 Conference,1912
2021,352,Wichita State,American Athletic Conference,1795
2021,353,William & Mary,Coastal Athletic Association,1398
2021,354,Winthrop,Big South Conference,1902
2021,355,Wisconsin,Big Ten Conference,1996
2021,356,Wofford,Southern Conference,1829
2021,357,Wright State,Horizon League,1900
2021,358,Wyoming,Mountain West Conference,1711
2021,359,Xavier,Big East Conference,1775
2021,361,Youngstown State,Horizon League,1553
