season,teamId,team,conference,offensiveRating,defensiveRating,netRating,rankings
2014,163,Memphis,American,165.5,128.3,37.3,"{'offense': 3, 'defense': 343, 'net': 1}"
2014,199,North Carolina Central,MEAC,160.9,147.0,13.9,"{'offense': 4, 'defense': 344, 'net': 2}"
2014,223,Oregon,Pac-12,184.8,176.3,8.5,"{'offense': 1, 'defense': 347, 'net': 3}"
2014,150,Louisville,American,113.5,106.8,6.7,"{'offense': 24, 'defense': 2, 'net': 4}"
2014,11,Arizona,Pac-12,111.9,106.5,5.4,"{'offense': 92, 'defense': 1, 'net': 5}"
2014,352,Wichita State,MVC,112.9,107.9,5.0,"{'offense': 32, 'defense': 7, 'net': 6}"
2014,87,Florida,SEC,111.8,107.3,4.4,"{'offense': 102, 'defense': 3, 'net': 7}"
2014,313,UCLA,Pac-12,114.3,109.9,4.4,"{'offense': 19, 'defense': 55, 'net': 7}"
2014,339,Virginia,ACC,111.9,107.8,4.2,"{'offense': 92, 'defense': 5, 'net': 9}"
2014,314,UConn,American,111.4,107.7,3.7,"{'offense': 137, 'defense': 4, 'net': 10}"
2014,218,Oklahoma State,Big 12,112.4,108.7,3.7,"{'offense': 57, 'defense': 14, 'net': 10}"
2014,149,Louisiana Tech,CUSA,112.0,108.5,3.6,"{'offense': 83, 'defense': 11, 'net': 12}"
2014,355,Wisconsin,Big Ten,113.1,109.4,3.6,"{'offense': 28, 'defense': 31, 'net': 12}"
2014,72,Duke,ACC,114.3,110.7,3.6,"{'offense': 19, 'defense': 102, 'net': 12}"
2014,102,Gonzaga,WCC,112.5,108.9,3.5,"{'offense': 52, 'defense': 16, 'net': 15}"
2014,338,Villanova,Big East,112.8,109.3,3.5,"{'offense': 39, 'defense': 29, 'net': 15}"
2014,282,Stephen F. Austin,Southland,113.0,109.5,3.5,"{'offense': 29, 'defense': 36, 'net': 15}"
2014,61,Creighton,Big East,114.8,111.4,3.4,"{'offense': 17, 'defense': 190, 'net': 18}"
2014,51,Cincinnati,American,111.2,107.8,3.4,"{'offense': 158, 'defense': 5, 'net': 18}"
2014,248,SMU,American,111.4,108.1,3.3,"{'offense': 137, 'defense': 10, 'net': 20}"
2014,96,George Washington,A-10,117.5,114.2,3.3,"{'offense': 10, 'defense': 330, 'net': 20}"
2014,169,Michigan State,Big Ten,112.7,109.4,3.3,"{'offense': 43, 'defense': 31, 'net': 20}"
2014,170,Michigan,Big Ten,114.0,110.7,3.2,"{'offense': 21, 'defense': 102, 'net': 23}"
2014,107,Harvard,Ivy,112.3,109.1,3.2,"{'offense': 63, 'defense': 22, 'net': 23}"
2014,124,Iowa,Big Ten,113.3,110.1,3.2,"{'offense': 25, 'defense': 65, 'net': 23}"
2014,292,Tennessee,SEC,112.2,109.1,3.1,"{'offense': 72, 'defense': 22, 'net': 26}"
2014,216,Ohio State,Big Ten,111.0,108.0,3.0,"{'offense': 186, 'defense': 8, 'net': 27}"
2014,131,Kansas,Big 12,113.0,110.1,3.0,"{'offense': 29, 'defense': 65, 'net': 27}"
2014,257,San Diego State,Mountain West,111.6,108.6,3.0,"{'offense': 119, 'defense': 12, 'net': 27}"
2014,135,Kentucky,SEC,112.0,109.0,3.0,"{'offense': 83, 'defense': 18, 'net': 27}"
2014,229,Pittsburgh,ACC,112.4,109.5,2.9,"{'offense': 57, 'defense': 36, 'net': 31}"
2014,125,Iowa State,Big 12,112.8,110.0,2.8,"{'offense': 39, 'defense': 62, 'net': 32}"
2014,121,Indiana,Big Ten,115.8,113.1,2.7,"{'offense': 15, 'defense': 319, 'net': 33}"
