teamId,team,season,playerId,dateOfBirth
96,George Washington,2015,42670,
96,George Washington,2015,44052,
96,George Washington,2015,44340,
96,George Washington,2015,46865,1994-10-13
96,George Washington,2015,47727,
96,George Washington,2015,47917,1995-02-27
96,George Washington,2015,51646,1994-02-09
96,George Washington,2015,51648,
96,George Washington,2015,53286,1993-09-04
96,George Washington,2015,53714,1992-08-19
96,George Washington,2015,53715,1993-11-30
96,George Washington,2015,56513,1993-07-17
96,George Washington,2015,56514,1993-05-17
96,George Washington,2015,61410,1992-12-09
251,Saint Joseph's,2015,46181,
251,Saint Joseph's,2015,48080,
251,Saint Joseph's,2015,48084,
251,Saint Joseph's,2015,48085,
251,Saint Joseph's,2015,53251,1994-08-10
251,Saint Joseph's,2015,53252,1992-11-05
251,Saint Joseph's,2015,57003,1994-07-04
251,Saint Joseph's,2015,57004,1994-06-09
251,Saint Joseph's,2015,57005,1992-07-20
251,Saint Joseph's,2015,57006,1992-11-15
251,Saint Joseph's,2015,60975,1992-07-06
251,Saint Joseph's,2015,60976,1992-11-30
251,Saint Joseph's,2015,65862,1992-03-09
251,Saint Joseph's,2015,65863,
251,Saint Joseph's,2015,65864,
251,Saint Joseph's,2015,65865,1991-03-01
251,Saint Joseph's,2015,65866,1991-10-23
251,Saint Joseph's,2015,65867,1993-07-11
251,Saint Joseph's,2015,65868,1991-12-09
251,Saint Joseph's,2015,48082,
251,Saint Joseph's,2015,48079,1995-02-18
240,Rhode Island,2015,46851,1995-02-10
240,Rhode Island,2015,46852,1995-10-03
240,Rhode Island,2015,46855,
240,Rhode Island,2015,51288,1995-11-22
240,Rhode Island,2015,56990,1990-09-14
240,Rhode Island,2015,56991,
240,Rhode Island,2015,56992,1993-11-22
240,Rhode Island,2015,56994,1993-12-12
240,Rhode Island,2015,60978,1991-10-10
240,Rhode Island,2015,60979,1994-01-21
240,Rhode Island,2015,61393,1993-06-03
240,Rhode Island,2015,61394,1992-11-26
240,Rhode Island,2015,65877,1992-06-01
240,Rhode Island,2015,65878,1993-03-10
240,Rhode Island,2015,47037,1995-03-02
240,Rhode Island,2015,56254,1992-05-17
240,Rhode Island,2015,56206,1992-09-01
277,St. Bonaventure,2015,42249,
277,St. Bonaventure,2015,47108,
277,St. Bonaventure,2015,47110,1996-05-04
277,St. Bonaventure,2015,53173,
277,St. Bonaventure,2015,57059,1991-08-07
277,St. Bonaventure,2015,57060,1994-04-14
277,St. Bonaventure,2015,57692,1991-12-21
277,St. Bonaventure,2015,63002,
277,St. Bonaventure,2015,63003,
277,St. Bonaventure,2015,63004,
277,St. Bonaventure,2015,63005,
277,St. Bonaventure,2015,63006,
277,St. Bonaventure,2015,63007,1991-07-15
277,St. Bonaventure,2015,63008,
277,St. Bonaventure,2015,63009,
64,Dayton,2015,46510,
64,Dayton,2015,46514,
64,Dayton,2015,51677,1994-11-11
64,Dayton,2015,51678,1995-01-07
64,Dayton,2015,51679,1994-07-01
64,Dayton,2015,51682,
64,Dayton,2015,51683,1995-01-06
64,Dayton,2015,56473,
64,Dayton,2015,56474,1993-09-15
64,Dayton,2015,56476,1994-11-13
64,Dayton,2015,60318,1993-11-17
64,Dayton,2015,61399,1994-04-07
64,Dayton,2015,61400,1992-08-01
64,Dayton,2015,61401,1993-12-25
64,Dayton,2015,61402,
64,Dayton,2015,61403,
64,Dayton,2015,61404,
64,Dayton,2015,61405,1992-06-27
242,Richmond,2015,39779,
242,Richmond,2015,42004,
242,Richmond,2015,43864,
242,Richmond,2015,46483,
242,Richmond,2015,46485,
242,Richmond,2015,50339,
242,Richmond,2015,51783,
242,Richmond,2015,51784,1994-07-22
242,Richmond,2015,51785,1994-11-18
242,Richmond,2015,51787,
242,Richmond,2015,56426,
242,Richmond,2015,56427,1993-12-29
242,Richmond,2015,56428,
242,Richmond,2015,56430,
242,Richmond,2015,58542,1993-02-02
242,Richmond,2015,61755,
242,Richmond,2015,61756,1992-10-26
137,La Salle,2015,47921,
137,La Salle,2015,47923,
137,La Salle,2015,47926,
137,La Salle,2015,51822,1993-11-05
137,La Salle,2015,51823,
137,La Salle,2015,51825,1994-03-06
137,La Salle,2015,51826,
137,La Salle,2015,55857,
