season,teamId,team,conference,offensiveRating,defensiveRating,netRating,rankings
2016,338,Villanova,Big East,120.3,90.1,30.2,"{'offense': 6, 'defense': 3, 'net': 1}"
2016,169,Michigan State,Big Ten,122.3,93.4,28.9,"{'offense': 2, 'defense': 15, 'net': 2}"
2016,339,Virginia,ACC,120.0,91.2,28.8,"{'offense': 7, 'defense': 6, 'net': 3}"
2016,131,Kansas,Big 12,119.5,91.5,28.0,"{'offense': 9, 'defense': 8, 'net': 4}"
2016,200,North Carolina,ACC,122.6,94.7,27.9,"{'offense': 1, 'defense': 23, 'net': 5}"
2016,150,Louisville,ACC,116.8,91.1,25.7,"{'offense': 19, 'defense': 5, 'net': 6}"
2016,236,Purdue,Big Ten,116.6,92.0,24.6,"{'offense': 22, 'defense': 9, 'net': 7}"
2016,347,West Virginia,Big 12,114.4,89.8,24.6,"{'offense': 31, 'defense': 2, 'net': 7}"
2016,135,Kentucky,SEC,120.5,96.0,24.5,"{'offense': 5, 'defense': 36, 'net': 9}"
2016,248,SMU,American,119.8,96.0,23.8,"{'offense': 8, 'defense': 36, 'net': 10}"
2016,121,Indiana,Big Ten,121.7,98.4,23.3,"{'offense': 3, 'defense': 60, 'net': 11}"
2016,217,Oklahoma,Big 12,117.1,94.6,22.5,"{'offense': 17, 'defense': 22, 'net': 12}"
2016,168,Miami,ACC,117.9,95.8,22.1,"{'offense': 13, 'defense': 34, 'net': 13}"
2016,352,Wichita State,MVC,111.5,89.5,22.0,"{'offense': 56, 'defense': 1, 'net': 14}"
2016,72,Duke,ACC,121.1,99.2,21.9,"{'offense': 4, 'defense': 78, 'net': 15}"
2016,11,Arizona,Pac-12,117.0,95.3,21.7,"{'offense': 18, 'defense': 31, 'net': 16}"
2016,102,Gonzaga,WCC,116.7,95.2,21.5,"{'offense': 20, 'defense': 29, 'net': 17}"
2016,223,Oregon,Pac-12,117.8,96.4,21.4,"{'offense': 14, 'defense': 41, 'net': 18}"
2016,293,Texas A&M,SEC,113.4,92.2,21.2,"{'offense': 36, 'defense': 10, 'net': 19}"
2016,359,Xavier,Big East,115.9,95.2,20.7,"{'offense': 24, 'defense': 29, 'net': 20}"
2016,160,Maryland,Big Ten,116.3,96.0,20.4,"{'offense': 23, 'defense': 36, 'net': 21}"
2016,124,Iowa,Big Ten,114.8,94.8,20.0,"{'offense': 28, 'defense': 26, 'net': 22}"
2016,314,UConn,American,112.1,92.7,19.5,"{'offense': 47, 'defense': 11, 'net': 23}"
2016,336,Vanderbilt,SEC,113.7,94.2,19.5,"{'offense': 33, 'defense': 19, 'net': 23}"
2016,253,Saint Mary's,WCC,117.6,98.5,19.1,"{'offense': 15, 'defense': 64, 'net': 25}"
2016,51,Cincinnati,American,111.9,93.3,18.6,"{'offense': 50, 'defense': 13, 'net': 26}"
2016,125,Iowa State,Big 12,118.7,100.5,18.3,"{'offense': 11, 'defense': 99, 'net': 27}"
2016,34,Butler,Big East,118.3,100.9,17.5,"{'offense': 12, 'defense': 105, 'net': 28}"
2016,40,California,Pac-12,111.6,94.2,17.4,"{'offense': 52, 'defense': 19, 'net': 29}"
2016,229,Pittsburgh,ACC,114.8,97.6,17.3,"{'offense': 28, 'defense': 49, 'net': 30}"
2016,20,Baylor,Big 12,117.6,100.3,17.3,"{'offense': 15, 'defense': 96, 'net': 30}"
2016,286,Syracuse,ACC,110.8,93.9,16.9,"{'offense': 66, 'defense': 17, 'net': 32}"
2016,87,Florida,SEC,109.8,93.1,16.8,"{'offense': 82, 'defense': 12, 'net': 33}"
2016,282,Stephen F. Austin,Southland,112.5,95.9,16.7,"{'offense': 43, 'defense': 35, 'net': 34}"
2016,331,Utah,Pac-12,115.7,99.0,16.7,"{'offense': 26, 'defense': 72, 'net': 34}"
2016,213,Notre Dame,ACC,119.5,103.3,16.3,"{'offense': 9, 'defense': 148, 'net': 36}"
2016,333,VCU,A-10,111.0,95.0,16.0,"{'offense': 63, 'defense': 27, 'net': 37}"
2016,263,Seton Hall,Big East,109.3,93.3,16.0,"{'offense': 91, 'defense': 13, 'net': 37}"
2016,335,Valparaiso,Horizon,107.3,91.4,15.8,"{'offense': 119, 'defense': 7, 'net': 39}"
2016,170,Michigan,Big Ten,115.1,99.4,15.7,"{'offense': 27, 'defense': 82, 'net': 40}"
2016,355,Wisconsin,Big Ten,109.5,94.2,15.3,"{'offense': 87, 'defense': 19, 'net': 41}"
2016,360,Yale,Ivy,109.7,94.7,15.1,"{'offense': 85, 'defense': 23, 'net': 42}"
2016,251,Saint Joseph's,A-10,113.1,98.4,14.8,"{'offense': 38, 'defense': 60, 'net': 43}"
2016,18,BYU,WCC,112.4,97.6,14.8,"{'offense': 44, 'defense': 49, 'net': 43}"
2016,295,Texas,Big 12,111.6,96.9,14.7,"{'offense': 52, 'defense': 44, 'net': 45}"
2016,257,San Diego State,Mountain West,105.0,90.5,14.5,"{'offense': 160, 'defense': 4, 'net': 46}"
2016,90,Florida State,ACC,112.4,98.6,13.8,"{'offense': 44, 'defense': 68, 'net': 47}"
2016,52,Clemson,ACC,110.7,97.1,13.6,"{'offense': 68, 'defense': 47, 'net': 48}"
2016,61,Creighton,Big East,111.5,98.0,13.5,"{'offense': 56, 'defense': 53, 'net': 49}"
2016,96,George Washington,A-10,113.4,100.0,13.4,"{'offense': 36, 'defense': 90, 'net': 50}"
2016,144,Little Rock,Sun Belt,108.0,94.7,13.3,"{'offense': 103, 'defense': 23, 'net': 51}"
2016,101,Georgia Tech,ACC,113.5,100.4,13.2,"{'offense': 35, 'defense': 97, 'net': 52}"
2016,323,USC,Pac-12,112.8,99.7,13.1,"{'offense': 39, 'defense': 87, 'net': 53}"
2016,113,Houston,American,116.7,103.9,12.8,"{'offense': 20, 'defense': 160, 'net': 54}"
2016,64,Dayton,A-10,106.4,93.7,12.7,"{'offense': 136, 'defense': 16, 'net': 55}"
2016,298,Texas Tech,Big 12,112.4,99.9,12.5,"{'offense': 44, 'defense': 89, 'net': 56}"
2016,266,South Carolina,SEC,108.8,96.3,12.5,"{'offense': 99, 'defense': 40, 'net': 56}"
2016,132,Kansas State,Big 12,107.6,95.0,12.5,"{'offense': 111, 'defense': 27, 'net': 56}"
2016,212,Northwestern,Big Ten,111.6,99.5,12.2,"{'offense': 52, 'defense': 85, 'net': 59}"
2016,56,Colorado,Pac-12,107.6,95.4,12.2,"{'offense': 111, 'defense': 32, 'net': 59}"
2016,235,Providence,Big East,107.7,95.7,12.0,"{'offense': 109, 'defense': 33, 'net': 61}"
