season,teamId,team,conference,offensiveRating,defensiveRating,netRating,rankings
2021,102,Gonzaga,WCC,124.6,92.5,32.1,"{'offense': 2, 'defense': 9, 'net': 1}"
2021,113,Houston,American,129.9,99.8,30.0,"{'offense': 1, 'defense': 93, 'net': 2}"
2021,20,Baylor,Big 12,122.0,93.0,29.0,"{'offense': 3, 'defense': 11, 'net': 3}"
2021,118,Illinois,Big Ten,116.7,92.4,24.2,"{'offense': 7, 'defense': 8, 'net': 4}"
2021,170,Michigan,Big Ten,116.0,92.6,23.5,"{'offense': 8, 'defense': 10, 'net': 5}"
2021,124,Iowa,Big Ten,121.9,99.7,22.1,"{'offense': 4, 'defense': 92, 'net': 6}"
2021,323,USC,Pac-12,115.1,93.1,22.0,"{'offense': 11, 'defense': 13, 'net': 7}"
2021,151,Loyola Chicago,MVC,110.9,89.1,21.8,"{'offense': 43, 'defense': 2, 'net': 8}"
2021,5,Alabama,SEC,111.3,90.4,20.9,"{'offense': 35, 'defense': 3, 'net': 9}"
2021,56,Colorado,Pac-12,114.3,94.7,19.7,"{'offense': 14, 'defense': 22, 'net': 10}"
2021,12,Arkansas,SEC,111.5,91.9,19.6,"{'offense': 31, 'defense': 6, 'net': 11}"
2021,298,Texas Tech,Big 12,111.6,92.3,19.3,"{'offense': 30, 'defense': 7, 'net': 12}"
2021,216,Ohio State,Big Ten,117.7,99.6,18.2,"{'offense': 6, 'defense': 90, 'net': 13}"
2021,338,Villanova,Big East,115.6,98.5,17.2,"{'offense': 9, 'defense': 67, 'net': 14}"
2021,355,Wisconsin,Big Ten,111.4,94.4,17.0,"{'offense': 33, 'defense': 20, 'net': 15}"
2021,18,BYU,WCC,112.3,95.4,17.0,"{'offense': 23, 'defense': 26, 'net': 15}"
2021,136,LSU,SEC,118.1,101.3,16.9,"{'offense': 5, 'defense': 131, 'net': 17}"
2021,292,Tennessee,SEC,107.9,91.0,16.9,"{'offense': 81, 'defense': 4, 'net': 17}"
2021,90,Florida State,ACC,112.5,96.0,16.5,"{'offense': 22, 'defense': 38, 'net': 19}"
2021,339,Virginia,ACC,113.2,96.7,16.5,"{'offense': 18, 'defense': 43, 'net': 19}"
2021,61,Creighton,Big East,111.8,95.4,16.4,"{'offense': 26, 'defense': 26, 'net': 21}"
2021,314,UConn,Big East,112.3,96.2,16.1,"{'offense': 23, 'defense': 39, 'net': 22}"
2021,223,Oregon,Pac-12,115.2,99.2,16.0,"{'offense': 10, 'defense': 82, 'net': 23}"
2021,55,Colgate,Patriot,113.7,97.8,15.9,"{'offense': 15, 'defense': 60, 'net': 24}"
2021,313,UCLA,Pac-12,114.5,98.6,15.9,"{'offense': 12, 'defense': 69, 'net': 24}"
2021,347,West Virginia,Big 12,113.5,97.7,15.8,"{'offense': 17, 'defense': 58, 'net': 26}"
2021,295,Texas,Big 12,111.0,95.3,15.7,"{'offense': 40, 'defense': 24, 'net': 27}"
2021,257,San Diego State,Mountain West,109.5,93.9,15.6,"{'offense': 56, 'defense': 19, 'net': 28}"
2021,131,Kansas,Big 12,108.8,93.3,15.5,"{'offense': 68, 'defense': 14, 'net': 29}"
2021,277,St. Bonaventure,A-10,110.7,95.7,15.0,"{'offense': 47, 'defense': 33, 'net': 30}"
2021,163,Memphis,American,102.7,88.0,14.7,"{'offense': 180, 'defense': 1, 'net': 31}"
2021,236,Purdue,Big Ten,111.2,97.1,14.2,"{'offense': 37, 'defense': 45, 'net': 32}"
2021,11,Arizona,Pac-12,112.7,98.8,14.0,"{'offense': 21, 'defense': 75, 'net': 33}"
2021,200,North Carolina,ACC,109.4,95.5,13.9,"{'offense': 59, 'defense': 28, 'net': 34}"
2021,218,Oklahoma State,Big 12,108.1,94.4,13.7,"{'offense': 79, 'defense': 20, 'net': 35}"
2021,286,Syracuse,ACC,110.7,97.1,13.6,"{'offense': 47, 'defense': 45, 'net': 36}"
2021,217,Oklahoma,Big 12,110.4,96.9,13.5,"{'offense': 51, 'defense': 44, 'net': 37}"
2021,357,Wright State,Horizon,109.3,95.9,13.4,"{'offense': 60, 'defense': 34, 'net': 38}"
2021,160,Maryland,Big Ten,111.2,97.9,13.3,"{'offense': 37, 'defense': 63, 'net': 39}"
2021,87,Florida,SEC,109.7,96.5,13.2,"{'offense': 54, 'defense': 41, 'net': 40}"
2021,70,Drake,MVC,113.6,100.7,12.9,"{'offense': 16, 'defense': 110, 'net': 41}"
2021,101,Georgia Tech,ACC,113.2,100.4,12.8,"{'offense': 18, 'defense': 105, 'net': 42}"
2021,311,UC Santa Barbara,Big West,111.7,98.9,12.8,"{'offense': 29, 'defense': 78, 'net': 42}"
2021,329,Utah State,Mountain West,105.7,93.0,12.7,"{'offense': 120, 'defense': 11, 'net': 44}"
2021,72,Duke,ACC,111.8,99.5,12.3,"{'offense': 26, 'defense': 86, 'net': 45}"
2021,245,Rutgers,Big Ten,105.9,93.8,12.1,"{'offense': 112, 'defense': 17, 'net': 46}"
2021,1,Abilene Christian,Southland,103.2,91.3,11.9,"{'offense': 167, 'defense': 5, 'net': 47}"
2021,33,Buffalo,MAC,109.0,97.4,11.6,"{'offense': 65, 'defense': 51, 'net': 48}"
2021,300,Toledo,MAC,114.4,103.0,11.5,"{'offense': 13, 'defense': 176, 'net': 49}"
2021,252,Saint Louis,A-10,108.9,97.4,11.5,"{'offense': 66, 'defense': 51, 'net': 49}"
2021,248,SMU,American,109.1,97.6,11.4,"{'offense': 64, 'defense': 55, 'net': 51}"
2021,340,Virginia Tech,ACC,109.2,97.9,11.3,"{'offense': 62, 'defense': 63, 'net': 52}"
2021,333,VCU,A-10,104.4,93.3,11.1,"{'offense': 147, 'defense': 14, 'net': 53}"
2021,220,Ole Miss,SEC,104.2,93.4,10.8,"{'offense': 150, 'defense': 16, 'net': 54}"
2021,226,Penn State,Big Ten,110.4,100.0,10.4,"{'offense': 51, 'defense': 96, 'net': 55}"
2021,204,North Texas,CUSA,106.2,95.9,10.3,"{'offense': 102, 'defense': 34, 'net': 56}"
2021,354,Winthrop,Big South,107.7,97.4,10.3,"{'offense': 85, 'defense': 51, 'net': 56}"
2021,52,Clemson,ACC,105.8,95.5,10.3,"{'offense': 118, 'defense': 28, 'net': 56}"
2021,22,Belmont,OVC,111.3,101.0,10.3,"{'offense': 35, 'defense': 122, 'net': 56}"
2021,135,Kentucky,SEC,105.6,95.5,10.1,"{'offense': 121, 'defense': 28, 'net': 60}"
2021,16,Auburn,SEC,111.0,100.8,10.1,"{'offense': 40, 'defense': 114, 'net': 60}"
2021,242,Richmond,A-10,109.2,99.2,9.9,"{'offense': 62, 'defense': 82, 'net': 62}"
2021,263,Seton Hall,Big East,106.9,97.1,9.8,"{'offense': 92, 'defense': 45, 'net': 63}"
2021,337,Vermont,Am. East,108.2,98.5,9.7,"{'offense': 78, 'defense': 67, 'net': 64}"
2021,177,Missouri,SEC,108.5,98.8,9.7,"{'offense': 74, 'defense': 75, 'net': 64}"
2021,149,Louisiana Tech,CUSA,104.9,95.3,9.6,"{'offense': 136, 'defense': 24, 'net': 66}"
2021,224,Oregon State,Pac-12,108.9,99.6,9.4,"{'offense': 66, 'defense': 90, 'net': 67}"
2021,25,Boise State,Mountain West,111.0,101.6,9.4,"{'offense': 40, 'defense': 138, 'net': 67}"
2021,359,Xavier,Big East,108.7,99.3,9.4,"{'offense': 70, 'defense': 84, 'net': 67}"
2021,142,Liberty,ASUN,110.7,101.5,9.3,"{'offense': 47, 'defense': 134, 'net': 70}"
2021,215,Ohio,MAC,110.8,101.6,9.3,"{'offense': 46, 'defense': 138, 'net': 70}"
2021,331,Utah,Pac-12,108.7,99.5,9.2,"{'offense': 70, 'defense': 86, 'net': 72}"
2021,305,UAB,CUSA,104.6,95.6,9.0,"{'offense': 142, 'defense': 32, 'net': 73}"
2021,57,Colorado State,Mountain West,106.1,97.1,9.0,"{'offense': 106, 'defense': 45, 'net': 73}"
2021,63,Davidson,A-10,111.8,102.9,8.9,"{'offense': 26, 'defense': 173, 'net': 75}"
2021,185,NC State,ACC,109.5,100.7,8.8,"{'offense': 56, 'defense': 110, 'net': 76}"
2021,253,Saint Mary's,WCC,102.4,93.8,8.6,"{'offense': 189, 'defense': 17, 'net': 77}"
2021,93,Furman,SoCon,109.6,101.1,8.5,"{'offense': 55, 'defense': 123, 'net': 78}"
2021,158,Marshall,CUSA,108.6,100.2,8.5,"{'offense': 72, 'defense': 99, 'net': 78}"
2021,97,Georgetown,Big East,105.9,97.4,8.5,"{'offense': 112, 'defense': 51, 'net': 78}"
2021,104,Grand Canyon,WAC,104.4,95.9,8.5,"{'offense': 147, 'defense': 34, 'net': 78}"
2021,174,Mississippi State,SEC,106.9,98.6,8.4,"{'offense': 92, 'defense': 69, 'net': 82}"
2021,309,UC Riverside,Big West,106.5,98.1,8.4,"{'offense': 97, 'defense': 65, 'net': 82}"
2021,308,UC Irvine,Big West,105.0,96.6,8.4,"{'offense': 132, 'defense': 42, 'net': 82}"
2021,345,Weber State,Big Sky,111.4,103.0,8.4,"{'offense': 33, 'defense': 176, 'net': 82}"
2021,320,UNC Greensboro,SoCon,104.7,96.4,8.3,"{'offense': 141, 'defense': 40, 'net': 86}"
2021,150,Louisville,ACC,105.9,97.7,8.2,"{'offense': 112, 'defense': 58, 'net': 87}"
2021,121,Indiana,Big Ten,105.8,97.6,8.2,"{'offense': 118, 'defense': 55, 'net': 87}"
2021,279,St. John's,Big East,107.9,100.2,7.8,"{'offense': 81, 'defense': 99, 'net': 89}"
2021,80,Eastern Washington,Big Sky,110.3,102.6,7.8,"{'offense': 53, 'defense': 165, 'net': 89}"
2021,259,San Francisco,WCC,106.6,99.0,7.6,"{'offense': 95, 'defense': 79, 'net': 91}"
2021,352,Wichita State,American,105.4,97.8,7.6,"{'offense': 127, 'defense': 60, 'net': 91}"
2021,281,Stanford,Pac-12,102.7,95.5,7.2,"{'offense': 180, 'defense': 28, 'net': 93}"
2021,176,Missouri State,MVC,108.8,102.0,6.8,"{'offense': 68, 'defense': 152, 'net': 94}"
2021,350,Western Kentucky,CUSA,105.9,99.3,6.6,"{'offense': 112, 'defense': 84, 'net': 95}"
2021,173,Minnesota,Big Ten,105.2,98.6,6.6,"{'offense': 130, 'defense': 69, 'net': 95}"
2021,235,Providence,Big East,107.5,101.1,6.4,"{'offense': 87, 'defense': 123, 'net': 97}"
2021,64,Dayton,A-10,107.0,100.8,6.2,"{'offense': 91, 'defense': 114, 'net': 98}"
2021,169,Michigan State,Big Ten,104.4,98.2,6.2,"{'offense': 147, 'defense': 66, 'net': 98}"
2021,153,Loyola Marymount,WCC,108.4,102.3,6.1,"{'offense': 77, 'defense': 156, 'net': 100}"
2021,212,Northwestern,Big Ten,103.7,97.6,6.1,"{'offense': 161, 'defense': 55, 'net': 100}"
2021,344,Washington State,Pac-12,101.9,95.9,6.0,"{'offense': 200, 'defense': 34, 'net': 102}"
2021,213,Notre Dame,ACC,112.9,107.6,5.3,"{'offense': 20, 'defense': 273, 'net': 103}"
2021,3,Akron,MAC,107.7,102.5,5.2,"{'offense': 85, 'defense': 161, 'net': 104}"
2021,276,Southern Utah,Big Sky,110.9,105.7,5.2,"{'offense': 43, 'defense': 235, 'net': 104}"
2021,282,Stephen F. Austin,Southland,106.5,101.5,5.1,"{'offense': 97, 'defense': 134, 'net': 106}"
2021,317,UMBC,Am. East,106.0,100.9,5.1,"{'offense': 111, 'defense': 118, 'net': 106}"
2021,189,Nevada,Mountain West,105.5,100.5,5.0,"{'offense': 123, 'defense': 107, 'net': 108}"
2021,270,South Dakota State,Summit,110.9,106.0,5.0,"{'offense': 43, 'defense': 242, 'net': 108}"
