season,teamId,team,conference,rating
2014,331,Utah,Pac-12,6.4
2014,10,Arizona State,Pac-12,6.4
2014,25,Boise State,Mountain West,6.4
2014,253,Saint Mary's,WCC,6.2
2014,53,Cleveland State,Horizon,6.2
2014,304,Tulsa,CUSA,6.1
2014,160,Maryland,ACC,6.1
2014,171,Middle Tennessee,CUSA,5.9
2014,121,Indiana,Big Ten,5.8
2014,308,UC Irvine,Big West,5.5
2014,173,Minnesota,Big Ten,5.5
2014,163,Memphis,American,5.5
2014,66,Delaware,CAA,5.5
2014,251,Saint Joseph's,A-10,5.5
2014,148,Louisiana,Sun Belt,5.3
2014,118,Illinois,Big Ten,5.2
2014,279,St. John's,Big East,5.2
2014,136,LSU,SEC,5.1
2014,322,UNLV,Mountain West,5.0
2014,300,Toledo,MAC,5.0
2014,63,Davidson,SoCon,5.0
2014,33,Buffalo,MAC,5.0
2014,97,Georgetown,Big East,5.0
2014,311,UC Santa Barbara,Big West,4.7
2014,295,Texas,Big 12,4.7
2014,132,Kansas State,Big 12,4.7
2014,347,West Virginia,Big 12,4.7
2014,235,Providence,Big East,4.7
2014,177,Missouri,SEC,4.5
2014,78,Eastern Kentucky,OVC,4.5
2014,209,Northern Iowa,MVC,4.4
2014,359,Xavier,Big East,4.4
2014,40,California,Pac-12,4.4
2014,327,UTEP,CUSA,4.4
2014,277,St. Bonaventure,A-10,4.3
2014,168,Miami,ACC,4.2
2014,185,NC State,ACC,4.2
2014,234,Princeton,Ivy,4.1
2014,220,Ole Miss,SEC,4.1
2014,8,American University,Patriot,4.1
2014,188,Nebraska,Big Ten,4.0
2014,108,Hawai'i,Big West,4.0
2014,157,Marquette,Big East,4.0
2014,27,Boston University,Patriot,3.7
2014,184,Murray State,OVC,3.7
2014,58,Columbia,Ivy,3.7
2014,213,Notre Dame,ACC,3.6
2014,274,Southern,SWAC,3.5
2014,301,Towson,CAA,3.5
2014,345,Weber State,Big Sky,3.4
2014,285,Stony Brook,Am. East,3.4
2014,98,Georgia,SEC,3.4
2014,122,Indiana State,MVC,3.3
2014,242,Richmond,A-10,3.2
2014,215,Ohio,MAC,3.2
2014,71,Drexel,CAA,3.0
2014,42,Canisius,MAAC,3.0
2014,268,South Carolina Upstate,ASUN,2.9
2014,88,Florida Gulf Coast,ASUN,2.8
2014,259,San Francisco,WCC,2.8
2014,56,Colorado,Pac-12,2.8
2014,5,Alabama,SEC,2.8
2014,237,Purdue Fort Wayne,Summit,2.8
2014,68,Denver,Summit,2.7
2014,351,Western Michigan,MAC,2.7
2014,221,Omaha,Summit,2.6
2014,79,Eastern Michigan,MAC,2.5
2014,358,Wyoming,Mountain West,2.5
2014,230,Portland,WCC,2.4
2014,356,Wofford,SoCon,2.3
2014,270,South Dakota State,Summit,2.3
2014,306,UAlbany,Am. East,2.3
2014,226,Penn State,Big Ten,2.3
2014,111,Holy Cross,Patriot,2.2
2014,238,Quinnipiac,MAAC,2.2
2014,32,Bucknell,Patriot,2.0
2014,137,La Salle,A-10,1.9
2014,353,William & Mary,CAA,1.9
2014,13,Arkansas State,Sun Belt,1.9
2014,101,Georgia Tech,ACC,1.9
2014,181,Morehead State,OVC,1.8
2014,293,Texas A&M,SEC,1.8
2014,3,Akron,MAC,1.8
2014,222,Oral Roberts,Southland,1.7
2014,357,Wright State,Horizon,1.7
2014,92,Fresno State,Mountain West,1.6
2014,263,Seton Hall,Big East,1.6
2014,341,Wagner,NEC,1.5
2014,236,Purdue,Big Ten,1.4
2014,244,Robert Morris,NEC,1.3
2014,16,Auburn,SEC,1.2
2014,298,Texas Tech,Big 12,1.2
2014,360,Yale,Ivy,1.2
2014,329,Utah State,Mountain West,1.2
2014,30,Brown,Ivy,1.1
2014,336,Vanderbilt,SEC,1.0
2014,31,Bryant,NEC,1.0
2014,240,Rhode Island,A-10,0.9
2014,179,Montana,Big Sky,0.9
2014,342,Wake Forest,ACC,0.9
2014,176,Missouri State,MVC,0.9
2014,145,Long Beach State,Big West,0.8
2014,364,St. Francis Brooklyn,NEC,0.8
2014,119,Illinois State,MVC,0.7
2014,55,Colgate,Patriot,0.7
2014,106,Hampton,MEAC,0.7
2014,255,Sam Houston,Southland,0.6
2014,224,Oregon State,Pac-12,0.6
2014,332,Utah Valley,WAC,0.5
2014,57,Colorado State,Mountain West,0.5
2014,334,VMI,Big South,0.5
2014,211,Northwestern State,Southland,0.5
2014,207,Northern Colorado,Big Sky,0.4
2014,34,Butler,Big East,0.4
2014,305,UAB,CUSA,0.4
2014,81,Elon,SoCon,0.4
2014,54,Coastal Carolina,Big South,0.4
2014,266,South Carolina,SEC,0.3
2014,335,Valparaiso,Horizon,0.3
2014,258,San Diego,WCC,0.2
2014,350,Western Kentucky,Sun Belt,0.2
2014,296,Texas Southern,SWAC,0.2
2014,343,Washington,Pac-12,0.1
2014,48,Charlotte,CUSA,-0.1
2014,354,Winthrop,Big South,-0.2
2014,172,Milwaukee,Horizon,-0.2
2014,46,Charleston,CAA,-0.2
2014,73,Duquesne,A-10,-0.2
2014,272,Southeast Missouri State,OVC,-0.2
2014,189,Nevada,Mountain West,-0.3
2014,219,Old Dominion,CUSA,-0.4
2014,225,Pacific,WCC,-0.4
2014,95,George Mason,A-10,-0.6
2014,134,Kent State,MAC,-0.7
2014,47,Charleston Southern,Big South,-0.7
2014,264,Siena,MAAC,-0.7
2014,273,Southern Illinois,MVC,-0.7
2014,75,East Tennessee State,ASUN,-0.7
2014,361,Youngstown State,Horizon,-0.8
2014,70,Drake,MVC,-0.8
2014,348,Western Carolina,SoCon,-0.8
2014,35,Cal Poly,Big West,-0.8
2014,36,Cal State Bakersfield,WAC,-0.9
2014,363,Hartford,Am. East,-1.0
2014,104,Grand Canyon,WAC,-1.0
2014,26,Boston College,ACC,-1.1
2014,182,Morgan State,MEAC,-1.2
2014,62,Dartmouth,Ivy,-1.4
2014,116,Idaho State,Big Sky,-1.5
2014,196,Norfolk State,MEAC,-1.5
2014,319,UNC Asheville,Big South,-1.6
2014,228,Pepperdine,WCC,-1.7
2014,340,Virginia Tech,ACC,-1.8
2014,205,Northeastern,CAA,-1.8
2014,183,Mount St. Mary's,NEC,-1.8
2014,294,Texas A&M-Corpus Christi,Southland,-1.9
2014,261,Santa Clara,WCC,-2.1
2014,109,High Point,Big South,-2.1
2014,117,Idaho,WAC,-2.2
2014,38,Cal State Northridge,Big West,-2.3
2014,214,Oakland,Horizon,-2.3
2014,94,Gardner-Webb,Big South,-2.4
2014,212,Northwestern,Big Ten,-2.5
2014,243,Rider,MAAC,-2.5
2014,201,North Dakota,Big Sky,-2.5
2014,80,Eastern Washington,Big Sky,-2.5
2014,144,Little Rock,Sun Belt,-2.5
2014,291,Tennessee Tech,OVC,-2.6
2014,262,Seattle U,WAC,-2.7
2014,6,Alabama State,SWAC,-2.7
2014,206,Northern Arizona,Big Sky,-2.7
2014,156,Marist,MAAC,-2.8
2014,29,Bradley,MVC,-2.8
2014,143,Lipscomb,ASUN,-2.8
2014,239,Radford,Big South,-2.8
2014,15,Army,Patriot,-2.8
2014,120,Incarnate Word,Southland,-2.9
2014,141,Lehigh,Patriot,-3.0
2014,249,Sacramento State,Big Sky,-3.0
2014,324,UT Arlington,Sun Belt,-3.0
2014,28,Bowling Green,MAC,-3.0
2014,208,Northern Illinois,MAC,-3.0
2014,69,Detroit Mercy,Horizon,-3.0
2014,203,North Florida,ASUN,-3.0
2014,74,East Carolina,CUSA,-3.1
2014,153,Loyola Marymount,WCC,-3.1
2014,254,Saint Peter's,MAAC,-3.2
2014,113,Houston,American,-3.3
2014,231,Portland State,Big Sky,-3.4
2014,316,UL Monroe,Sun Belt,-3.4
2014,138,Lafayette,Patriot,-3.5
2014,302,Troy,Sun Belt,-3.5
2014,265,South Alabama,Sun Belt,-3.6
2014,167,Miami (OH),MAC,-3.9
2014,380,Savannah State,MEAC,-3.9
2014,4,Alabama A&M,SWAC,-4.0
2014,158,Marshall,CUSA,-4.0
2014,82,Evansville,MVC,-4.1
2014,204,North Texas,CUSA,-4.1
2014,142,Liberty,Big South,-4.1
2014,126,Jackson State,SWAC,-4.1
2014,49,Chattanooga,SoCon,-4.2
2014,349,Western Illinois,Summit,-4.2
2014,323,USC,Pac-12,-4.3
2014,37,Cal State Fullerton,Big West,-4.3
2014,312,UCF,American,-4.4
2014,344,Washington State,Pac-12,-4.4
2014,110,Hofstra,CAA,-4.4
2014,91,Fordham,A-10,-4.5
2014,174,Mississippi State,SEC,-4.5
2014,89,Florida International,CUSA,-4.5
2014,289,Temple,American,-4.6
2014,86,Florida Atlantic,CUSA,-4.6
2014,65,DePaul,Big East,-4.7
2014,326,UT Rio Grande Valley,WAC,-4.7
2014,151,Loyola Chicago,MVC,-4.7
2014,130,Kansas City,WAC,-4.8
2014,99,Georgia Southern,SoCon,-4.8
2014,245,Rutgers,American,-4.8
2014,129,James Madison,CAA,-4.9
2014,269,South Dakota,Summit,-5.1
2014,178,Monmouth,MAAC,-5.3
2014,50,Chicago State,WAC,-5.4
2014,83,Fairfield,MAAC,-5.5
2014,84,Fairleigh Dickinson,NEC,-5.5
2014,180,Montana State,Big Sky,-5.6
2014,271,South Florida,American,-5.8
2014,194,Niagara,MAAC,-6.0
2014,290,Tennessee State,OVC,-6.1
2014,77,Eastern Illinois,OVC,-6.2
2014,227,Pennsylvania,Ivy,-6.2
2014,17,Austin Peay,OVC,-6.3
2014,297,Texas State,Sun Belt,-6.3
2014,321,UNC Wilmington,CAA,-6.3
2014,7,Alcorn State,SWAC,-6.4
2014,309,UC Riverside,Big West,-6.4
2014,59,Coppin State,MEAC,-6.4
2014,85,Florida A&M,MEAC,-6.4
2014,45,Central Michigan,MAC,-6.5
2014,128,Jacksonville State,OVC,-6.5
2014,127,Jacksonville,ASUN,-6.7
2014,315,UIC,Horizon,-6.8
2014,210,Northern Kentucky,ASUN,-6.8
2014,247,SIU Edwardsville,OVC,-6.8
2014,152,Loyola Maryland,Patriot,-6.9
2014,2,Air Force,Mountain West,-7.0
2014,67,Delaware State,MEAC,-7.2
2014,187,Navy,Patriot,-7.2
2014,195,Nicholls,Southland,-7.2
2014,146,Long Island University,NEC,-7.3
2014,232,Prairie View A&M,SWAC,-7.4
2014,14,Arkansas-Pine Bluff,SWAC,-7.4
2014,162,McNeese,Southland,-7.4
2014,186,NJIT,Indep.,-7.4
2014,44,Central Connecticut,NEC,-7.5
2014,41,Campbell,Big South,-7.5
2014,246,SE Louisiana,Southland,-7.5
2014,303,Tulane,CUSA,-7.7
2014,250,Sacred Heart,NEC,-7.9
2014,278,St. Francis (PA),NEC,-7.9
2014,318,UMass Lowell,Am. East,-8.1
2014,320,UNC Greensboro,SoCon,-8.1
2014,287,TCU,Big 12,-8.2
2014,317,UMBC,Am. East,-8.4
2014,256,Samford,SoCon,-8.5
2014,190,New Hampshire,Am. East,-8.7
2014,9,App State,SoCon,-8.8
2014,241,Rice,CUSA,-8.9
2014,193,New Orleans,Southland,-9.0
2014,19,Ball State,MAC,-9.4
2014,325,UT Martin,OVC,-9.4
2014,328,UTSA,CUSA,-9.8
2014,260,San José State,Mountain West,-10.1
2014,198,North Carolina A&T,MEAC,-10.3
2014,307,UC Davis,Big West,-10.7
2014,24,Binghamton,Am. East,-10.7
2014,23,Bethune-Cookman,MEAC,-11.0
2014,114,Howard,MEAC,-11.0
2014,283,Stetson,ASUN,-11.4
2014,159,Maryland Eastern Shore,MEAC,-11.5
2014,93,Furman,SoCon,-11.5
2014,267,South Carolina State,MEAC,-11.6
2014,299,The Citadel,SoCon,-11.7
2014,115,IU Indianapolis,Summit,-12.0
2014,43,Central Arkansas,Southland,-12.0
2014,133,Kennesaw State,ASUN,-12.1
2014,154,Maine,Am. East,-12.2
2014,175,Mississippi Valley State,SWAC,-12.4
2014,139,Lamar,Southland,-12.6
2014,60,Cornell,Ivy,-13.3
2014,112,Houston Christian,Southland,-13.4
2014,147,Longwood,Big South,-14.3
2014,103,Grambling,SWAC,-14.5
2014,233,Presbyterian,Big South,-15.0
2014,1,Abilene Christian,Southland,-15.4
2014,276,Southern Utah,Big Sky,-15.6
