season,teamId,team,conference,elo
2023,79,Eastern Michigan,Mid-American Conference,1475
2023,80,Eastern Washington,Big Sky Conference,1898
2023,75,East Tennessee State,Southern Conference,1708
2023,76,East Texas A&M,Southland Conference,1562
2023,81,Elon,Coastal Athletic Association,1423
2023,82,Evansville,Missouri Valley Conference,1299
2023,83,Fairfield,Metro Atlantic Athletic Conference,1568
2023,84,Fairleigh Dickinson,Northeast Conference,1810
2023,87,Florida,Southeastern Conference,1755
2023,85,Florida A&M,Southwestern Athletic Conference,1291
2023,86,Florida Atlantic,Conference USA,2186
2023,88,Florida Gulf Coast,ASUN Conference,1711
2023,89,Florida International,Conference USA,1662
2023,90,Florida State,Atlantic Coast Conference,1496
2023,91,Fordham,Atlantic 10 Conference,1752
2023,92,Fresno State,Mountain West Conference,1806
2023,93,Furman,Southern Conference,1996
2023,94,Gardner-Webb,Big South Conference,1802
2023,95,George Mason,Atlantic 10 Conference,1628
2023,97,Georgetown,Big East Conference,1462
2023,96,George Washington,Atlantic 10 Conference,1552
2023,98,Georgia,Southeastern Conference,1529
2023,99,Georgia Southern,Sun Belt Conference,1742
2023,100,Georgia State,Sun Belt Conference,1547
2023,101,Georgia Tech,Atlantic Coast Conference,1710
2023,102,Gonzaga,West Coast Conference,2204
2023,103,Grambling,Southwestern Athletic Conference,1716
2023,104,Grand Canyon,Western Athletic Conference,2048
2023,105,Green Bay,Horizon League,1307
2023,106,Hampton,Coastal Athletic Association,1335
2023,363,Hartford,Division I Independents,1349
2023,107,Harvard,Ivy League,1815
2023,108,Hawai'i,Big West Conference,1792
2023,109,High Point,Big South Conference,1599
2023,110,Hofstra,Coastal Athletic Association,1961
2023,111,Holy Cross,Patriot League,1440
2023,113,Houston,American Athletic Conference,2140
2023,112,Houston Christian,Southland Conference,1368
2023,114,Howard,Mid-Eastern Athletic Conference,1819
2023,117,Idaho,Big Sky Conference,1559
2023,116,Idaho State,Big Sky Conference,1649
2023,118,Illinois,Big Ten Conference,1862
2023,119,Illinois State,Missouri Valley Conference,1545
2023,120,Incarnate Word,Southland Conference,1451
2023,121,Indiana,Big Ten Conference,1906
2023,122,Indiana State,Missouri Valley Conference,1972
2023,123,Iona,Metro Atlantic Athletic Conference,1947
2023,124,Iowa,Big Ten Conference,1912
2023,125,Iowa State,Big 12 Conference,1915
2023,115,IU Indianapolis,Horizon League,1440
2023,126,Jackson State,Southwestern Athletic Conference,1518
2023,127,Jacksonville,ASUN Conference,1620
2023,128,Jacksonville State,ASUN Conference,1772
2023,129,James Madison,Sun Belt Conference,1914
2023,131,Kansas,Big 12 Conference,2162
2023,130,Kansas City,Summit League,1407
2023,132,Kansas State,Big 12 Conference,2036
2023,133,Kennesaw State,ASUN Conference,1905
2023,134,Kent State,Mid-American Conference,2006
2023,135,Kentucky,Southeastern Conference,2015
2023,138,Lafayette,Patriot League,1614
2023,139,Lamar,Southland Conference,1373
2023,137,La Salle,Atlantic 10 Conference,1604
2023,141,Lehigh,Patriot League,1594
2023,142,Liberty,ASUN Conference,2044
2023,366,Lindenwood,Ohio Valley Conference,1543
2023,143,Lipscomb,ASUN Conference,1886
2023,144,Little Rock,Ohio Valley Conference,1615
2023,145,Long Beach State,Big West Conference,1651
2023,146,Long Island University,Northeast Conference,1311
2023,147,Longwood,Big South Conference,1805
2023,148,Louisiana,Sun Belt Conference,1967
2023,149,Louisiana Tech,Conference USA,1712
2023,150,Louisville,Atlantic Coast Conference,1443
2023,151,Loyola Chicago,Atlantic 10 Conference,1483
2023,152,Loyola Maryland,Patriot League,1594
2023,153,Loyola Marymount,West Coast Conference,1710
2023,136,LSU,Southeastern Conference,1631
2023,154,Maine,America East Conference,1570
2023,155,Manhattan,Metro Atlantic Athletic Conference,1476
2023,156,Marist,Metro Atlantic Athletic Conference,1647
2023,157,Marquette,Big East Conference,2050
2023,158,Marshall,Sun Belt Conference,2010
2023,160,Maryland,Big Ten Conference,1907
2023,159,Maryland Eastern Shore,Mid-Eastern Athletic Conference,1686
2023,161,Massachusetts,Atlantic 10 Conference,1519
2023,162,McNeese,Southland Conference,1457
2023,163,Memphis,American Athletic Conference,2100
2023,164,Mercer,Southern Conference,1791
2023,166,Merrimack,Northeast Conference,1711
2023,168,Miami,Atlantic Coast Conference,2097
2023,167,Miami (OH),Mid-American Conference,1725
2023,170,Michigan,Big Ten Conference,1926
2023,169,Michigan State,Big Ten Conference,1987
2023,171,Middle Tennessee,Conference USA,1815
2023,172,Milwaukee,Horizon League,1714
2023,173,Minnesota,Big Ten Conference,1551
2023,174,Mississippi State,Southeastern Conference,1869
2023,175,Mississippi Valley State,Southwestern Athletic Conference,1317
2023,177,Missouri,Southeastern Conference,1911
2023,176,Missouri State,Missouri Valley Conference,1776
2023,178,Monmouth,Coastal Athletic Association,1478
2023,179,Montana,Big Sky Conference,1781
2023,180,Montana State,Big Sky Conference,1894
2023,181,Morehead State,Ohio Valley Conference,1816
2023,182,Morgan State,Mid-Eastern Athletic Conference,1531
2023,183,Mount St. Mary's,Metro Atlantic Athletic Conference,1563
2023,184,Murray State,Missouri Valley Conference,1672
2023,187,Navy,Patriot League,1817
2023,185,NC State,Atlantic Coast Conference,1849
2023,188,Nebraska,Big Ten Conference,1746
2023,189,Nevada,Mountain West Conference,1807
2023,190,New Hampshire,America East Conference,1586
2023,191,New Mexico,Mountain West Conference,1860
2023,192,New Mexico State,Western Athletic Conference,1759
2023,193,New Orleans,Southland Conference,1519
2023,194,Niagara,Metro Atlantic Athletic Conference,1600
2023,195,Nicholls,Southland Conference,1592
2023,186,NJIT,America East Conference,1463
2023,196,Norfolk State,Mid-Eastern Athletic Conference,1781
2023,197,North Alabama,ASUN Conference,1628
2023,200,North Carolina,Atlantic Coast Conference,1915
2023,198,North Carolina A&T,Coastal Athletic Association,1430
2023,199,North Carolina Central,Mid-Eastern Athletic Conference,1851
2023,201,North Dakota,Summit League,1692
2023,202,North Dakota State,Summit League,1739
2023,205,Northeastern,Coastal Athletic Association,1461
2023,206,Northern Arizona,Big Sky Conference,1785
2023,207,Northern Colorado,Big Sky Conference,1740
2023,208,Northern Illinois,Mid-American Conference,1690
2023,209,Northern Iowa,Missouri Valley Conference,1670
2023,210,Northern Kentucky,Horizon League,1900
2023,203,North Florida,ASUN Conference,1758
2023,204,North Texas,Conference USA,2122
2023,212,Northwestern,Big Ten Conference,1941
2023,211,Northwestern State,Southland Conference,1696
2023,213,Notre Dame,Atlantic Coast Conference,1626
2023,214,Oakland,Horizon League,1612
2023,215,Ohio,Mid-American Conference,1944
2023,216,Ohio State,Big Ten Conference,1862
2023,217,Oklahoma,Big 12 Conference,1901
2023,218,Oklahoma State,Big 12 Conference,1933
2023,219,Old Dominion,Sun Belt Conference,1716
2023,220,Ole Miss,Southeastern Conference,1722
2023,221,Omaha,Summit League,1496
2023,222,Oral Roberts,Summit League,2059
2023,223,Oregon,Pac-12 Conference,1976
2023,224,Oregon State,Pac-12 Conference,1541
2023,225,Pacific,West Coast Conference,1610
2023,226,Penn State,Big Ten Conference,1956
2023,227,Pennsylvania,Ivy League,1881
2023,228,Pepperdine,West Coast Conference,1609
2023,229,Pittsburgh,Atlantic Coast Conference,1866
2023,230,Portland,West Coast Conference,1683
2023,231,Portland State,Big Sky Conference,1675
2023,232,Prairie View A&M,Southwestern Athletic Conference,1570
2023,233,Presbyterian,Big South Conference,1459
2023,234,Princeton,Ivy League,1959
2023,235,Providence,Big East Conference,1853
2023,236,Purdue,Big Ten Conference,1992
2023,237,Purdue Fort Wayne,Horizon League,1672
2023,362,Queens University,ASUN Conference,1791
2023,238,Quinnipiac,Metro Atlantic Athletic Conference,1631
2023,239,Radford,Big South Conference,1822
2023,240,Rhode Island,Atlantic 10 Conference,1406
2023,241,Rice,Conference USA,1627
2023,242,Richmond,Atlantic 10 Conference,1684
2023,243,Rider,Metro Atlantic Athletic Conference,1702
2023,244,Robert Morris,Horizon League,1748
2023,245,Rutgers,Big Ten Conference,1867
2023,249,Sacramento State,Big Sky Conference,1622
2023,250,Sacred Heart,Northeast Conference,1563
2023,251,Saint Joseph's,Atlantic 10 Conference,1636
2023,252,Saint Louis,Atlantic 10 Conference,1828
2023,253,Saint Mary's,West Coast Conference,2044
2023,254,Saint Peter's,Metro Atlantic Athletic Conference,1560
2023,256,Samford,Southern Conference,1899
2023,255,Sam Houston,Western Athletic Conference,2047
2023,258,San Diego,West Coast Conference,1545
2023,257,San Diego State,Mountain West Conference,2137
2023,259,San Francisco,West Coast Conference,1813
2023,260,San José State,Mountain West Conference,1819
2023,261,Santa Clara,West Coast Conference,1915
2023,262,Seattle U,Western Athletic Conference,1818
2023,246,SE Louisiana,Southland Conference,1647
2023,263,Seton Hall,Big East Conference,1876
2023,264,Siena,Metro Atlantic Athletic Conference,1629
2023,247,SIU Edwardsville,Ohio Valley Conference,1730
2023,248,SMU,American Athletic Conference,1590
2023,265,South Alabama,Sun Belt Conference,2024
2023,266,South Carolina,Southeastern Conference,1559
2023,267,South Carolina State,Mid-Eastern Athletic Conference,1393
2023,268,South Carolina Upstate,Big South Conference,1719
2023,269,South Dakota,Summit League,1599
2023,270,South Dakota State,Summit League,1787
2023,272,Southeast Missouri State,Ohio Valley Conference,1763
2023,274,Southern,Southwestern Athletic Conference,1482
2023,273,Southern Illinois,Missouri Valley Conference,1829
2023,365,Southern Indiana,Ohio Valley Conference,1644
2023,275,Southern Miss,Sun Belt Conference,1793
2023,276,Southern Utah,Western Athletic Conference,1956
2023,271,South Florida,American Athletic Conference,1610
2023,281,Stanford,Pac-12 Conference,1885
2023,277,St. Bonaventure,Atlantic 10 Conference,1590
2023,282,Stephen F. Austin,Western Athletic Conference,1847
2023,283,Stetson,ASUN Conference,1746
2023,364,St. Francis Brooklyn,Northeast Conference,1478
2023,278,St. Francis (PA),Northeast Conference,1557
2023,279,St. John's,Big East Conference,1790
2023,284,Stonehill,Northeast Conference,1554
2023,285,Stony Brook,Coastal Athletic Association,1498
2023,280,St. Thomas-Minnesota,Summit League,1765
2023,286,Syracuse,Atlantic Coast Conference,1645
2023,288,Tarleton State,Western Athletic Conference,1969
2023,287,TCU,Big 12 Conference,2055
2023,289,Temple,American Athletic Conference,1644
2023,292,Tennessee,Southeastern Conference,2124
2023,290,Tennessee State,Ohio Valley Conference,1715
2023,291,Tennessee Tech,Ohio Valley Conference,1740
2023,295,Texas,Big 12 Conference,2219
2023,293,Texas A&M,Southeastern Conference,1963
2023,294,Texas A&M-Corpus Christi,Southland Conference,1790
2023,296,Texas Southern,Southwestern Athletic Conference,1544
2023,297,Texas State,Sun Belt Conference,1786
2023,298,Texas Tech,Big 12 Conference,1908
2023,299,The Citadel,Southern Conference,1501
2023,300,Toledo,Mid-American Conference,2015
2023,301,Towson,Coastal Athletic Association,1860
2023,302,Troy,Sun Belt Conference,1862
2023,303,Tulane,American Athletic Conference,1666
2023,304,Tulsa,American Athletic Conference,1321
2023,305,UAB,Conference USA,2091
2023,306,UAlbany,America East Conference,1460
2023,307,UC Davis,Big West Conference,1733
2023,312,UCF,American Athletic Conference,1916
2023,308,UC Irvine,Big West Conference,1821
2023,313,UCLA,Pac-12 Conference,2213
2023,314,UConn,Big East Conference,2372
2023,309,UC Riverside,Big West Conference,1809
2023,310,UC San Diego,Big West Conference,1588
2023,311,UC Santa Barbara,Big West Conference,1833
2023,315,UIC,Missouri Valley Conference,1493
2023,316,UL Monroe,Sun Belt Conference,1608
2023,318,UMass Lowell,America East Conference,1921
2023,317,UMBC,America East Conference,1597
2023,319,UNC Asheville,Big South Conference,1833
2023,320,UNC Greensboro,Southern Conference,1994
2023,321,UNC Wilmington,Coastal Athletic Association,1752
2023,322,UNLV,Mountain West Conference,1784
2023,323,USC,Pac-12 Conference,1941
2023,331,Utah,Pac-12 Conference,1783
2023,329,Utah State,Mountain West Conference,2037
2023,330,Utah Tech,Western Athletic Conference,1904
2023,332,Utah Valley,Western Athletic Conference,2142
2023,324,UT Arlington,Western Athletic Conference,1710
2023,327,UTEP,Conference USA,1713
2023,325,UT Martin,Ohio Valley Conference,1731
2023,326,UT Rio Grande Valley,Western Athletic Conference,1777
2023,328,UTSA,Conference USA,1546
2023,335,Valparaiso,Missouri Valley Conference,1519
2023,336,Vanderbilt,Southeastern Conference,1875
2023,333,VCU,Atlantic 10 Conference,1979
2023,337,Vermont,America East Conference,1903
2023,338,Villanova,Big East Conference,1908
2023,339,Virginia,Atlantic Coast Conference,1945
2023,340,Virginia Tech,Atlantic Coast Conference,1772
2023,334,VMI,Southern Conference,1378
2023,341,Wagner,Northeast Conference,1572
2023,342,Wake Forest,Atlantic Coast Conference,1786
2023,343,Washington,Pac-12 Conference,1699
2023,344,Washington State,Pac-12 Conference,1845
2023,345,Weber State,Big Sky Conference,1748
2023,348,Western Carolina,Southern Conference,1751
2023,349,Western Illinois,Summit League,1641
2023,350,Western Kentucky,Conference USA,1683
2023,351,Western Michigan,Mid-American Conference,1531
2023,347,West Virginia,Big 12 Conference,1997
2023,352,Wichita State,American Athletic Conference,1815
2023,353,William & Mary,Coastal Athletic Association,1483
2023,354,Winthrop,Big South Conference,1722
2023,355,Wisconsin,Big Ten Conference,1884
2023,356,Wofford,Southern Conference,1714
2023,357,Wright State,Horizon League,1794
2023,358,Wyoming,Mountain West Conference,1727
2023,359,Xavier,Big East Conference,2027
2023,360,Yale,Ivy League,2013
2023,361,Youngstown State,Horizon League,1846
