season,teamId,team,conference,elo
2018,81,Elon,Coastal Athletic Association,1461
2018,82,Evansville,Missouri Valley Conference,1684
2018,83,Fairfield,Metro Atlantic Athletic Conference,1575
2018,84,Fairleigh Dickinson,Northeast Conference,1548
2018,87,Florida,Southeastern Conference,2044
2018,85,Florida A&M,Mid-Eastern Athletic Conference,1313
2018,86,Florida Atlantic,Conference USA,1640
2018,88,Florida Gulf Coast,ASUN Conference,1817
2018,89,Florida International,Conference USA,1610
2018,90,Florida State,Atlantic Coast Conference,2017
2018,91,Fordham,Atlantic 10 Conference,1369
2018,92,Fresno State,Mountain West Conference,1872
2018,93,Furman,Southern Conference,1970
2018,94,Gardner-Webb,Big South Conference,1613
2018,95,George Mason,Atlantic 10 Conference,1503
2018,97,Georgetown,Big East Conference,1721
2018,96,George Washington,Atlantic 10 Conference,1608
2018,98,Georgia,Southeastern Conference,1883
2018,99,Georgia Southern,Sun Belt Conference,1782
2018,100,Georgia State,Sun Belt Conference,1927
2018,101,Georgia Tech,Atlantic Coast Conference,1716
2018,102,Gonzaga,West Coast Conference,2084
2018,103,Grambling,Southwestern Athletic Conference,1482
2018,104,Grand Canyon,Western Athletic Conference,1809
2018,105,Green Bay,Horizon League,1632
2018,106,Hampton,Mid-Eastern Athletic Conference,1599
2018,363,Hartford,America East Conference,1647
2018,107,Harvard,Ivy League,1789
2018,108,Hawai'i,Big West Conference,1633
2018,109,High Point,Big South Conference,1556
2018,110,Hofstra,Coastal Athletic Association,1744
2018,111,Holy Cross,Patriot League,1583
2018,113,Houston,American Athletic Conference,2095
2018,112,Houston Christian,Southland Conference,1420
2018,114,Howard,Mid-Eastern Athletic Conference,1320
2018,117,Idaho,Big Sky Conference,1745
2018,116,Idaho State,Big Sky Conference,1629
2018,118,Illinois,Big Ten Conference,1795
2018,119,Illinois State,Missouri Valley Conference,1670
2018,120,Incarnate Word,Southland Conference,1395
2018,121,Indiana,Big Ten Conference,1882
2018,122,Indiana State,Missouri Valley Conference,1614
2018,123,Iona,Metro Atlantic Athletic Conference,1733
2018,124,Iowa,Big Ten Conference,1819
2018,125,Iowa State,Big 12 Conference,1729
2018,115,IU Indianapolis,Horizon League,1532
2018,126,Jackson State,Southwestern Athletic Conference,1338
2018,127,Jacksonville,ASUN Conference,1528
2018,128,Jacksonville State,Ohio Valley Conference,1776
2018,129,James Madison,Coastal Athletic Association,1586
2018,131,Kansas,Big 12 Conference,2112
2018,130,Kansas City,Western Athletic Conference,1509
2018,132,Kansas State,Big 12 Conference,1898
2018,133,Kennesaw State,ASUN Conference,1527
2018,134,Kent State,Mid-American Conference,1616
2018,135,Kentucky,Southeastern Conference,2153
2018,138,Lafayette,Patriot League,1497
2018,139,Lamar,Southland Conference,1754
2018,137,La Salle,Atlantic 10 Conference,1659
2018,141,Lehigh,Patriot League,1638
2018,142,Liberty,Big South Conference,1729
2018,143,Lipscomb,ASUN Conference,1797
2018,144,Little Rock,Sun Belt Conference,1517
2018,145,Long Beach State,Big West Conference,1623
2018,146,Long Island University,Northeast Conference,1545
2018,147,Longwood,Big South Conference,1445
2018,148,Louisiana,Sun Belt Conference,1940
2018,149,Louisiana Tech,Conference USA,1721
2018,150,Louisville,Atlantic Coast Conference,1890
2018,151,Loyola Chicago,Missouri Valley Conference,2000
2018,152,Loyola Maryland,Patriot League,1398
2018,153,Loyola Marymount,West Coast Conference,1574
2018,136,LSU,Southeastern Conference,1827
2018,154,Maine,America East Conference,1462
2018,155,Manhattan,Metro Atlantic Athletic Conference,1584
2018,156,Marist,Metro Atlantic Athletic Conference,1330
2018,157,Marquette,Big East Conference,1857
2018,158,Marshall,Conference USA,1865
2018,160,Maryland,Big Ten Conference,1877
2018,159,Maryland Eastern Shore,Mid-Eastern Athletic Conference,1143
2018,161,Massachusetts,Atlantic 10 Conference,1464
2018,162,McNeese,Southland Conference,1586
2018,163,Memphis,American Athletic Conference,1617
2018,164,Mercer,Southern Conference,1718
2018,168,Miami,Atlantic Coast Conference,1900
2018,167,Miami (OH),Mid-American Conference,1708
2018,170,Michigan,Big Ten Conference,2226
2018,169,Michigan State,Big Ten Conference,2122
2018,171,Middle Tennessee,Conference USA,1997
2018,172,Milwaukee,Horizon League,1677
2018,173,Minnesota,Big Ten Conference,1648
2018,174,Mississippi State,Southeastern Conference,1930
2018,175,Mississippi Valley State,Southwestern Athletic Conference,1239
2018,177,Missouri,Southeastern Conference,1868
2018,176,Missouri State,Missouri Valley Conference,1671
2018,178,Monmouth,Metro Atlantic Athletic Conference,1636
2018,179,Montana,Big Sky Conference,1940
2018,180,Montana State,Big Sky Conference,1474
2018,181,Morehead State,Ohio Valley Conference,1502
2018,182,Morgan State,Mid-Eastern Athletic Conference,1457
2018,183,Mount St. Mary's,Northeast Conference,1667
2018,184,Murray State,Ohio Valley Conference,1926
2018,187,Navy,Patriot League,1583
2018,185,NC State,Atlantic Coast Conference,1927
2018,188,Nebraska,Big Ten Conference,1923
2018,189,Nevada,Mountain West Conference,1962
2018,190,New Hampshire,America East Conference,1570
2018,191,New Mexico,Mountain West Conference,1870
2018,192,New Mexico State,Western Athletic Conference,1926
2018,193,New Orleans,Southland Conference,1608
2018,194,Niagara,Metro Atlantic Athletic Conference,1590
2018,195,Nicholls,Southland Conference,1843
2018,186,NJIT,ASUN Conference,1608
2018,196,Norfolk State,Mid-Eastern Athletic Conference,1494
2018,200,North Carolina,Atlantic Coast Conference,2071
2018,198,North Carolina A&T,Mid-Eastern Athletic Conference,1474
2018,199,North Carolina Central,Mid-Eastern Athletic Conference,1466
2018,201,North Dakota,Big Sky Conference,1573
2018,202,North Dakota State,Summit League,1835
2018,205,Northeastern,Coastal Athletic Association,1922
2018,206,Northern Arizona,Big Sky Conference,1355
2018,207,Northern Colorado,Big Sky Conference,1919
2018,208,Northern Illinois,Mid-American Conference,1495
2018,209,Northern Iowa,Missouri Valley Conference,1738
2018,210,Northern Kentucky,Horizon League,1859
2018,203,North Florida,ASUN Conference,1529
2018,204,North Texas,Conference USA,1867
2018,212,Northwestern,Big Ten Conference,1815
2018,211,Northwestern State,Southland Conference,1315
2018,213,Notre Dame,Atlantic Coast Conference,1894
2018,214,Oakland,Horizon League,1689
2018,215,Ohio,Mid-American Conference,1670
2018,216,Ohio State,Big Ten Conference,2056
2018,217,Oklahoma,Big 12 Conference,1825
2018,218,Oklahoma State,Big 12 Conference,1890
2018,219,Old Dominion,Conference USA,1981
2018,220,Ole Miss,Southeastern Conference,1689
2018,221,Omaha,Summit League,1605
2018,222,Oral Roberts,Summit League,1704
2018,223,Oregon,Pac-12 Conference,1801
2018,224,Oregon State,Pac-12 Conference,1796
2018,225,Pacific,West Coast Conference,1677
2018,226,Penn State,Big Ten Conference,2099
2018,227,Pennsylvania,Ivy League,1856
2018,228,Pepperdine,West Coast Conference,1572
2018,229,Pittsburgh,Atlantic Coast Conference,1478
2018,230,Portland,West Coast Conference,1482
2018,231,Portland State,Big Sky Conference,1719
2018,232,Prairie View A&M,Southwestern Athletic Conference,1507
2018,233,Presbyterian,Big South Conference,1443
2018,234,Princeton,Ivy League,1639
2018,235,Providence,Big East Conference,1862
2018,236,Purdue,Big Ten Conference,2130
2018,237,Purdue Fort Wayne,Summit League,1861
2018,238,Quinnipiac,Metro Atlantic Athletic Conference,1438
2018,239,Radford,Big South Conference,1784
2018,240,Rhode Island,Atlantic 10 Conference,1833
2018,241,Rice,Conference USA,1476
2018,242,Richmond,Atlantic 10 Conference,1673
2018,243,Rider,Metro Atlantic Athletic Conference,1644
2018,244,Robert Morris,Northeast Conference,1512
2018,245,Rutgers,Big Ten Conference,1721
2018,249,Sacramento State,Big Sky Conference,1493
2018,250,Sacred Heart,Northeast Conference,1497
2018,251,Saint Joseph's,Atlantic 10 Conference,1818
2018,252,Saint Louis,Atlantic 10 Conference,1665
2018,253,Saint Mary's,West Coast Conference,1951
2018,254,Saint Peter's,Metro Atlantic Athletic Conference,1567
2018,256,Samford,Southern Conference,1572
2018,255,Sam Houston,Southland Conference,1745
2018,258,San Diego,West Coast Conference,1713
2018,257,San Diego State,Mountain West Conference,2030
2018,259,San Francisco,West Coast Conference,1720
2018,260,San José State,Mountain West Conference,1441
2018,261,Santa Clara,West Coast Conference,1480
2018,380,Savannah State,Mid-Eastern Athletic Conference,1448
2018,262,Seattle U,Western Athletic Conference,1693
2018,246,SE Louisiana,Southland Conference,1722
2018,263,Seton Hall,Big East Conference,2001
2018,264,Siena,Metro Atlantic Athletic Conference,1345
2018,247,SIU Edwardsville,Ohio Valley Conference,1427
2018,248,SMU,American Athletic Conference,1731
2018,265,South Alabama,Sun Belt Conference,1659
2018,266,South Carolina,Southeastern Conference,1820
2018,267,South Carolina State,Mid-Eastern Athletic Conference,1323
2018,268,South Carolina Upstate,ASUN Conference,1368
2018,269,South Dakota,Summit League,1979
2018,270,South Dakota State,Summit League,2083
2018,272,Southeast Missouri State,Ohio Valley Conference,1550
2018,274,Southern,Southwestern Athletic Conference,1428
2018,273,Southern Illinois,Missouri Valley Conference,1612
2018,275,Southern Miss,Conference USA,1587
2018,276,Southern Utah,Big Sky Conference,1591
2018,271,South Florida,American Athletic Conference,1520
2018,281,Stanford,Pac-12 Conference,1808
2018,277,St. Bonaventure,Atlantic 10 Conference,1839
2018,282,Stephen F. Austin,Southland Conference,1993
2018,283,Stetson,ASUN Conference,1466
2018,364,St. Francis Brooklyn,Northeast Conference,1409
2018,278,St. Francis (PA),Northeast Conference,1610
2018,279,St. John's,Big East Conference,1781
2018,285,Stony Brook,America East Conference,1686
2018,286,Syracuse,Atlantic Coast Conference,1903
2018,287,TCU,Big 12 Conference,1985
2018,289,Temple,American Athletic Conference,1731
2018,292,Tennessee,Southeastern Conference,2124
2018,290,Tennessee State,Ohio Valley Conference,1625
2018,291,Tennessee Tech,Ohio Valley Conference,1602
2018,295,Texas,Big 12 Conference,1925
2018,293,Texas A&M,Southeastern Conference,1930
2018,294,Texas A&M-Corpus Christi,Southland Conference,1578
2018,296,Texas Southern,Southwestern Athletic Conference,1636
2018,297,Texas State,Sun Belt Conference,1603
2018,298,Texas Tech,Big 12 Conference,2103
2018,299,The Citadel,Southern Conference,1515
2018,300,Toledo,Mid-American Conference,1837
2018,301,Towson,Coastal Athletic Association,1706
2018,302,Troy,Sun Belt Conference,1728
2018,303,Tulane,American Athletic Conference,1566
2018,304,Tulsa,American Athletic Conference,1757
2018,305,UAB,Conference USA,1807
2018,306,UAlbany,America East Conference,1759
2018,307,UC Davis,Big West Conference,1780
2018,312,UCF,American Athletic Conference,1629
2018,308,UC Irvine,Big West Conference,1761
2018,313,UCLA,Pac-12 Conference,1893
2018,314,UConn,American Athletic Conference,1618
2018,309,UC Riverside,Big West Conference,1490
2018,311,UC Santa Barbara,Big West Conference,1769
2018,315,UIC,Horizon League,1816
2018,316,UL Monroe,Sun Belt Conference,1695
2018,318,UMass Lowell,America East Conference,1621
2018,317,UMBC,America East Conference,1884
2018,319,UNC Asheville,Big South Conference,1708
2018,320,UNC Greensboro,Southern Conference,1995
2018,321,UNC Wilmington,Coastal Athletic Association,1608
2018,322,UNLV,Mountain West Conference,1675
2018,323,USC,Pac-12 Conference,1916
2018,331,Utah,Pac-12 Conference,1920
2018,329,Utah State,Mountain West Conference,1681
2018,332,Utah Valley,Western Athletic Conference,1926
2018,324,UT Arlington,Sun Belt Conference,1829
2018,327,UTEP,Conference USA,1564
2018,325,UT Martin,Ohio Valley Conference,1472
2018,326,UT Rio Grande Valley,Western Athletic Conference,1489
2018,328,UTSA,Conference USA,1708
2018,335,Valparaiso,Missouri Valley Conference,1686
2018,336,Vanderbilt,Southeastern Conference,1770
2018,333,VCU,Atlantic 10 Conference,1653
2018,337,Vermont,America East Conference,1867
2018,338,Villanova,Big East Conference,2393
2018,339,Virginia,Atlantic Coast Conference,2099
2018,340,Virginia Tech,Atlantic Coast Conference,1921
2018,334,VMI,Southern Conference,1418
2018,341,Wagner,Northeast Conference,1654
2018,342,Wake Forest,Atlantic Coast Conference,1768
2018,343,Washington,Pac-12 Conference,1767
2018,344,Washington State,Pac-12 Conference,1469
2018,345,Weber State,Big Sky Conference,1719
2018,348,Western Carolina,Southern Conference,1553
2018,349,Western Illinois,Summit League,1631
2018,350,Western Kentucky,Conference USA,2021
2018,351,Western Michigan,Mid-American Conference,1666
2018,347,West Virginia,Big 12 Conference,2139
2018,352,Wichita State,American Athletic Conference,1967
2018,353,William & Mary,Coastal Athletic Association,1761
2018,354,Winthrop,Big South Conference,1790
2018,355,Wisconsin,Big Ten Conference,1865
2018,356,Wofford,Southern Conference,1852
2018,357,Wright State,Horizon League,1787
2018,358,Wyoming,Mountain West Conference,1752
2018,359,Xavier,Big East Conference,2049
2018,360,Yale,Ivy League,1632
2018,361,Youngstown State,Horizon League,1411
