teamId,team,season,playerId,dateOfBirth
96,George Washington,2020,16067,2001-05-10
96,George Washington,2020,16236,
96,George Washington,2020,16950,2001-08-07
96,George Washington,2020,20118,
96,George Washington,2020,20684,
96,George Washington,2020,26010,
96,George Washington,2020,27095,
96,George Washington,2020,28127,
96,George Washington,2020,31463,
96,George Washington,2020,32019,1997-10-28
96,George Washington,2020,35447,
96,George Washington,2020,35448,
96,George Washington,2020,35449,
96,George Washington,2020,35450,
96,George Washington,2020,35451,
96,George Washington,2020,35452,
96,George Washington,2020,27830,
251,Saint Joseph's,2020,7859,
251,Saint Joseph's,2020,16090,
251,Saint Joseph's,2020,21895,1997-11-06
251,Saint Joseph's,2020,25947,
251,Saint Joseph's,2020,31377,
251,Saint Joseph's,2020,32266,
251,Saint Joseph's,2020,32267,1998-01-06
251,Saint Joseph's,2020,32268,
251,Saint Joseph's,2020,32425,
251,Saint Joseph's,2020,33863,
251,Saint Joseph's,2020,35466,
251,Saint Joseph's,2020,35467,
251,Saint Joseph's,2020,35468,
240,Rhode Island,2020,16559,
240,Rhode Island,2020,19869,2000-05-08
240,Rhode Island,2020,20507,
240,Rhode Island,2020,21127,
240,Rhode Island,2020,25834,
240,Rhode Island,2020,25859,1999-03-07
240,Rhode Island,2020,26259,
240,Rhode Island,2020,26350,
240,Rhode Island,2020,28317,
240,Rhode Island,2020,31894,
240,Rhode Island,2020,35477,
240,Rhode Island,2020,35478,1997-05-10
240,Rhode Island,2020,35479,
240,Rhode Island,2020,35480,
277,St. Bonaventure,2020,3959,
277,St. Bonaventure,2020,6375,
277,St. Bonaventure,2020,16546,
277,St. Bonaventure,2020,20039,
277,St. Bonaventure,2020,20040,
277,St. Bonaventure,2020,21539,1998-10-21
277,St. Bonaventure,2020,21582,
277,St. Bonaventure,2020,25851,1998-07-09
277,St. Bonaventure,2020,28043,
277,St. Bonaventure,2020,33582,
277,St. Bonaventure,2020,35632,
277,St. Bonaventure,2020,35633,
277,St. Bonaventure,2020,35634,
277,St. Bonaventure,2020,40135,
277,St. Bonaventure,2020,40136,
64,Dayton,2020,2285,
64,Dayton,2020,7552,
64,Dayton,2020,20964,
64,Dayton,2020,26413,
64,Dayton,2020,26414,
64,Dayton,2020,27982,
64,Dayton,2020,32335,
64,Dayton,2020,32633,
64,Dayton,2020,32634,1996-11-04
64,Dayton,2020,32635,1999-07-18
64,Dayton,2020,32636,1998-01-06
64,Dayton,2020,32637,
64,Dayton,2020,32638,
64,Dayton,2020,32639,
64,Dayton,2020,37830,1998-03-04
64,Dayton,2020,37831,
64,Dayton,2020,37832,1998-06-20
242,Richmond,2020,15398,
242,Richmond,2020,20763,
242,Richmond,2020,20764,
242,Richmond,2020,20765,
242,Richmond,2020,20766,
242,Richmond,2020,21586,
242,Richmond,2020,21748,
242,Richmond,2020,26341,
242,Richmond,2020,26342,1998-01-15
242,Richmond,2020,26343,1998-07-14
242,Richmond,2020,26344,
242,Richmond,2020,26345,
242,Richmond,2020,26346,
242,Richmond,2020,26454,
242,Richmond,2020,32385,1998-01-03
137,La Salle,2020,3480,
137,La Salle,2020,15550,
137,La Salle,2020,15615,
137,La Salle,2020,15794,
137,La Salle,2020,16195,
137,La Salle,2020,22234,
137,La Salle,2020,22262,
137,La Salle,2020,26221,
137,La Salle,2020,26841,
137,La Salle,2020,27086,
137,La Salle,2020,27087,
137,La Salle,2020,37756,
137,La Salle,2020,37757,
137,La Salle,2020,37758,
137,La Salle,2020,22232,1999-09-06
252,Saint Louis,2020,810,
252,Saint Louis,2020,16358,
252,Saint Louis,2020,17605,
252,Saint Louis,2020,20343,
252,Saint Louis,2020,20718,
252,Saint Louis,2020,21002,
252,Saint Louis,2020,21477,
252,Saint Louis,2020,21478,2001-03-07
252,Saint Louis,2020,21480,
252,Saint Louis,2020,27252,
252,Saint Louis,2020,31900,1998-10-23
252,Saint Louis,2020,31901,
252,Saint Louis,2020,31902,
252,Saint Louis,2020,35923,
252,Saint Louis,2020,35924,
252,Saint Louis,2020,40133,
252,Saint Louis,2020,40134,
91,Fordham,2020,8424,
91,Fordham,2020,14038,
91,Fordham,2020,15689,
91,Fordham,2020,16257,
91,Fordham,2020,17307,
91,Fordham,2020,22048,
91,Fordham,2020,23411,
91,Fordham,2020,27427,
91,Fordham,2020,27429,
91,Fordham,2020,27835,
91,Fordham,2020,30221,
91,Fordham,2020,34076,
91,Fordham,2020,34077,
91,Fordham,2020,34078,
91,Fordham,2020,36378,
91,Fordham,2020,36379,
91,Fordham,2020,38310,
333,VCU,2020,16688,2000-09-24
333,VCU,2020,20645,
333,VCU,2020,20646,
333,VCU,2020,20647,
333,VCU,2020,25973,2000-08-30
333,VCU,2020,27244,1997-06-07
333,VCU,2020,32179,2000-09-14
333,VCU,2020,32180,
333,VCU,2020,34967,
333,VCU,2020,34968,
333,VCU,2020,34969,
333,VCU,2020,34970,
333,VCU,2020,34971,
333,VCU,2020,34972,
63,Davidson,2020,17170,
63,Davidson,2020,20991,
63,Davidson,2020,22606,
63,Davidson,2020,26421,
63,Davidson,2020,26422,2000-10-23
63,Davidson,2020,26423,
63,Davidson,2020,26425,
63,Davidson,2020,26873,
63,Davidson,2020,27621,1997-09-11
63,Davidson,2020,27629,
63,Davidson,2020,31977,
63,Davidson,2020,37426,1996-10-27
63,Davidson,2020,37427,
63,Davidson,2020,37428,
63,Davidson,2020,37429,
63,Davidson,2020,37430,
95,George Mason,2020,14405,
95,George Mason,2020,16021,
95,George Mason,2020,16381,2000-03-01
95,George Mason,2020,21144,2000-01-23
95,George Mason,2020,21728,
95,George Mason,2020,25919,
95,George Mason,2020,26306,
95,George Mason,2020,26578,
95,George Mason,2020,26946,
95,George Mason,2020,26994,
95,George Mason,2020,27796,1998-05-30
95,George Mason,2020,32297,
95,George Mason,2020,32298,
95,George Mason,2020,32299,
95,George Mason,2020,32300,
200,North Carolina,2020,15377,2000-03-06
200,North Carolina,2020,19846,1999-06-14
200,North Carolina,2020,20520,
200,North Carolina,2020,22718,
200,North Carolina,2020,25828,
200,North Carolina,2020,26493,
200,North Carolina,2020,27230,
200,North Carolina,2020,27988,1999-06-29
200,North Carolina,2020,28036,
200,North Carolina,2020,31380,
200,North Carolina,2020,32611,1998-12-18
200,North Carolina,2020,36677,2000-05-15
200,North Carolina,2020,36678,
200,North Carolina,2020,36679,
200,North Carolina,2020,36680,
200,North Carolina,2020,36681,
200,North Carolina,2020,36682,
200,North Carolina,2020,36683,
72,Duke,2020,20050,2000-09-13
72,Duke,2020,27051,1999-06-02
72,Duke,2020,27129,1999-06-18
72,Duke,2020,27624,2001-09-18
72,Duke,2020,27628,
72,Duke,2020,27630,
72,Duke,2020,32427,2000-04-20
72,Duke,2020,32641,
72,Duke,2020,35512,2001-02-25
72,Duke,2020,35513,1999-08-18
72,Duke,2020,35514,2000-01-08
72,Duke,2020,35515,1997-08-05
72,Duke,2020,35516,1998-04-07
72,Duke,2020,35517,1996-10-14
185,NC State,2020,20217,2000-03-14
185,NC State,2020,21610,
185,NC State,2020,26031,
185,NC State,2020,26225,
185,NC State,2020,27213,1999-10-06
185,NC State,2020,27214,2000-05-26
185,NC State,2020,27215,
185,NC State,2020,27529,
185,NC State,2020,32055,1997-04-12
185,NC State,2020,32056,1998-07-18
185,NC State,2020,32057,
185,NC State,2020,36154,
185,NC State,2020,36155,
185,NC State,2020,36156,
185,NC State,2020,36157,
339,Virginia,2020,434,
339,Virginia,2020,15972,
339,Virginia,2020,18195,
339,Virginia,2020,20007,2000-01-25
339,Virginia,2020,20009,
339,Virginia,2020,20010,
339,Virginia,2020,25869,
339,Virginia,2020,25870,
339,Virginia,2020,31566,1997-12-08
339,Virginia,2020,31567,1997-08-25
339,Virginia,2020,31568,
339,Virginia,2020,31569,
339,Virginia,2020,36684,1997-01-21
339,Virginia,2020,36685,1997-02-14
339,Virginia,2020,36686,
339,Virginia,2020,37899,
339,Virginia,2020,37900,
342,Wake Forest,2020,514,
342,Wake Forest,2020,16961,
342,Wake Forest,2020,17345,
342,Wake Forest,2020,21593,
342,Wake Forest,2020,21743,
342,Wake Forest,2020,25809,
342,Wake Forest,2020,26438,
342,Wake Forest,2020,27911,1999-04-22
342,Wake Forest,2020,27917,
342,Wake Forest,2020,31416,1998-12-04
342,Wake Forest,2020,31486,
342,Wake Forest,2020,31706,
342,Wake Forest,2020,31806,1999-02-20
342,Wake Forest,2020,36720,
342,Wake Forest,2020,36721,
342,Wake Forest,2020,36722,
342,Wake Forest,2020,41795,
342,Wake Forest,2020,41796,
342,Wake Forest,2020,41797,
52,Clemson,2020,3450,
52,Clemson,2020,4571,
52,Clemson,2020,16251,
52,Clemson,2020,16435,
52,Clemson,2020,16962,
52,Clemson,2020,20878,2000-06-13
52,Clemson,2020,21107,1999-11-28
52,Clemson,2020,26477,
52,Clemson,2020,26500,
52,Clemson,2020,31603,
52,Clemson,2020,32116,1999-02-17
52,Clemson,2020,32117,
52,Clemson,2020,32118,
52,Clemson,2020,32119,
52,Clemson,2020,35522,
52,Clemson,2020,35523,
52,Clemson,2020,35524,
101,Georgia Tech,2020,21067,
