season,teamId,team,conference,elo
2016,72,Duke,Atlantic Coast Conference,1978
2016,73,Duquesne,Atlantic 10 Conference,1567
2016,74,East Carolina,American Athletic Conference,1498
2016,77,Eastern Illinois,Ohio Valley Conference,1575
2016,78,Eastern Kentucky,Ohio Valley Conference,1707
2016,79,Eastern Michigan,Mid-American Conference,1728
2016,80,Eastern Washington,Big Sky Conference,1672
2016,75,East Tennessee State,Southern Conference,1751
2016,81,Elon,Coastal Athletic Association,1678
2016,82,Evansville,Missouri Valley Conference,1820
2016,83,Fairfield,Metro Atlantic Athletic Conference,1503
2016,84,Fairleigh Dickinson,Northeast Conference,1436
2016,87,Florida,Southeastern Conference,1952
2016,85,Florida A&M,Mid-Eastern Athletic Conference,1168
2016,86,Florida Atlantic,Conference USA,1393
2016,88,Florida Gulf Coast,ASUN Conference,1874
2016,89,Florida International,Conference USA,1508
2016,90,Florida State,Atlantic Coast Conference,1862
2016,91,Fordham,Atlantic 10 Conference,1569
2016,92,Fresno State,Mountain West Conference,1863
2016,93,Furman,Southern Conference,1768
2016,94,Gardner-Webb,Big South Conference,1683
2016,95,George Mason,Atlantic 10 Conference,1508
2016,97,Georgetown,Big East Conference,1790
2016,96,George Washington,Atlantic 10 Conference,2011
2016,98,Georgia,Southeastern Conference,1812
2016,99,Georgia Southern,Sun Belt Conference,1718
2016,100,Georgia State,Sun Belt Conference,1647
2016,101,Georgia Tech,Atlantic Coast Conference,1928
2016,102,Gonzaga,West Coast Conference,2182
2016,103,Grambling,Southwestern Athletic Conference,1267
2016,104,Grand Canyon,Western Athletic Conference,1725
2016,105,Green Bay,Horizon League,1794
2016,106,Hampton,Mid-Eastern Athletic Conference,1559
2016,363,Hartford,America East Conference,1474
2016,107,Harvard,Ivy League,1704
2016,108,Hawai'i,Big West Conference,1932
2016,109,High Point,Big South Conference,1781
2016,110,Hofstra,Coastal Athletic Association,1841
2016,111,Holy Cross,Patriot League,1481
2016,113,Houston,American Athletic Conference,1862
2016,112,Houston Christian,Southland Conference,1580
2016,114,Howard,Mid-Eastern Athletic Conference,1268
2016,117,Idaho,Big Sky Conference,1706
2016,116,Idaho State,Big Sky Conference,1498
2016,118,Illinois,Big Ten Conference,1682
2016,119,Illinois State,Missouri Valley Conference,1772
2016,120,Incarnate Word,Southland Conference,1582
2016,121,Indiana,Big Ten Conference,2131
2016,122,Indiana State,Missouri Valley Conference,1528
2016,123,Iona,Metro Atlantic Athletic Conference,1808
2016,124,Iowa,Big Ten Conference,1950
2016,125,Iowa State,Big 12 Conference,2020
2016,115,IU Indianapolis,Summit League,1544
2016,126,Jackson State,Southwestern Athletic Conference,1551
2016,127,Jacksonville,ASUN Conference,1527
2016,128,Jacksonville State,Ohio Valley Conference,1449
2016,129,James Madison,Coastal Athletic Association,1828
2016,131,Kansas,Big 12 Conference,2248
2016,130,Kansas City,Western Athletic Conference,1595
2016,132,Kansas State,Big 12 Conference,1827
2016,133,Kennesaw State,ASUN Conference,1679
2016,134,Kent State,Mid-American Conference,1671
2016,135,Kentucky,Southeastern Conference,2176
2016,138,Lafayette,Patriot League,1328
2016,139,Lamar,Southland Conference,1416
2016,137,La Salle,Atlantic 10 Conference,1452
2016,141,Lehigh,Patriot League,1702
2016,142,Liberty,Big South Conference,1520
2016,143,Lipscomb,ASUN Conference,1490
2016,144,Little Rock,Sun Belt Conference,1921
2016,145,Long Beach State,Big West Conference,1785
2016,146,Long Island University,Northeast Conference,1416
2016,147,Longwood,Big South Conference,1625
2016,148,Louisiana,Sun Belt Conference,1892
2016,149,Louisiana Tech,Conference USA,1672
2016,150,Louisville,Atlantic Coast Conference,2008
2016,151,Loyola Chicago,Missouri Valley Conference,1658
2016,152,Loyola Maryland,Patriot League,1358
2016,153,Loyola Marymount,West Coast Conference,1574
2016,136,LSU,Southeastern Conference,1701
2016,154,Maine,America East Conference,1260
2016,155,Manhattan,Metro Atlantic Athletic Conference,1482
2016,156,Marist,Metro Atlantic Athletic Conference,1345
2016,157,Marquette,Big East Conference,1725
2016,158,Marshall,Conference USA,1720
2016,160,Maryland,Big Ten Conference,2005
2016,159,Maryland Eastern Shore,Mid-Eastern Athletic Conference,1435
2016,161,Massachusetts,Atlantic 10 Conference,1585
2016,162,McNeese,Southland Conference,1398
2016,163,Memphis,American Athletic Conference,1890
2016,164,Mercer,Southern Conference,1638
2016,168,Miami,Atlantic Coast Conference,1962
2016,167,Miami (OH),Mid-American Conference,1577
2016,170,Michigan,Big Ten Conference,1840
2016,169,Michigan State,Big Ten Conference,2172
2016,171,Middle Tennessee,Conference USA,1797
2016,172,Milwaukee,Horizon League,1861
2016,173,Minnesota,Big Ten Conference,1434
2016,174,Mississippi State,Southeastern Conference,1791
2016,175,Mississippi Valley State,Southwestern Athletic Conference,1266
2016,177,Missouri,Southeastern Conference,1596
2016,176,Missouri State,Missouri Valley Conference,1499
2016,178,Monmouth,Metro Atlantic Athletic Conference,1710
2016,179,Montana,Big Sky Conference,1792
2016,180,Montana State,Big Sky Conference,1602
2016,181,Morehead State,Ohio Valley Conference,1790
2016,182,Morgan State,Mid-Eastern Athletic Conference,1463
2016,183,Mount St. Mary's,Northeast Conference,1464
2016,184,Murray State,Ohio Valley Conference,1767
2016,187,Navy,Patriot League,1571
2016,185,NC State,Atlantic Coast Conference,1797
2016,188,Nebraska,Big Ten Conference,1811
2016,189,Nevada,Mountain West Conference,1794
2016,190,New Hampshire,America East Conference,1604
2016,191,New Mexico,Mountain West Conference,1693
2016,192,New Mexico State,Western Athletic Conference,1902
2016,193,New Orleans,Southland Conference,1442
2016,194,Niagara,Metro Atlantic Athletic Conference,1350
2016,195,Nicholls,Southland Conference,1452
2016,186,NJIT,ASUN Conference,1614
2016,196,Norfolk State,Mid-Eastern Athletic Conference,1547
2016,200,North Carolina,Atlantic Coast Conference,2277
2016,198,North Carolina A&T,Mid-Eastern Athletic Conference,1285
2016,199,North Carolina Central,Mid-Eastern Athletic Conference,1444
2016,201,North Dakota,Big Sky Conference,1756
2016,202,North Dakota State,Summit League,1727
2016,205,Northeastern,Coastal Athletic Association,1711
2016,206,Northern Arizona,Big Sky Conference,1283
2016,207,Northern Colorado,Big Sky Conference,1472
2016,208,Northern Illinois,Mid-American Conference,1695
2016,209,Northern Iowa,Missouri Valley Conference,1866
2016,210,Northern Kentucky,Horizon League,1561
2016,203,North Florida,ASUN Conference,1582
2016,204,North Texas,Conference USA,1448
2016,212,Northwestern,Big Ten Conference,1849
2016,211,Northwestern State,Southland Conference,1439
2016,213,Notre Dame,Atlantic Coast Conference,1875
2016,214,Oakland,Horizon League,2007
2016,215,Ohio,Mid-American Conference,1748
2016,216,Ohio State,Big Ten Conference,1798
2016,217,Oklahoma,Big 12 Conference,2030
2016,218,Oklahoma State,Big 12 Conference,1704
2016,219,Old Dominion,Conference USA,1897
2016,220,Ole Miss,Southeastern Conference,1837
2016,221,Omaha,Summit League,1646
2016,222,Oral Roberts,Summit League,1651
2016,223,Oregon,Pac-12 Conference,2152
2016,224,Oregon State,Pac-12 Conference,1829
2016,225,Pacific,West Coast Conference,1636
2016,226,Penn State,Big Ten Conference,1679
2016,227,Pennsylvania,Ivy League,1512
2016,228,Pepperdine,West Coast Conference,1695
2016,229,Pittsburgh,Atlantic Coast Conference,1891
2016,230,Portland,West Coast Conference,1595
2016,231,Portland State,Big Sky Conference,1603
2016,232,Prairie View A&M,Southwestern Athletic Conference,1324
2016,233,Presbyterian,Big South Conference,1429
2016,234,Princeton,Ivy League,2000
2016,235,Providence,Big East Conference,1856
2016,236,Purdue,Big Ten Conference,2131
2016,237,Purdue Fort Wayne,Summit League,1768
2016,238,Quinnipiac,Metro Atlantic Athletic Conference,1397
2016,239,Radford,Big South Conference,1635
2016,240,Rhode Island,Atlantic 10 Conference,1761
2016,241,Rice,Conference USA,1466
2016,242,Richmond,Atlantic 10 Conference,1715
2016,243,Rider,Metro Atlantic Athletic Conference,1490
2016,244,Robert Morris,Northeast Conference,1415
2016,245,Rutgers,Big Ten Conference,1381
2016,249,Sacramento State,Big Sky Conference,1503
2016,250,Sacred Heart,Northeast Conference,1409
2016,251,Saint Joseph's,Atlantic 10 Conference,1916
2016,252,Saint Louis,Atlantic 10 Conference,1487
2016,253,Saint Mary's,West Coast Conference,1927
2016,254,Saint Peter's,Metro Atlantic Athletic Conference,1553
2016,256,Samford,Southern Conference,1610
2016,255,Sam Houston,Southland Conference,1716
2016,258,San Diego,West Coast Conference,1439
2016,257,San Diego State,Mountain West Conference,2004
2016,259,San Francisco,West Coast Conference,1603
2016,260,San José State,Mountain West Conference,1562
2016,261,Santa Clara,West Coast Conference,1522
2016,380,Savannah State,Mid-Eastern Athletic Conference,1311
2016,262,Seattle U,Western Athletic Conference,1488
2016,246,SE Louisiana,Southland Conference,1508
2016,263,Seton Hall,Big East Conference,1957
2016,264,Siena,Metro Atlantic Athletic Conference,1708
2016,247,SIU Edwardsville,Ohio Valley Conference,1396
2016,248,SMU,American Athletic Conference,2053
2016,265,South Alabama,Sun Belt Conference,1564
2016,266,South Carolina,Southeastern Conference,1844
2016,267,South Carolina State,Mid-Eastern Athletic Conference,1509
2016,268,South Carolina Upstate,ASUN Conference,1429
2016,269,South Dakota,Summit League,1559
2016,270,South Dakota State,Summit League,1857
2016,272,Southeast Missouri State,Ohio Valley Conference,1359
2016,274,Southern,Southwestern Athletic Conference,1561
2016,273,Southern Illinois,Missouri Valley Conference,1634
2016,275,Southern Miss,Conference USA,1396
2016,276,Southern Utah,Big Sky Conference,1337
2016,271,South Florida,American Athletic Conference,1496
2016,281,Stanford,Pac-12 Conference,1705
2016,277,St. Bonaventure,Atlantic 10 Conference,1765
2016,282,Stephen F. Austin,Southland Conference,2265
2016,283,Stetson,ASUN Conference,1675
2016,364,St. Francis Brooklyn,Northeast Conference,1421
2016,278,St. Francis (PA),Northeast Conference,1381
2016,279,St. John's,Big East Conference,1444
2016,285,Stony Brook,America East Conference,1734
2016,286,Syracuse,Atlantic Coast Conference,2025
2016,287,TCU,Big 12 Conference,1622
2016,289,Temple,American Athletic Conference,1748
2016,292,Tennessee,Southeastern Conference,1734
2016,290,Tennessee State,Ohio Valley Conference,1719
2016,291,Tennessee Tech,Ohio Valley Conference,1585
2016,295,Texas,Big 12 Conference,1864
2016,293,Texas A&M,Southeastern Conference,2074
2016,294,Texas A&M-Corpus Christi,Southland Conference,1724
2016,296,Texas Southern,Southwestern Athletic Conference,1668
2016,297,Texas State,Sun Belt Conference,1699
2016,298,Texas Tech,Big 12 Conference,1840
2016,299,The Citadel,Southern Conference,1366
2016,300,Toledo,Mid-American Conference,1817
2016,301,Towson,Coastal Athletic Association,1715
2016,302,Troy,Sun Belt Conference,1429
2016,303,Tulane,American Athletic Conference,1534
2016,304,Tulsa,American Athletic Conference,1776
2016,305,UAB,Conference USA,1800
2016,306,UAlbany,America East Conference,1786
2016,307,UC Davis,Big West Conference,1587
2016,312,UCF,American Athletic Conference,1506
2016,308,UC Irvine,Big West Conference,1917
2016,313,UCLA,Pac-12 Conference,1783
2016,314,UConn,American Athletic Conference,2003
2016,309,UC Riverside,Big West Conference,1579
2016,311,UC Santa Barbara,Big West Conference,1855
2016,315,UIC,Horizon League,1406
2016,316,UL Monroe,Sun Belt Conference,1825
2016,318,UMass Lowell,America East Conference,1404
2016,317,UMBC,America East Conference,1260
2016,319,UNC Asheville,Big South Conference,1847
2016,320,UNC Greensboro,Southern Conference,1687
2016,321,UNC Wilmington,Coastal Athletic Association,1851
2016,322,UNLV,Mountain West Conference,1714
2016,323,USC,Pac-12 Conference,1878
2016,331,Utah,Pac-12 Conference,1959
2016,329,Utah State,Mountain West Conference,1805
2016,332,Utah Valley,Western Athletic Conference,1520
2016,324,UT Arlington,Sun Belt Conference,1875
2016,327,UTEP,Conference USA,1580
2016,325,UT Martin,Ohio Valley Conference,1699
2016,326,UT Rio Grande Valley,Western Athletic Conference,1259
2016,328,UTSA,Conference USA,1290
2016,335,Valparaiso,Horizon League,1966
2016,336,Vanderbilt,Southeastern Conference,1969
2016,333,VCU,Atlantic 10 Conference,1922
2016,337,Vermont,America East Conference,1764
2016,338,Villanova,Big East Conference,2358
2016,339,Virginia,Atlantic Coast Conference,2184
2016,340,Virginia Tech,Atlantic Coast Conference,1907
2016,334,VMI,Southern Conference,1493
2016,341,Wagner,Northeast Conference,1589
2016,342,Wake Forest,Atlantic Coast Conference,1670
2016,343,Washington,Pac-12 Conference,1868
2016,344,Washington State,Pac-12 Conference,1494
2016,345,Weber State,Big Sky Conference,1788
2016,348,Western Carolina,Southern Conference,1703
2016,349,Western Illinois,Summit League,1541
2016,350,Western Kentucky,Conference USA,1682
2016,351,Western Michigan,Mid-American Conference,1738
2016,347,West Virginia,Big 12 Conference,2068
2016,352,Wichita State,Missouri Valley Conference,2141
2016,353,William & Mary,Coastal Athletic Association,1861
2016,354,Winthrop,Big South Conference,1850
2016,355,Wisconsin,Big Ten Conference,1930
2016,356,Wofford,Southern Conference,1726
2016,357,Wright State,Horizon League,1800
2016,358,Wyoming,Mountain West Conference,1644
2016,359,Xavier,Big East Conference,2043
2016,360,Yale,Ivy League,2032
2016,361,Youngstown State,Horizon League,1482
