season,teamId,team,conference,rating
2021,270,South Dakota State,Summit,4.8
2021,182,Morgan State,MEAC,4.8
2021,350,Western Kentucky,CUSA,4.7
2021,150,Louisville,ACC,4.6
2021,185,NC State,ACC,4.6
2021,264,Siena,MAAC,4.5
2021,245,Rutgers,Big Ten,4.5
2021,135,Kentucky,SEC,4.4
2021,181,Morehead State,OVC,4.4
2021,317,UMBC,Am. East,4.4
2021,276,Southern Utah,Big Sky,4.4
2021,174,Mississippi State,SEC,4.2
2021,352,Wichita State,American,4.2
2021,16,Auburn,SEC,4.2
2021,359,Xavier,Big East,4.1
2021,78,Eastern Kentucky,OVC,4.0
2021,263,Seton Hall,Big East,4.0
2021,54,Coastal Carolina,Sun Belt,3.9
2021,187,Navy,Patriot,3.8
2021,192,New Mexico State,WAC,3.8
2021,161,Massachusetts,A-10,3.8
2021,3,Akron,MAC,3.7
2021,189,Nevada,Mountain West,3.7
2021,71,Drexel,CAA,3.5
2021,134,Kent State,MAC,3.5
2021,164,Mercer,SoCon,3.4
2021,297,Texas State,Sun Belt,3.4
2021,226,Penn State,Big Ten,3.3
2021,232,Prairie View A&M,SWAC,3.3
2021,128,Jacksonville State,OVC,3.2
2021,222,Oral Roberts,Summit,3.2
2021,253,Saint Mary's,WCC,3.2
2021,195,Nicholls,Southland,3.1
2021,100,Georgia State,Sun Belt,3.1
2021,21,Bellarmine,ASUN,3.0
2021,259,San Francisco,WCC,3.0
2021,64,Dayton,A-10,3.0
2021,94,Gardner-Webb,Big South,2.9
2021,75,East Tennessee State,SoCon,2.8
2021,121,Indiana,Big Ten,2.8
2021,255,Sam Houston,Southland,2.8
2021,356,Wofford,SoCon,2.7
2021,279,St. John's,Big East,2.7
2021,129,James Madison,CAA,2.7
2021,184,Murray State,OVC,2.6
2021,229,Pittsburgh,ACC,2.5
2021,152,Loyola Maryland,Patriot,2.4
2021,196,Norfolk State,MEAC,2.4
2021,363,Hartford,Am. East,2.4
2021,53,Cleveland State,Horizon,2.3
2021,202,North Dakota State,Summit,2.3
2021,341,Wagner,NEC,2.3
2021,183,Mount St. Mary's,NEC,2.2
2021,228,Pepperdine,WCC,2.2
2021,296,Texas Southern,SWAC,2.1
2021,331,Utah,Pac-12,2.1
2021,36,Cal State Bakersfield,Big West,2.0
2021,213,Notre Dame,ACC,2.0
2021,28,Bowling Green,MAC,2.0
2021,69,Detroit Mercy,Horizon,1.9
2021,178,Monmouth,MAAC,1.9
2021,153,Loyola Marymount,WCC,1.9
2021,240,Rhode Island,A-10,1.8
2021,148,Louisiana,Sun Belt,1.8
2021,49,Chattanooga,SoCon,1.7
2021,334,VMI,SoCon,1.6
2021,86,Florida Atlantic,CUSA,1.6
2021,235,Providence,Big East,1.5
2021,254,Saint Peter's,MAAC,1.5
2021,327,UTEP,CUSA,1.2
2021,95,George Mason,A-10,1.2
2021,110,Hofstra,CAA,1.2
2021,205,Northeastern,CAA,1.0
2021,224,Oregon State,Pac-12,1.0
2021,219,Old Dominion,CUSA,1.0
2021,281,Stanford,Pac-12,1.0
2021,122,Indiana State,MVC,1.0
2021,269,South Dakota,Summit,0.9
2021,157,Marquette,Big East,0.9
2021,173,Minnesota,Big Ten,0.8
2021,144,Little Rock,Sun Belt,0.8
2021,146,Long Island University,NEC,0.7
2021,312,UCF,American,0.6
2021,73,Duquesne,A-10,0.6
2021,97,Georgetown,Big East,0.6
2021,15,Army,Patriot,0.6
2021,9,App State,Sun Belt,0.6
2021,169,Michigan State,Big Ten,0.4
2021,239,Radford,Big South,0.3
2021,29,Bradley,MVC,0.2
2021,336,Vanderbilt,SEC,0.2
2021,194,Niagara,MAAC,0.2
2021,306,UAlbany,Am. East,0.2
2021,17,Austin Peay,OVC,0.2
2021,42,Canisius,MAAC,0.2
2021,344,Washington State,Pac-12,0.1
2021,126,Jackson State,SWAC,0.1
2021,41,Campbell,Big South,0.0
2021,212,Northwestern,Big Ten,0.0
2021,138,Lafayette,Patriot,-0.1
2021,81,Elon,CAA,-0.1
2021,319,UNC Asheville,Big South,-0.3
2021,225,Pacific,WCC,-0.3
2021,156,Marist,MAAC,-0.3
2021,98,Georgia,SEC,-0.4
2021,285,Stony Brook,Am. East,-0.4
2021,304,Tulsa,American,-0.5
2021,210,Northern Kentucky,Horizon,-0.7
2021,166,Merrimack,NEC,-0.7
2021,318,UMass Lowell,Am. East,-0.8
2021,265,South Alabama,Sun Belt,-0.8
2021,51,Cincinnati,American,-0.9
2021,32,Bucknell,Patriot,-1.0
2021,108,Hawai'i,Big West,-1.0
2021,172,Milwaukee,Horizon,-1.1
2021,167,Miami (OH),MAC,-1.1
2021,13,Arkansas State,Sun Belt,-1.1
2021,19,Ball State,MAC,-1.2
2021,85,Florida A&M,MEAC,-1.2
2021,241,Rice,CUSA,-1.2
2021,332,Utah Valley,WAC,-1.2
2021,328,UTSA,CUSA,-1.2
2021,179,Montana,Big Sky,-1.3
2021,274,Southern,SWAC,-1.4
2021,180,Montana State,Big Sky,-1.4
2021,288,Tarleton State,WAC,-1.5
2021,358,Wyoming,Mountain West,-1.5
2021,39,California Baptist,WAC,-1.5
2021,10,Arizona State,Pac-12,-1.5
2021,66,Delaware,CAA,-1.5
2021,147,Longwood,Big South,-1.7
2021,322,UNLV,Mountain West,-1.8
2021,261,Santa Clara,WCC,-1.8
2021,361,Youngstown State,Horizon,-1.9
2021,209,Northern Iowa,MVC,-1.9
2021,143,Lipscomb,ASUN,-1.9
2021,324,UT Arlington,Sun Belt,-2.0
2021,193,New Orleans,Southland,-2.1
2021,190,New Hampshire,Am. East,-2.1
2021,266,South Carolina,SEC,-2.1
2021,289,Temple,American,-2.2
2021,364,St. Francis Brooklyn,NEC,-2.2
2021,321,UNC Wilmington,CAA,-2.2
2021,130,Kansas City,Summit,-2.3
2021,293,Texas A&M,SEC,-2.3
2021,283,Stetson,ASUN,-2.5
2021,307,UC Davis,Big West,-2.5
2021,287,TCU,Big 12,-2.7
2021,27,Boston University,Patriot,-2.8
2021,103,Grambling,SWAC,-2.9
2021,214,Oakland,Horizon,-2.9
2021,8,American University,Patriot,-2.9
2021,238,Quinnipiac,MAAC,-2.9
2021,249,Sacramento State,Big Sky,-3.0
2021,84,Fairleigh Dickinson,NEC,-3.0
2021,109,High Point,Big South,-3.2
2021,116,Idaho State,Big Sky,-3.2
2021,262,Seattle U,WAC,-3.2
2021,278,St. Francis (PA),NEC,-3.2
2021,188,Nebraska,Big Ten,-3.3
2021,303,Tulane,American,-3.3
2021,74,East Carolina,American,-3.4
2021,168,Miami,ACC,-3.5
2021,198,North Carolina A&T,MEAC,-3.5
2021,46,Charleston,CAA,-3.5
2021,92,Fresno State,Mountain West,-3.5
2021,99,Georgia Southern,Sun Belt,-3.6
2021,137,La Salle,A-10,-3.7
2021,250,Sacred Heart,NEC,-3.8
2021,231,Portland State,Big Sky,-3.9
2021,207,Northern Colorado,Big Sky,-3.9
2021,186,NJIT,Am. East,-4.0
2021,335,Valparaiso,MVC,-4.0
2021,40,California,Pac-12,-4.1
2021,119,Illinois State,MVC,-4.1
2021,299,The Citadel,SoCon,-4.1
2021,96,George Washington,A-10,-4.2
2021,115,IU Indianapolis,Horizon,-4.2
2021,273,Southern Illinois,MVC,-4.2
2021,237,Purdue Fort Wayne,Horizon,-4.3
2021,34,Butler,Big East,-4.3
2021,59,Coppin State,MEAC,-4.3
2021,272,Southeast Missouri State,OVC,-4.3
2021,105,Green Bay,Horizon,-4.4
2021,48,Charlotte,CUSA,-4.4
2021,82,Evansville,MVC,-4.5
2021,83,Fairfield,MAAC,-4.5
2021,155,Manhattan,MAAC,-4.6
2021,197,North Alabama,ASUN,-4.6
2021,37,Cal State Fullerton,Big West,-4.7
2021,348,Western Carolina,SoCon,-4.7
2021,271,South Florida,American,-4.8
2021,326,UT Rio Grande Valley,WAC,-5.0
2021,26,Boston College,ACC,-5.0
2021,316,UL Monroe,Sun Belt,-5.1
2021,111,Holy Cross,Patriot,-5.1
2021,145,Long Beach State,Big West,-5.1
2021,243,Rider,MAAC,-5.4
2021,342,Wake Forest,ACC,-5.4
2021,275,Southern Miss,CUSA,-5.4
2021,353,William & Mary,CAA,-5.7
2021,315,UIC,Horizon,-5.7
2021,106,Hampton,Big South,-5.8
2021,251,Saint Joseph's,A-10,-5.8
2021,65,DePaul,Big East,-5.9
2021,88,Florida Gulf Coast,ASUN,-5.9
2021,77,Eastern Illinois,OVC,-5.9
2021,203,North Florida,ASUN,-6.0
2021,24,Binghamton,Am. East,-6.1
2021,302,Troy,Sun Belt,-6.3
2021,139,Lamar,Southland,-6.4
2021,127,Jacksonville,ASUN,-6.4
2021,233,Presbyterian,Big South,-6.4
2021,199,North Carolina Central,MEAC,-6.5
2021,244,Robert Morris,Horizon,-6.6
2021,256,Samford,SoCon,-6.6
2021,89,Florida International,CUSA,-6.6
2021,310,UC San Diego,Big West,-6.7
2021,268,South Carolina Upstate,Big South,-6.8
2021,201,North Dakota,Summit,-6.9
2021,38,Cal State Northridge,Big West,-7.0
2021,301,Towson,CAA,-7.0
2021,211,Northwestern State,Southland,-7.1
2021,290,Tennessee State,OVC,-7.2
2021,162,McNeese,Southland,-7.3
2021,4,Alabama A&M,SWAC,-7.3
2021,7,Alcorn State,SWAC,-7.3
2021,141,Lehigh,Patriot,-7.3
2021,132,Kansas State,Big 12,-7.3
2021,246,SE Louisiana,Southland,-7.4
2021,343,Washington,Pac-12,-7.6
2021,44,Central Connecticut,NEC,-7.9
2021,349,Western Illinois,Summit,-8.1
2021,125,Iowa State,Big 12,-8.2
2021,120,Incarnate Word,Southland,-8.2
2021,258,San Diego,WCC,-8.5
2021,247,SIU Edwardsville,OVC,-8.5
2021,45,Central Michigan,MAC,-8.5
2021,43,Central Arkansas,Southland,-8.6
2021,206,Northern Arizona,Big Sky,-8.9
2021,171,Middle Tennessee,CUSA,-9.0
2021,191,New Mexico,Mountain West,-9.0
2021,291,Tennessee Tech,OVC,-9.1
2021,221,Omaha,Summit,-9.1
2021,154,Maine,Am. East,-9.1
2021,47,Charleston Southern,Big South,-9.8
2021,6,Alabama State,SWAC,-9.8
2021,294,Texas A&M-Corpus Christi,Southland,-9.9
2021,330,Utah Tech,WAC,-9.9
2021,351,Western Michigan,MAC,-10.1
2021,133,Kennesaw State,ASUN,-10.2
2021,112,Houston Christian,Southland,-10.4
2021,14,Arkansas-Pine Bluff,SWAC,-11.1
2021,114,Howard,MEAC,-12.0
2021,2,Air Force,Mountain West,-12.0
2021,35,Cal Poly,Big West,-12.2
2021,79,Eastern Michigan,MAC,-12.3
2021,68,Denver,Summit,-12.4
2021,91,Fordham,A-10,-12.9
2021,325,UT Martin,OVC,-13.3
2021,208,Northern Illinois,MAC,-14.1
2021,267,South Carolina State,MEAC,-14.6
2021,117,Idaho,Big Sky,-14.7
2021,67,Delaware State,MEAC,-15.3
2021,230,Portland,WCC,-15.3
2021,260,San José State,Mountain West,-15.9
2021,175,Mississippi Valley State,SWAC,-22.4
2021,50,Chicago State,WAC,-23.7
