season,teamId,team,conference,rating
2016,338,Villanova,Big East,16.6
2016,200,North Carolina,ACC,16.3
2016,169,Michigan State,Big Ten,16.1
2016,150,Louisville,ACC,15.5
2016,131,Kansas,Big 12,15.1
2016,352,Wichita State,MVC,14.5
2016,135,Kentucky,SEC,14.5
2016,339,Virginia,ACC,14.4
2016,121,Indiana,Big Ten,14.2
2016,236,Purdue,Big Ten,13.5
2016,347,West Virginia,Big 12,12.9
2016,102,Gonzaga,WCC,12.9
2016,282,Stephen F. Austin,Southland,12.8
2016,72,Duke,ACC,12.4
2016,248,SMU,American,12.2
2016,335,Valparaiso,Horizon,11.9
2016,293,Texas A&M,SEC,11.7
2016,217,Oklahoma,Big 12,11.6
2016,168,Miami,ACC,11.4
2016,359,Xavier,Big East,11.4
2016,253,Saint Mary's,WCC,11.3
2016,124,Iowa,Big Ten,11.2
2016,223,Oregon,Pac-12,11.0
2016,160,Maryland,Big Ten,10.9
2016,11,Arizona,Pac-12,10.7
2016,336,Vanderbilt,SEC,10.7
2016,333,VCU,A-10,10.6
2016,360,Yale,Ivy,10.3
2016,125,Iowa State,Big 12,9.6
2016,18,BYU,WCC,9.3
2016,144,Little Rock,Sun Belt,9.2
2016,285,Stony Brook,Am. East,9.1
2016,234,Princeton,Ivy,8.9
2016,87,Florida,SEC,8.8
2016,314,UConn,American,8.8
2016,108,Hawai'i,Big West,8.6
2016,251,Saint Joseph's,A-10,8.6
2016,257,San Diego State,Mountain West,8.6
2016,40,California,Pac-12,8.5
2016,36,Cal State Bakersfield,WAC,8.4
2016,51,Cincinnati,American,8.3
2016,286,Syracuse,ACC,8.2
2016,324,UT Arlington,Sun Belt,8.2
2016,229,Pittsburgh,ACC,8.1
2016,213,Notre Dame,ACC,8.1
2016,214,Oakland,Horizon,8.0
2016,96,George Washington,A-10,7.9
2016,64,Dayton,A-10,7.9
2016,20,Baylor,Big 12,7.9
2016,34,Butler,Big East,7.9
2016,178,Monmouth,MAAC,7.7
2016,82,Evansville,MVC,7.7
2016,331,Utah,Pac-12,7.4
2016,61,Creighton,Big East,7.4
2016,263,Seton Hall,Big East,7.1
2016,355,Wisconsin,Big Ten,7.1
2016,266,South Carolina,SEC,7.0
2016,306,UAlbany,Am. East,7.0
2016,192,New Mexico State,WAC,7.0
2016,270,South Dakota State,Summit,7.0
2016,104,Grand Canyon,WAC,7.0
2016,3,Akron,MAC,6.9
2016,90,Florida State,ACC,6.9
2016,323,USC,Pac-12,6.8
2016,52,Clemson,ACC,6.8
2016,321,UNC Wilmington,CAA,6.8
2016,49,Chattanooga,SoCon,6.6
2016,212,Northwestern,Big Ten,6.6
2016,308,UC Irvine,Big West,6.3
2016,219,Old Dominion,CUSA,6.3
2016,101,Georgia Tech,ACC,6.2
2016,113,Houston,American,5.9
2016,123,Iona,MAAC,5.8
2016,209,Northern Iowa,MVC,5.6
2016,129,James Madison,CAA,5.4
2016,353,William & Mary,CAA,5.3
2016,264,Siena,MAAC,5.2
2016,277,St. Bonaventure,A-10,5.2
2016,240,Rhode Island,A-10,5.2
2016,170,Michigan,Big Ten,5.0
2016,58,Columbia,Ivy,5.0
2016,12,Arkansas,SEC,5.0
2016,110,Hofstra,CAA,4.9
2016,148,Louisiana,Sun Belt,4.9
2016,304,Tulsa,American,4.8
2016,235,Providence,Big East,4.8
2016,345,Weber State,Big Sky,4.8
2016,340,Virginia Tech,ACC,4.6
2016,172,Milwaukee,Horizon,4.6
2016,295,Texas,Big 12,4.5
2016,319,UNC Asheville,Big South,4.5
2016,25,Boise State,Mountain West,4.5
2016,298,Texas Tech,Big 12,4.4
2016,305,UAB,CUSA,4.4
2016,98,Georgia,SEC,4.3
2016,22,Belmont,OVC,4.3
2016,343,Washington,Pac-12,4.3
2016,242,Richmond,A-10,4.2
2016,300,Toledo,MAC,4.2
2016,56,Colorado,Pac-12,4.2
2016,179,Montana,Big Sky,4.1
2016,220,Ole Miss,SEC,4.1
2016,313,UCLA,Pac-12,4.0
2016,132,Kansas State,Big 12,4.0
2016,32,Bucknell,Patriot,3.8
2016,171,Middle Tennessee,CUSA,3.8
2016,188,Nebraska,Big Ten,3.7
2016,174,Mississippi State,SEC,3.7
2016,97,Georgetown,Big East,3.6
2016,109,High Point,Big South,3.5
2016,185,NC State,ACC,3.5
2016,163,Memphis,American,3.5
2016,311,UC Santa Barbara,Big West,3.5
2016,216,Ohio State,Big Ten,3.4
2016,290,Tennessee State,OVC,3.3
2016,181,Morehead State,OVC,3.3
2016,354,Winthrop,Big South,3.3
2016,296,Texas Southern,SWAC,3.2
2016,322,UNLV,Mountain West,3.2
2016,92,Fresno State,Mountain West,3.1
2016,105,Green Bay,Horizon,3.1
