season,teamId,team,conference,rating
2025,141,Lehigh,Patriot,-3.2
2025,326,UT Rio Grande Valley,Southland,-3.2
2025,161,Massachusetts,A-10,-3.3
2025,99,Georgia Southern,Sun Belt,-3.3
2025,211,Northwestern State,Southland,-3.3
2025,269,South Dakota,Summit,-3.4
2025,335,Valparaiso,MVC,-3.4
2025,1,Abilene Christian,WAC,-3.5
2025,254,Saint Peter's,MAAC,-3.5
2025,138,Lafayette,Patriot,-3.5
2025,203,North Florida,ASUN,-3.6
2025,260,San José State,Mountain West,-3.6
2025,108,Hawai'i,Big West,-3.8
2025,94,Gardner-Webb,Big South,-3.9
2025,23,Bethune-Cookman,SWAC,-4.0
2025,168,Miami,ACC,-4.0
2025,107,Harvard,Ivy,-4.1
2025,19,Ball State,MAC,-4.1
2025,137,La Salle,A-10,-4.1
2025,291,Tennessee Tech,OVC,-4.2
2025,164,Mercer,SoCon,-4.2
2025,27,Boston University,Patriot,-4.2
2025,278,St. Francis (PA),NEC,-4.3
2025,358,Wyoming,Mountain West,-4.4
2025,26,Boston College,ACC,-4.4
2025,307,UC Davis,Big West,-4.5
2025,176,Missouri State,MVC,-4.6
2025,91,Fordham,A-10,-4.7
2025,317,UMBC,Am. East,-4.7
2025,100,Georgia State,Sun Belt,-4.8
2025,178,Monmouth,CAA,-4.8
2025,67,Delaware State,MEAC,-4.9
2025,36,Cal State Bakersfield,Big West,-4.9
2025,84,Fairleigh Dickinson,NEC,-5.0
2025,282,Stephen F. Austin,Southland,-5.0
2025,117,Idaho,Big Sky,-5.1
2025,152,Loyola Maryland,Patriot,-5.2
2025,79,Eastern Michigan,MAC,-5.3
2025,112,Houston Christian,Southland,-5.3
2025,82,Evansville,MVC,-5.4
2025,24,Binghamton,Am. East,-5.4
2025,15,Army,Patriot,-5.4
2025,103,Grambling,SWAC,-5.4
2025,111,Holy Cross,Patriot,-5.4
2025,228,Pepperdine,WCC,-5.5
2025,48,Charlotte,American,-5.5
2025,28,Bowling Green,MAC,-5.5
2025,242,Richmond,A-10,-5.5
2025,17,Austin Peay,ASUN,-5.5
2025,284,Stonehill,NEC,-5.6
2025,114,Howard,MEAC,-5.6
2025,194,Niagara,MAAC,-5.6
2025,199,North Carolina Central,MEAC,-5.6
2025,58,Columbia,Ivy,-5.7
2025,201,North Dakota,Summit,-5.7
2025,243,Rider,MAAC,-5.8
2025,181,Morehead State,OVC,-5.8
2025,219,Old Dominion,Sun Belt,-6.1
2025,89,Florida International,CUSA,-6.2
2025,334,VMI,SoCon,-6.2
2025,351,Western Michigan,MAC,-6.2
2025,366,Lindenwood,OVC,-6.3
2025,7,Alcorn State,SWAC,-6.3
2025,345,Weber State,Big Sky,-6.4
2025,85,Florida A&M,SWAC,-6.4
2025,77,Eastern Illinois,OVC,-6.5
2025,304,Tulsa,American,-6.6
2025,80,Eastern Washington,Big Sky,-6.6
2025,275,Southern Miss,Sun Belt,-6.8
2025,365,Southern Indiana,OVC,-6.9
2025,115,IU Indianapolis,Horizon,-6.9
2025,227,Pennsylvania,Ivy,-7.3
2025,182,Morgan State,MEAC,-7.4
2025,341,Wagner,NEC,-7.6
2025,47,Charleston Southern,Big South,-7.7
2025,165,Mercyhurst,NEC,-7.8
2025,263,Seton Hall,Big East,-7.8
2025,230,Portland,WCC,-7.9
2025,288,Tarleton State,WAC,-7.9
2025,68,Denver,Summit,-8.0
2025,83,Fairfield,MAAC,-8.0
2025,54,Coastal Carolina,Sun Belt,-8.1
2025,276,Southern Utah,WAC,-8.1
2025,148,Louisiana,Sun Belt,-8.2
2025,330,Utah Tech,WAC,-8.4
2025,349,Western Illinois,OVC,-8.5
2025,225,Pacific,WCC,-8.6
2025,285,Stony Brook,CAA,-9.3
2025,145,Long Beach State,Big West,-9.6
2025,258,San Diego,WCC,-9.8
2025,198,North Carolina A&T,CAA,-9.8
2025,222,Oral Roberts,Summit,-10.0
2025,140,Le Moyne,NEC,-10.0
2025,76,East Texas A&M,Southland,-10.0
2025,92,Fresno State,Mountain West,-10.0
2025,105,Green Bay,Horizon,-10.2
2025,69,Detroit Mercy,Horizon,-10.2
2025,33,Buffalo,MAC,-10.8
2025,249,Sacramento State,Big Sky,-11.0
2025,346,West Georgia,ASUN,-11.0
2025,2,Air Force,Mountain West,-11.1
2025,43,Central Arkansas,ASUN,-11.2
2025,4,Alabama A&M,SWAC,-11.2
2025,21,Bellarmine,ASUN,-11.3
2025,186,NJIT,Am. East,-11.4
2025,232,Prairie View A&M,SWAC,-11.7
2025,159,Maryland Eastern Shore,MEAC,-11.8
2025,208,Northern Illinois,MAC,-12.0
2025,283,Stetson,ASUN,-12.1
2025,316,UL Monroe,Sun Belt,-12.2
2025,348,Western Carolina,SoCon,-12.2
2025,42,Canisius,MAAC,-12.2
2025,193,New Orleans,Southland,-12.5
2025,268,South Carolina Upstate,Big South,-12.6
2025,190,New Hampshire,Am. East,-12.8
2025,50,Chicago State,NEC,-13.0
2025,299,The Citadel,SoCon,-14.2
2025,59,Coppin State,MEAC,-14.5
2025,14,Arkansas-Pine Bluff,SWAC,-14.6
2025,37,Cal State Fullerton,Big West,-14.7
2025,175,Mississippi Valley State,SWAC,-22.9
