season,teamId,team,conference,elo
2025,76,East Texas A&M,Southland Conference,1480
2025,81,Elon,Coastal Athletic Association,1639
2025,82,Evansville,Missouri Valley Conference,1637
2025,83,Fairfield,Metro Atlantic Athletic Conference,1465
2025,84,Fairleigh Dickinson,Northeast Conference,1731
2025,87,Florida,Southeastern Conference,2461
2025,85,Florida A&M,Southwestern Athletic Conference,1469
2025,86,Florida Atlantic,American Athletic Conference,1838
2025,88,Florida Gulf Coast,ASUN Conference,1710
2025,89,Florida International,Conference USA,1648
2025,90,Florida State,Atlantic Coast Conference,1768
2025,91,Fordham,Atlantic 10 Conference,1625
2025,92,Fresno State,Mountain West Conference,1454
2025,93,Furman,Southern Conference,1906
2025,94,Gardner-Webb,Big South Conference,1645
2025,95,George Mason,Atlantic 10 Conference,1928
2025,97,Georgetown,Big East Conference,1759
2025,96,George Washington,Atlantic 10 Conference,1758
2025,98,Georgia,Southeastern Conference,2022
2025,99,Georgia Southern,Sun Belt Conference,1687
2025,100,Georgia State,Sun Belt Conference,1684
2025,101,Georgia Tech,Atlantic Coast Conference,1740
2025,102,Gonzaga,West Coast Conference,2328
2025,103,Grambling,Southwestern Athletic Conference,1489
2025,104,Grand Canyon,Western Athletic Conference,1924
2025,105,Green Bay,Horizon League,1487
2025,106,Hampton,Coastal Athletic Association,1781
2025,107,Harvard,Ivy League,1683
2025,108,Hawai'i,Big West Conference,1609
2025,109,High Point,Big South Conference,2059
2025,110,Hofstra,Coastal Athletic Association,1717
2025,111,Holy Cross,Patriot League,1503
2025,113,Houston,Big 12 Conference,2426
2025,112,Houston Christian,Southland Conference,1616
2025,114,Howard,Mid-Eastern Athletic Conference,1365
2025,117,Idaho,Big Sky Conference,1675
2025,116,Idaho State,Big Sky Conference,1809
2025,118,Illinois,Big Ten Conference,2069
2025,119,Illinois State,Missouri Valley Conference,1843
2025,120,Incarnate Word,Southland Conference,1763
2025,121,Indiana,Big Ten Conference,1967
2025,122,Indiana State,Missouri Valley Conference,1743
2025,123,Iona,Metro Atlantic Athletic Conference,1626
2025,124,Iowa,Big Ten Conference,1924
2025,125,Iowa State,Big 12 Conference,2179
2025,115,IU Indianapolis,Horizon League,1554
2025,126,Jackson State,Southwestern Athletic Conference,1644
2025,127,Jacksonville,ASUN Conference,1660
2025,128,Jacksonville State,Conference USA,1929
2025,129,James Madison,Sun Belt Conference,1717
2025,131,Kansas,Big 12 Conference,2024
2025,130,Kansas City,Summit League,1773
2025,132,Kansas State,Big 12 Conference,1880
2025,133,Kennesaw State,Conference USA,1870
2025,134,Kent State,Mid-American Conference,1930
2025,135,Kentucky,Southeastern Conference,2127
2025,138,Lafayette,Patriot League,1597
2025,139,Lamar,Southland Conference,1812
2025,137,La Salle,Atlantic 10 Conference,1660
2025,141,Lehigh,Patriot League,1617
2025,140,Le Moyne,Northeast Conference,1533
2025,142,Liberty,Conference USA,2014
2025,366,Lindenwood,Ohio Valley Conference,1633
2025,143,Lipscomb,ASUN Conference,1882
2025,144,Little Rock,Ohio Valley Conference,1756
2025,145,Long Beach State,Big West Conference,1516
2025,146,Long Island University,Northeast Conference,1787
2025,147,Longwood,Big South Conference,1735
2025,148,Louisiana,Sun Belt Conference,1472
2025,149,Louisiana Tech,Conference USA,1892
2025,150,Louisville,Atlantic Coast Conference,2036
2025,151,Loyola Chicago,Atlantic 10 Conference,1951
2025,152,Loyola Maryland,Patriot League,1552
2025,153,Loyola Marymount,West Coast Conference,1638
2025,136,LSU,Southeastern Conference,1725
2025,154,Maine,America East Conference,1834
2025,155,Manhattan,Metro Atlantic Athletic Conference,1643
2025,156,Marist,Metro Atlantic Athletic Conference,1484
2025,157,Marquette,Big East Conference,2010
2025,158,Marshall,Sun Belt Conference,1818
2025,160,Maryland,Big Ten Conference,2291
2025,159,Maryland Eastern Shore,Mid-Eastern Athletic Conference,1475
2025,161,Massachusetts,Atlantic 10 Conference,1613
2025,162,McNeese,Southland Conference,2055
2025,163,Memphis,American Athletic Conference,2003
2025,164,Mercer,Southern Conference,1601
2025,165,Mercyhurst,Northeast Conference,1656
2025,166,Merrimack,Metro Atlantic Athletic Conference,1704
2025,168,Miami,Atlantic Coast Conference,1531
2025,167,Miami (OH),Mid-American Conference,1858
2025,170,Michigan,Big Ten Conference,2092
2025,169,Michigan State,Big Ten Conference,2255
2025,171,Middle Tennessee,Conference USA,1873
2025,172,Milwaukee,Horizon League,1849
2025,173,Minnesota,Big Ten Conference,1804
2025,174,Mississippi State,Southeastern Conference,2016
2025,175,Mississippi Valley State,Southwestern Athletic Conference,866
2025,177,Missouri,Southeastern Conference,2110
2025,176,Missouri State,Missouri Valley Conference,1643
2025,178,Monmouth,Coastal Athletic Association,1653
2025,179,Montana,Big Sky Conference,1922
2025,180,Montana State,Big Sky Conference,1818
2025,181,Morehead State,Ohio Valley Conference,1599
2025,182,Morgan State,Mid-Eastern Athletic Conference,1610
2025,183,Mount St. Mary's,Metro Atlantic Athletic Conference,1619
2025,184,Murray State,Missouri Valley Conference,1836
2025,187,Navy,Patriot League,1641
2025,185,NC State,Atlantic Coast Conference,1651
2025,188,Nebraska,Big Ten Conference,1908
2025,189,Nevada,Mountain West Conference,1816
2025,190,New Hampshire,America East Conference,1499
2025,191,New Mexico,Mountain West Conference,2054
2025,192,New Mexico State,Conference USA,1924
2025,193,New Orleans,Southland Conference,1375
2025,194,Niagara,Metro Atlantic Athletic Conference,1480
2025,195,Nicholls,Southland Conference,1819
2025,186,NJIT,America East Conference,1484
2025,196,Norfolk State,Mid-Eastern Athletic Conference,1997
2025,197,North Alabama,ASUN Conference,1900
2025,200,North Carolina,Atlantic Coast Conference,2115
2025,198,North Carolina A&T,Coastal Athletic Association,1431
2025,199,North Carolina Central,Mid-Eastern Athletic Conference,1585
2025,201,North Dakota,Summit League,1707
2025,202,North Dakota State,Summit League,1877
2025,205,Northeastern,Coastal Athletic Association,1670
2025,206,Northern Arizona,Big Sky Conference,1774
2025,207,Northern Colorado,Big Sky Conference,2017
2025,208,Northern Illinois,Mid-American Conference,1474
2025,209,Northern Iowa,Missouri Valley Conference,1887
2025,210,Northern Kentucky,Horizon League,1749
2025,203,North Florida,ASUN Conference,1530
2025,204,North Texas,American Athletic Conference,1917
2025,212,Northwestern,Big Ten Conference,1998
2025,211,Northwestern State,Southland Conference,1692
2025,213,Notre Dame,Atlantic Coast Conference,1716
2025,214,Oakland,Horizon League,1799
2025,215,Ohio,Mid-American Conference,1728
2025,216,Ohio State,Big Ten Conference,1980
2025,217,Oklahoma,Southeastern Conference,1999
2025,218,Oklahoma State,Big 12 Conference,1758
2025,219,Old Dominion,Sun Belt Conference,1609
2025,220,Ole Miss,Southeastern Conference,2110
2025,221,Omaha,Summit League,1908
2025,222,Oral Roberts,Summit League,1577
2025,223,Oregon,Big Ten Conference,2144
2025,224,Oregon State,West Coast Conference,1791
2025,225,Pacific,West Coast Conference,1483
2025,226,Penn State,Big Ten Conference,1957
2025,227,Pennsylvania,Ivy League,1550
2025,228,Pepperdine,West Coast Conference,1580
2025,229,Pittsburgh,Atlantic Coast Conference,1813
2025,230,Portland,West Coast Conference,1559
2025,231,Portland State,Big Sky Conference,1829
2025,232,Prairie View A&M,Southwestern Athletic Conference,1234
2025,233,Presbyterian,Big South Conference,1745
2025,234,Princeton,Ivy League,1716
2025,235,Providence,Big East Conference,1723
2025,236,Purdue,Big Ten Conference,2141
2025,237,Purdue Fort Wayne,Horizon League,1796
2025,362,Queens University,ASUN Conference,1730
2025,238,Quinnipiac,Metro Atlantic Athletic Conference,1651
2025,239,Radford,Big South Conference,1838
2025,240,Rhode Island,Atlantic 10 Conference,1668
2025,241,Rice,American Athletic Conference,1662
2025,242,Richmond,Atlantic 10 Conference,1634
2025,243,Rider,Metro Atlantic Athletic Conference,1473
2025,244,Robert Morris,Horizon League,1950
2025,245,Rutgers,Big Ten Conference,1831
2025,249,Sacramento State,Big Sky Conference,1486
2025,250,Sacred Heart,Metro Atlantic Athletic Conference,1633
2025,251,Saint Joseph's,Atlantic 10 Conference,1889
2025,252,Saint Louis,Atlantic 10 Conference,1840
2025,253,Saint Mary's,West Coast Conference,2097
2025,254,Saint Peter's,Metro Atlantic Athletic Conference,1496
2025,256,Samford,Southern Conference,1806
2025,255,Sam Houston,Conference USA,1731
2025,258,San Diego,West Coast Conference,1396
2025,257,San Diego State,Mountain West Conference,1893
2025,259,San Francisco,West Coast Conference,1934
2025,260,San José State,Mountain West Conference,1642
2025,261,Santa Clara,West Coast Conference,2099
2025,262,Seattle U,Western Athletic Conference,1870
2025,246,SE Louisiana,Southland Conference,1722
2025,263,Seton Hall,Big East Conference,1548
2025,264,Siena,Metro Atlantic Athletic Conference,1616
2025,247,SIU Edwardsville,Ohio Valley Conference,1823
2025,248,SMU,Atlantic Coast Conference,1971
2025,265,South Alabama,Sun Belt Conference,1882
2025,266,South Carolina,Southeastern Conference,1895
2025,267,South Carolina State,Mid-Eastern Athletic Conference,1868
2025,268,South Carolina Upstate,Big South Conference,1445
2025,269,South Dakota,Summit League,1705
2025,270,South Dakota State,Summit League,1773
2025,272,Southeast Missouri State,Ohio Valley Conference,1892
2025,274,Southern,Southwestern Athletic Conference,1644
2025,273,Southern Illinois,Missouri Valley Conference,1699
2025,365,Southern Indiana,Ohio Valley Conference,1589
2025,275,Southern Miss,Sun Belt Conference,1494
2025,276,Southern Utah,Western Athletic Conference,1425
2025,271,South Florida,American Athletic Conference,1697
2025,281,Stanford,Atlantic Coast Conference,1841
2025,277,St. Bonaventure,Atlantic 10 Conference,1763
2025,282,Stephen F. Austin,Southland Conference,1530
2025,283,Stetson,ASUN Conference,1378
2025,278,St. Francis (PA),Northeast Conference,1728
2025,279,St. John's,Big East Conference,2239
2025,284,Stonehill,Northeast Conference,1606
2025,285,Stony Brook,Coastal Athletic Association,1492
2025,280,St. Thomas-Minnesota,Summit League,1903
2025,286,Syracuse,Atlantic Coast Conference,1715
2025,288,Tarleton State,Western Athletic Conference,1583
2025,287,TCU,Big 12 Conference,1754
2025,289,Temple,American Athletic Conference,1718
2025,292,Tennessee,Southeastern Conference,2228
2025,290,Tennessee State,Ohio Valley Conference,1826
2025,291,Tennessee Tech,Ohio Valley Conference,1636
2025,295,Texas,Southeastern Conference,1942
2025,293,Texas A&M,Southeastern Conference,2062
2025,294,Texas A&M-Corpus Christi,Southland Conference,1851
2025,296,Texas Southern,Southwestern Athletic Conference,1611
2025,297,Texas State,Sun Belt Conference,1683
2025,298,Texas Tech,Big 12 Conference,2256
2025,299,The Citadel,Southern Conference,1327
2025,300,Toledo,Mid-American Conference,1636
2025,301,Towson,Coastal Athletic Association,1820
2025,302,Troy,Sun Belt Conference,1936
2025,303,Tulane,American Athletic Conference,1769
2025,304,Tulsa,American Athletic Conference,1622
2025,305,UAB,American Athletic Conference,1924
2025,306,UAlbany,America East Conference,1720
2025,307,UC Davis,Big West Conference,1626
2025,312,UCF,Big 12 Conference,1870
2025,308,UC Irvine,Big West Conference,1999
2025,313,UCLA,Big Ten Conference,2140
2025,314,UConn,Big East Conference,2092
2025,309,UC Riverside,Big West Conference,1685
2025,310,UC San Diego,Big West Conference,2186
2025,311,UC Santa Barbara,Big West Conference,1773
2025,315,UIC,Missouri Valley Conference,1690
2025,316,UL Monroe,Sun Belt Conference,1390
2025,318,UMass Lowell,America East Conference,1779
2025,317,UMBC,America East Conference,1633
2025,319,UNC Asheville,Big South Conference,1757
2025,320,UNC Greensboro,Southern Conference,1811
2025,321,UNC Wilmington,Coastal Athletic Association,1973
2025,322,UNLV,Mountain West Conference,1794
2025,323,USC,Big Ten Conference,1996
2025,331,Utah,Big 12 Conference,1867
2025,329,Utah State,Mountain West Conference,1911
2025,330,Utah Tech,Western Athletic Conference,1550
2025,332,Utah Valley,Western Athletic Conference,1960
2025,324,UT Arlington,Western Athletic Conference,1636
2025,327,UTEP,Conference USA,1749
2025,325,UT Martin,Ohio Valley Conference,1688
2025,326,UT Rio Grande Valley,Southland Conference,1619
2025,328,UTSA,American Athletic Conference,1751
2025,335,Valparaiso,Missouri Valley Conference,1743
2025,336,Vanderbilt,Southeastern Conference,1923
2025,333,VCU,Atlantic 10 Conference,2133
2025,337,Vermont,America East Conference,1778
2025,338,Villanova,Big East Conference,1967
2025,339,Virginia,Atlantic Coast Conference,1745
2025,340,Virginia Tech,Atlantic Coast Conference,1625
2025,334,VMI,Southern Conference,1564
2025,341,Wagner,Northeast Conference,1665
2025,342,Wake Forest,Atlantic Coast Conference,1895
2025,343,Washington,Big Ten Conference,1668
2025,344,Washington State,West Coast Conference,1714
2025,345,Weber State,Big Sky Conference,1648
2025,348,Western Carolina,Southern Conference,1474
2025,349,Western Illinois,Ohio Valley Conference,1641
2025,350,Western Kentucky,Conference USA,1683
2025,351,Western Michigan,Mid-American Conference,1626
2025,346,West Georgia,ASUN Conference,1429
2025,347,West Virginia,Big 12 Conference,1907
2025,352,Wichita State,American Athletic Conference,1727
2025,353,William & Mary,Coastal Athletic Association,1604
2025,354,Winthrop,Big South Conference,1921
2025,355,Wisconsin,Big Ten Conference,2181
2025,356,Wofford,Southern Conference,1963
2025,357,Wright State,Horizon League,1655
2025,358,Wyoming,Mountain West Conference,1528
2025,359,Xavier,Big East Conference,1999
2025,360,Yale,Ivy League,2042
2025,361,Youngstown State,Horizon League,1815
