season,teamId,team,conference,rating
2024,103,Grambling,SWAC,-3.5
2024,240,Rhode Island,A-10,-3.5
2024,347,West Virginia,Big 12,-3.5
2024,299,The Citadel,SoCon,-3.6
2024,67,Delaware State,MEAC,-3.7
2024,158,Marshall,Sun Belt,-3.7
2024,133,Kennesaw State,ASUN,-3.8
2024,202,North Dakota State,Summit,-3.9
2024,252,Saint Louis,A-10,-3.9
2024,241,Rice,American,-3.9
2024,246,SE Louisiana,Southland,-3.9
2024,228,Pepperdine,WCC,-4.0
2024,222,Oral Roberts,Summit,-4.0
2024,24,Binghamton,Am. East,-4.2
2024,317,UMBC,Am. East,-4.2
2024,233,Presbyterian,Big South,-4.3
2024,362,Queens University,ASUN,-4.3
2024,127,Jacksonville,ASUN,-4.3
2024,187,Navy,Patriot,-4.4
2024,276,Southern Utah,WAC,-4.6
2024,23,Bethune-Cookman,SWAC,-4.6
2024,45,Central Michigan,MAC,-4.7
2024,126,Jackson State,SWAC,-4.7
2024,7,Alcorn State,SWAC,-4.7
2024,328,UTSA,American,-4.9
2024,6,Alabama State,SWAC,-5.0
2024,224,Oregon State,Pac-12,-5.2
2024,267,South Carolina State,MEAC,-5.5
2024,138,Lafayette,Patriot,-5.6
2024,92,Fresno State,Mountain West,-5.8
2024,244,Robert Morris,Horizon,-5.8
2024,268,South Carolina Upstate,Big South,-5.9
2024,351,Western Michigan,MAC,-6.0
2024,89,Florida International,CUSA,-6.1
2024,77,Eastern Illinois,OVC,-6.1
2024,258,San Diego,WCC,-6.1
2024,336,Vanderbilt,SEC,-6.2
2024,99,Georgia Southern,Sun Belt,-6.2
2024,316,UL Monroe,Sun Belt,-6.3
2024,260,San José State,Mountain West,-6.4
2024,171,Middle Tennessee,CUSA,-6.4
2024,150,Louisville,ACC,-6.4
2024,41,Campbell,CAA,-6.5
2024,330,Utah Tech,WAC,-6.6
2024,50,Chicago State,Indep.,-6.6
2024,97,Georgetown,Big East,-6.7
2024,219,Old Dominion,Sun Belt,-6.8
2024,249,Sacramento State,Big Sky,-6.8
2024,2,Air Force,Mountain West,-6.9
2024,84,Fairleigh Dickinson,NEC,-6.9
2024,208,Northern Illinois,MAC,-7.0
2024,81,Elon,CAA,-7.1
2024,353,William & Mary,CAA,-7.1
2024,206,Northern Arizona,Big Sky,-7.1
2024,192,New Mexico State,CUSA,-7.3
2024,15,Army,Patriot,-7.4
2024,4,Alabama A&M,SWAC,-7.5
2024,365,Southern Indiana,OVC,-7.5
2024,117,Idaho,Big Sky,-7.7
2024,21,Bellarmine,ASUN,-8.1
2024,232,Prairie View A&M,SWAC,-8.1
2024,211,Northwestern State,Southland,-8.1
2024,269,South Dakota,Summit,-8.2
2024,14,Arkansas-Pine Bluff,SWAC,-8.3
2024,76,East Texas A&M,Southland,-8.3
2024,182,Morgan State,MEAC,-8.4
2024,291,Tennessee Tech,OVC,-8.5
2024,54,Coastal Carolina,Sun Belt,-8.6
2024,79,Eastern Michigan,MAC,-8.7
2024,47,Charleston Southern,Big South,-8.8
2024,155,Manhattan,MAAC,-9.0
2024,335,Valparaiso,MVC,-9.0
2024,230,Portland,WCC,-9.1
2024,152,Loyola Maryland,Patriot,-9.3
2024,111,Holy Cross,Patriot,-9.9
2024,120,Incarnate Word,Southland,-9.9
2024,186,NJIT,Am. East,-10.0
2024,146,Long Island University,NEC,-10.2
2024,85,Florida A&M,SWAC,-10.2
2024,106,Hampton,CAA,-10.6
2024,193,New Orleans,Southland,-10.7
2024,159,Maryland Eastern Shore,MEAC,-10.9
2024,198,North Carolina A&T,CAA,-11.1
2024,62,Dartmouth,Ivy,-11.1
2024,278,St. Francis (PA),NEC,-11.1
2024,35,Cal Poly,Big West,-11.5
2024,326,UT Rio Grande Valley,WAC,-11.6
2024,43,Central Arkansas,ASUN,-11.8
2024,366,Lindenwood,OVC,-12.1
2024,272,Southeast Missouri State,OVC,-12.1
2024,33,Buffalo,MAC,-12.1
2024,284,Stonehill,NEC,-12.2
2024,69,Detroit Mercy,Horizon,-12.7
2024,112,Houston Christian,Southland,-13.1
2024,264,Siena,MAAC,-13.3
2024,65,DePaul,Big East,-14.2
2024,59,Coppin State,MEAC,-14.9
2024,225,Pacific,WCC,-15.7
2024,334,VMI,SoCon,-15.8
2024,115,IU Indianapolis,Horizon,-16.0
2024,175,Mississippi Valley State,SWAC,-18.2
