season,teamId,team,conference,rating
2018,338,Villanova,Big East,18.8
2018,72,Duke,ACC,16.8
2018,339,Virginia,ACC,15.9
2018,51,Cincinnati,American,15.7
2018,236,Purdue,Big Ten,15.5
2018,102,Gonzaga,WCC,15.4
2018,169,Michigan State,Big Ten,15.2
2018,200,North Carolina,ACC,12.4
2018,192,New Mexico State,WAC,12.4
2018,52,Clemson,ACC,12.4
2018,16,Auburn,SEC,12.1
2018,292,Tennessee,SEC,12.0
2018,170,Michigan,Big Ten,11.8
2018,131,Kansas,Big 12,11.6
2018,113,Houston,American,11.5
2018,216,Ohio State,Big Ten,11.4
2018,189,Nevada,Mountain West,11.4
2018,347,West Virginia,Big 12,11.2
2018,352,Wichita State,American,11.1
2018,253,Saint Mary's,WCC,11.1
2018,359,Xavier,Big East,10.9
2018,298,Texas Tech,Big 12,10.4
2018,135,Kentucky,SEC,10.3
2018,148,Louisiana,Sun Belt,9.9
2018,87,Florida,SEC,9.8
2018,226,Penn State,Big Ten,9.7
2018,151,Loyola Chicago,MVC,9.7
2018,11,Arizona,Pac-12,9.5
2018,90,Florida State,ACC,9.5
2018,171,Middle Tennessee,CUSA,9.3
2018,168,Miami,ACC,8.9
2018,184,Murray State,OVC,8.9
2018,350,Western Kentucky,CUSA,8.9
2018,337,Vermont,Am. East,8.8
2018,219,Old Dominion,CUSA,8.8
2018,33,Buffalo,MAC,8.8
2018,240,Rhode Island,A-10,8.7
2018,210,Northern Kentucky,Horizon,8.7
2018,269,South Dakota,Summit,8.7
2018,25,Boise State,Mountain West,8.6
2018,32,Bucknell,Patriot,8.6
2018,332,Utah Valley,WAC,8.6
2018,63,Davidson,A-10,8.5
2018,287,TCU,Big 12,8.4
2018,257,San Diego State,Mountain West,8.3
2018,179,Montana,Big Sky,8.3
2018,270,South Dakota State,Summit,8.0
2018,320,UNC Greensboro,SoCon,7.9
2018,93,Furman,SoCon,7.9
2018,340,Virginia Tech,ACC,7.8
2018,104,Grand Canyon,WAC,7.7
2018,263,Seton Hall,Big East,7.7
2018,12,Arkansas,SEC,7.7
2018,323,USC,Pac-12,7.7
2018,213,Notre Dame,ACC,7.4
2018,10,Arizona State,Pac-12,7.4
2018,150,Louisville,ACC,7.4
2018,185,NC State,ACC,7.4
2018,61,Creighton,Big East,7.3
2018,34,Butler,Big East,7.2
2018,177,Missouri,SEC,7.0
2018,75,East Tennessee State,SoCon,7.0
2018,160,Maryland,Big Ten,7.0
2018,293,Texas A&M,SEC,6.9
2018,20,Baylor,Big 12,6.7
2018,277,St. Bonaventure,A-10,6.7
2018,286,Syracuse,ACC,6.7
2018,282,Stephen F. Austin,Southland,6.7
2018,22,Belmont,OVC,6.5
2018,174,Mississippi State,SEC,6.4
2018,205,Northeastern,CAA,6.2
2018,313,UCLA,Pac-12,6.0
2018,331,Utah,Pac-12,5.9
2018,88,Florida Gulf Coast,ASUN,5.7
2018,18,BYU,WCC,5.5
2018,100,Georgia State,Sun Belt,5.5
2018,136,LSU,SEC,5.5
2018,188,Nebraska,Big Ten,5.3
2018,92,Fresno State,Mountain West,5.3
2018,295,Texas,Big 12,5.3
2018,132,Kansas State,Big 12,5.1
2018,217,Oklahoma,Big 12,5.0
2018,223,Oregon,Pac-12,4.9
2018,207,Northern Colorado,Big Sky,4.8
2018,311,UC Santa Barbara,Big West,4.7
2018,5,Alabama,SEC,4.6
2018,243,Rider,MAAC,4.6
2018,322,UNLV,Mountain West,4.5
2018,357,Wright State,Horizon,4.5
2018,248,SMU,American,4.5
2018,157,Marquette,Big East,4.4
2018,343,Washington,Pac-12,4.3
2018,227,Pennsylvania,Ivy,4.2
2018,42,Canisius,MAAC,4.2
2018,46,Charleston,CAA,4.2
2018,300,Toledo,MAC,4.1
2018,218,Oklahoma State,Big 12,4.0
2018,117,Idaho,Big Sky,3.9
2018,98,Georgia,SEC,3.9
2018,354,Winthrop,Big South,3.9
2018,212,Northwestern,Big Ten,3.9
2018,128,Jacksonville State,OVC,3.8
2018,121,Indiana,Big Ten,3.7
2018,123,Iona,MAAC,3.7
2018,26,Boston College,ACC,3.6
2018,306,UAlbany,Am. East,3.6
2018,124,Iowa,Big Ten,3.6
2018,307,UC Davis,Big West,3.6
2018,341,Wagner,NEC,3.6
2018,324,UT Arlington,Sun Belt,3.5
2018,305,UAB,CUSA,3.4
2018,266,South Carolina,SEC,3.4
