season,teamId,team,conference,rating
2018,355,Wisconsin,Big Ten,3.3
2018,251,Saint Joseph's,A-10,3.0
2018,214,Oakland,Horizon,2.9
2018,301,Towson,CAA,2.8
2018,158,Marshall,CUSA,2.8
2018,304,Tulsa,American,2.8
2018,176,Missouri State,MVC,2.8
2018,80,Eastern Washington,Big Sky,2.7
2018,107,Harvard,Ivy,2.6
2018,143,Lipscomb,ASUN,2.5
2018,281,Stanford,Pac-12,2.5
2018,118,Illinois,Big Ten,2.4
2018,224,Oregon State,Pac-12,2.4
2018,191,New Mexico,Mountain West,2.4
2018,99,Georgia Southern,Sun Belt,2.4
2018,258,San Diego,WCC,2.4
2018,342,Wake Forest,ACC,2.3
2018,317,UMBC,Am. East,2.3
2018,164,Mercer,SoCon,2.2
2018,79,Eastern Michigan,MAC,2.1
2018,29,Bradley,MVC,2.1
2018,289,Temple,American,2.0
2018,345,Weber State,Big Sky,2.0
2018,308,UC Irvine,Big West,2.0
2018,358,Wyoming,Mountain West,2.0
2018,209,Northern Iowa,MVC,2.0
2018,110,Hofstra,CAA,1.9
2018,279,St. John's,Big East,1.9
2018,142,Liberty,Big South,1.9
2018,235,Providence,Big East,1.9
2018,195,Nicholls,Southland,1.8
2018,336,Vanderbilt,SEC,1.7
2018,333,VCU,A-10,1.7
2018,239,Radford,Big South,1.7
2018,204,North Texas,CUSA,1.6
2018,312,UCF,American,1.5
2018,278,St. Francis (PA),NEC,1.2
2018,356,Wofford,SoCon,1.2
2018,231,Portland State,Big Sky,1.1
2018,273,Southern Illinois,MVC,1.0
2018,237,Purdue Fort Wayne,Summit,1.0
2018,173,Minnesota,Big Ten,1.0
2018,45,Central Michigan,MAC,1.0
2018,37,Cal State Fullerton,Big West,0.8
2018,296,Texas Southern,SWAC,0.8
2018,353,William & Mary,CAA,0.7
2018,220,Ole Miss,SEC,0.6
2018,82,Evansville,MVC,0.6
2018,315,UIC,Horizon,0.6
2018,19,Ball State,MAC,0.5
2018,139,Lamar,Southland,0.5
2018,319,UNC Asheville,Big South,0.4
2018,178,Monmouth,MAAC,0.4
2018,137,La Salle,A-10,0.4
2018,329,Utah State,Mountain West,0.3
2018,252,Saint Louis,A-10,0.3
2018,101,Georgia Tech,ACC,0.2
2018,97,Georgetown,Big East,0.2
2018,149,Louisiana Tech,CUSA,0.1
2018,302,Troy,Sun Belt,0.1
2018,335,Valparaiso,MVC,0.1
2018,163,Memphis,American,0.0
2018,290,Tennessee State,OVC,-0.1
2018,234,Princeton,Ivy,-0.1
2018,262,Seattle U,WAC,-0.2
2018,55,Colgate,Patriot,-0.2
2018,202,North Dakota State,Summit,-0.2
2018,17,Austin Peay,OVC,-0.2
2018,259,San Francisco,WCC,-0.3
2018,64,Dayton,A-10,-0.3
2018,246,SE Louisiana,Southland,-0.4
2018,122,Indiana State,MVC,-0.4
2018,351,Western Michigan,MAC,-0.5
2018,54,Coastal Carolina,Sun Belt,-0.5
2018,119,Illinois State,MVC,-0.6
2018,56,Colorado,Pac-12,-0.6
2018,70,Drake,MVC,-0.7
2018,108,Hawai'i,Big West,-0.9
2018,83,Fairfield,MAAC,-1.0
2018,172,Milwaukee,Horizon,-1.0
2018,360,Yale,Ivy,-1.0
2018,255,Sam Houston,Southland,-1.1
2018,303,Tulane,American,-1.2
2018,41,Campbell,Big South,-1.2
2018,328,UTSA,CUSA,-1.2
2018,141,Lehigh,Patriot,-1.3
2018,65,DePaul,Big East,-1.3
2018,183,Mount St. Mary's,NEC,-1.4
2018,194,Niagara,MAAC,-1.4
2018,225,Pacific,WCC,-1.5
2018,244,Robert Morris,NEC,-1.6
2018,232,Prairie View A&M,SWAC,-1.6
2018,245,Rutgers,Big Ten,-1.6
2018,187,Navy,Patriot,-1.6
2018,109,High Point,Big South,-1.6
2018,215,Ohio,MAC,-1.6
2018,155,Manhattan,MAAC,-1.7
2018,43,Central Arkansas,Southland,-1.7
2018,363,Hartford,Am. East,-1.8
2018,254,Saint Peter's,MAAC,-1.8
2018,36,Cal State Bakersfield,WAC,-1.9
2018,73,Duquesne,A-10,-1.9
2018,167,Miami (OH),MAC,-2.0
2018,106,Hampton,MEAC,-2.0
2018,15,Army,Patriot,-2.1
2018,125,Iowa State,Big 12,-2.1
2018,96,George Washington,A-10,-2.2
2018,134,Kent State,MAC,-2.3
2018,285,Stony Brook,Am. East,-2.3
2018,145,Long Beach State,Big West,-2.3
2018,58,Columbia,Ivy,-2.4
2018,47,Charleston Southern,Big South,-2.5
2018,116,Idaho State,Big Sky,-2.6
2018,9,App State,Sun Belt,-2.8
2018,186,NJIT,ASUN,-2.9
2018,193,New Orleans,Southland,-3.0
2018,27,Boston University,Patriot,-3.1
2018,242,Richmond,A-10,-3.1
2018,103,Grambling,SWAC,-3.2
2018,344,Washington State,Pac-12,-3.2
2018,316,UL Monroe,Sun Belt,-3.3
2018,161,Massachusetts,A-10,-3.4
2018,146,Long Island University,NEC,-3.4
2018,291,Tennessee Tech,OVC,-3.4
2018,23,Bethune-Cookman,MEAC,-3.6
2018,138,Lafayette,Patriot,-3.6
2018,297,Texas State,Sun Belt,-3.7
2018,199,North Carolina Central,MEAC,-3.9
2018,129,James Madison,CAA,-3.9
2018,95,George Mason,A-10,-3.9
2018,314,UConn,American,-4.0
2018,81,Elon,CAA,-4.1
2018,198,North Carolina A&T,MEAC,-4.1
2018,272,Southeast Missouri State,OVC,-4.2
2018,265,South Alabama,Sun Belt,-4.3
2018,1,Abilene Christian,Southland,-4.3
2018,28,Bowling Green,MAC,-4.3
2018,84,Fairleigh Dickinson,NEC,-4.3
2018,111,Holy Cross,Patriot,-4.3
2018,275,Southern Miss,CUSA,-4.4
2018,66,Delaware,CAA,-4.5
2018,326,UT Rio Grande Valley,WAC,-4.6
2018,208,Northern Illinois,MAC,-4.6
2018,30,Brown,Ivy,-4.6
2018,89,Florida International,CUSA,-4.7
2018,68,Denver,Summit,-4.7
2018,94,Gardner-Webb,Big South,-4.7
2018,182,Morgan State,MEAC,-4.8
2018,364,St. Francis Brooklyn,NEC,-4.8
2018,71,Drexel,CAA,-4.8
2018,190,New Hampshire,Am. East,-4.9
2018,222,Oral Roberts,Summit,-4.9
2018,105,Green Bay,Horizon,-5.0
2018,86,Florida Atlantic,CUSA,-5.0
2018,321,UNC Wilmington,CAA,-5.2
2018,153,Loyola Marymount,WCC,-5.2
2018,196,Norfolk State,MEAC,-5.2
2018,274,Southern,SWAC,-5.3
2018,60,Cornell,Ivy,-5.4
2018,180,Montana State,Big Sky,-5.5
2018,77,Eastern Illinois,OVC,-5.5
2018,201,North Dakota,Big Sky,-5.6
2018,238,Quinnipiac,MAAC,-5.6
2018,318,UMass Lowell,Am. East,-5.7
2018,3,Akron,MAC,-5.7
2018,44,Central Connecticut,NEC,-5.8
2018,24,Binghamton,Am. East,-5.8
2018,162,McNeese,Southland,-5.9
2018,309,UC Riverside,Big West,-6.0
2018,325,UT Martin,OVC,-6.0
2018,115,IU Indianapolis,Horizon,-6.0
2018,57,Colorado State,Mountain West,-6.1
2018,276,Southern Utah,Big Sky,-6.1
2018,181,Morehead State,OVC,-6.1
2018,14,Arkansas-Pine Bluff,SWAC,-6.2
2018,2,Air Force,Mountain West,-6.2
2018,294,Texas A&M-Corpus Christi,Southland,-6.4
2018,203,North Florida,ASUN,-6.5
2018,250,Sacred Heart,NEC,-6.5
2018,264,Siena,MAAC,-6.5
2018,133,Kennesaw State,ASUN,-6.5
2018,327,UTEP,CUSA,-6.6
2018,62,Dartmouth,Ivy,-6.7
2018,78,Eastern Kentucky,OVC,-6.8
2018,229,Pittsburgh,ACC,-6.8
2018,144,Little Rock,Sun Belt,-6.9
2018,49,Chattanooga,SoCon,-7.0
2018,53,Cleveland State,Horizon,-7.0
2018,130,Kansas City,WAC,-7.2
2018,249,Sacramento State,Big Sky,-7.4
2018,152,Loyola Maryland,Patriot,-7.5
2018,283,Stetson,ASUN,-7.5
2018,261,Santa Clara,WCC,-7.6
2018,13,Arkansas State,Sun Belt,-7.7
2018,256,Samford,SoCon,-7.7
2018,127,Jacksonville,ASUN,-7.8
2018,228,Pepperdine,WCC,-7.9
2018,126,Jackson State,SWAC,-8.0
2018,271,South Florida,American,-8.2
2018,380,Savannah State,MEAC,-8.2
2018,230,Portland,WCC,-8.2
2018,221,Omaha,Summit,-8.3
2018,40,California,Pac-12,-8.4
2018,349,Western Illinois,Summit,-8.4
2018,91,Fordham,A-10,-8.4
2018,247,SIU Edwardsville,OVC,-8.5
2018,348,Western Carolina,SoCon,-8.6
2018,8,American University,Patriot,-8.6
2018,241,Rice,CUSA,-8.6
2018,156,Marist,MAAC,-8.9
2018,233,Presbyterian,Big South,-9.1
2018,6,Alabama State,SWAC,-9.1
2018,114,Howard,MEAC,-9.1
2018,7,Alcorn State,SWAC,-9.2
2018,69,Detroit Mercy,Horizon,-9.5
2018,299,The Citadel,SoCon,-9.7
2018,74,East Carolina,American,-9.7
2018,35,Cal Poly,Big West,-9.9
2018,361,Youngstown State,Horizon,-10.1
2018,38,Cal State Northridge,Big West,-10.6
2018,260,San José State,Mountain West,-10.6
2018,334,VMI,SoCon,-10.9
2018,154,Maine,Am. East,-11.3
2018,85,Florida A&M,MEAC,-11.3
2018,112,Houston Christian,Southland,-11.5
2018,48,Charlotte,CUSA,-11.8
2018,268,South Carolina Upstate,ASUN,-12.0
2018,206,Northern Arizona,Big Sky,-12.1
2018,175,Mississippi Valley State,SWAC,-12.3
2018,120,Incarnate Word,Southland,-12.5
2018,31,Bryant,NEC,-13.0
2018,147,Longwood,Big South,-13.0
2018,267,South Carolina State,MEAC,-13.0
2018,59,Coppin State,MEAC,-13.8
2018,4,Alabama A&M,SWAC,-15.4
2018,211,Northwestern State,Southland,-15.5
2018,50,Chicago State,WAC,-16.0
2018,67,Delaware State,MEAC,-16.4
2018,159,Maryland Eastern Shore,MEAC,-16.5
