season,teamId,team,conference,rating
2022,78,Eastern Kentucky,ASUN,-3.6
2022,291,Tennessee Tech,OVC,-3.6
2022,96,George Washington,A-10,-3.9
2022,158,Marshall,CUSA,-4.0
2022,99,Georgia Southern,Sun Belt,-4.1
2022,15,Army,Patriot,-4.1
2022,268,South Carolina Upstate,Big South,-4.1
2022,126,Jackson State,SWAC,-4.1
2022,310,UC San Diego,Big West,-4.1
2022,258,San Diego,WCC,-4.2
2022,233,Presbyterian,Big South,-4.3
2022,290,Tennessee State,OVC,-4.3
2022,299,The Citadel,SoCon,-4.3
2022,182,Morgan State,MEAC,-4.5
2022,137,La Salle,A-10,-4.5
2022,42,Canisius,MAAC,-4.5
2022,205,Northeastern,CAA,-4.6
2022,143,Lipscomb,ASUN,-4.7
2022,306,UAlbany,Am. East,-4.7
2022,24,Binghamton,Am. East,-4.7
2022,166,Merrimack,NEC,-4.7
2022,19,Ball State,MAC,-4.8
2022,229,Pittsburgh,ACC,-4.8
2022,28,Bowling Green,MAC,-5.0
2022,326,UT Rio Grande Valley,WAC,-5.2
2022,97,Georgetown,Big East,-5.2
2022,36,Cal State Bakersfield,Big West,-5.2
2022,239,Radford,Big South,-5.3
2022,155,Manhattan,MAAC,-5.3
2022,68,Denver,Summit,-5.3
2022,141,Lehigh,Patriot,-5.3
2022,162,McNeese,Southland,-5.4
2022,159,Maryland Eastern Shore,MEAC,-5.4
2022,232,Prairie View A&M,SWAC,-5.4
2022,59,Coppin State,MEAC,-5.5
2022,81,Elon,CAA,-5.5
2022,280,St. Thomas-Minnesota,Summit,-5.6
2022,85,Florida A&M,SWAC,-5.7
2022,17,Austin Peay,OVC,-5.7
2022,198,North Carolina A&T,Big South,-5.7
2022,89,Florida International,CUSA,-5.9
2022,247,SIU Edwardsville,OVC,-6.0
2022,250,Sacred Heart,NEC,-6.1
2022,203,North Florida,ASUN,-6.2
2022,267,South Carolina State,MEAC,-6.2
2022,4,Alabama A&M,SWAC,-6.2
2022,330,Utah Tech,WAC,-6.3
2022,278,St. Francis (PA),NEC,-6.4
2022,6,Alabama State,SWAC,-6.4
2022,364,St. Francis Brooklyn,NEC,-6.5
2022,283,Stetson,ASUN,-6.5
2022,244,Robert Morris,Horizon,-6.6
2022,98,Georgia,SEC,-6.7
2022,249,Sacramento State,Big Sky,-6.8
2022,103,Grambling,SWAC,-6.8
2022,208,Northern Illinois,MAC,-6.9
2022,138,Lafayette,Patriot,-6.9
2022,271,South Florida,American,-7.1
2022,35,Cal Poly,Big West,-7.2
2022,225,Pacific,WCC,-7.3
2022,2,Air Force,Mountain West,-7.3
2022,112,Houston Christian,Southland,-7.4
2022,117,Idaho,Big Sky,-7.4
2022,325,UT Martin,OVC,-7.4
2022,79,Eastern Michigan,MAC,-7.8
2022,211,Northwestern State,Southland,-7.8
2022,73,Duquesne,A-10,-7.8
2022,197,North Alabama,ASUN,-7.9
2022,172,Milwaukee,Horizon,-8.0
2022,348,Western Carolina,SoCon,-8.1
2022,8,American University,Patriot,-8.1
2022,106,Hampton,Big South,-8.5
2022,32,Bucknell,Patriot,-8.6
2022,206,Northern Arizona,Big Sky,-8.7
2022,351,Western Michigan,MAC,-8.9
2022,224,Oregon State,Pac-12,-9.0
2022,105,Green Bay,Horizon,-9.0
2022,23,Bethune-Cookman,SWAC,-9.1
2022,328,UTSA,CUSA,-9.3
2022,228,Pepperdine,WCC,-9.3
2022,45,Central Michigan,MAC,-9.4
2022,186,NJIT,Am. East,-9.6
2022,260,San José State,Mountain West,-9.7
2022,38,Cal State Northridge,Big West,-9.8
2022,116,Idaho State,Big Sky,-10.1
2022,144,Little Rock,Sun Belt,-10.1
2022,43,Central Arkansas,ASUN,-10.1
2022,44,Central Connecticut,NEC,-10.2
2022,111,Holy Cross,Patriot,-10.4
2022,82,Evansville,MVC,-10.4
2022,84,Fairleigh Dickinson,NEC,-11.1
2022,120,Incarnate Word,Southland,-11.4
2022,50,Chicago State,WAC,-11.6
2022,353,William & Mary,CAA,-11.8
2022,139,Lamar,WAC,-11.9
2022,221,Omaha,Summit,-12.0
2022,275,Southern Miss,CUSA,-12.2
2022,201,North Dakota,Summit,-12.4
2022,14,Arkansas-Pine Bluff,SWAC,-12.5
2022,154,Maine,Am. East,-13.1
2022,47,Charleston Southern,Big South,-13.7
2022,58,Columbia,Ivy,-14.0
2022,175,Mississippi Valley State,SWAC,-14.2
2022,67,Delaware State,MEAC,-14.6
2022,77,Eastern Illinois,OVC,-16.4
2022,115,IU Indianapolis,Horizon,-17.3
