season,teamId,team,conference,elo
2015,231,Portland State,Big Sky Conference,1588
2015,232,Prairie View A&M,Southwestern Athletic Conference,1499
2015,233,Presbyterian,Big South Conference,1472
2015,234,Princeton,Ivy League,1841
2015,235,Providence,Big East Conference,1868
2015,236,Purdue,Big Ten Conference,1887
2015,237,Purdue Fort Wayne,Summit League,1713
2015,238,Quinnipiac,Metro Atlantic Athletic Conference,1575
2015,239,Radford,Big South Conference,1751
2015,240,Rhode Island,Atlantic 10 Conference,1848
2015,241,Rice,Conference USA,1657
2015,242,Richmond,Atlantic 10 Conference,1825
2015,243,Rider,Metro Atlantic Athletic Conference,1594
2015,244,Robert Morris,Northeast Conference,1690
2015,245,Rutgers,Big Ten Conference,1514
2015,249,Sacramento State,Big Sky Conference,1693
2015,250,Sacred Heart,Northeast Conference,1558
2015,251,Saint Joseph's,Atlantic 10 Conference,1603
2015,252,Saint Louis,Atlantic 10 Conference,1405
2015,253,Saint Mary's,West Coast Conference,1804
2015,254,Saint Peter's,Metro Atlantic Athletic Conference,1578
2015,256,Samford,Southern Conference,1618
2015,255,Sam Houston,Southland Conference,1933
2015,258,San Diego,West Coast Conference,1797
2015,257,San Diego State,Mountain West Conference,1934
2015,259,San Francisco,West Coast Conference,1690
2015,260,San José State,Mountain West Conference,1264
2015,261,Santa Clara,West Coast Conference,1630
2015,380,Savannah State,Mid-Eastern Athletic Conference,1349
2015,262,Seattle U,Western Athletic Conference,1610
2015,246,SE Louisiana,Southland Conference,1504
2015,263,Seton Hall,Big East Conference,1603
2015,264,Siena,Metro Atlantic Athletic Conference,1441
2015,247,SIU Edwardsville,Ohio Valley Conference,1633
2015,248,SMU,American Athletic Conference,1935
2015,265,South Alabama,Sun Belt Conference,1464
2015,266,South Carolina,Southeastern Conference,1798
2015,267,South Carolina State,Mid-Eastern Athletic Conference,1339
2015,268,South Carolina Upstate,ASUN Conference,1737
2015,269,South Dakota,Summit League,1661
2015,270,South Dakota State,Summit League,1915
2015,272,Southeast Missouri State,Ohio Valley Conference,1691
2015,274,Southern,Southwestern Athletic Conference,1509
2015,273,Southern Illinois,Missouri Valley Conference,1581
2015,275,Southern Miss,Conference USA,1408
2015,276,Southern Utah,Big Sky Conference,1455
2015,271,South Florida,American Athletic Conference,1417
2015,281,Stanford,Pac-12 Conference,1885
2015,277,St. Bonaventure,Atlantic 10 Conference,1714
2015,282,Stephen F. Austin,Southland Conference,2063
2015,283,Stetson,ASUN Conference,1407
2015,364,St. Francis Brooklyn,Northeast Conference,1645
2015,278,St. Francis (PA),Northeast Conference,1547
2015,279,St. John's,Big East Conference,1759
2015,285,Stony Brook,America East Conference,1674
2015,286,Syracuse,Atlantic Coast Conference,1822
2015,287,TCU,Big 12 Conference,1819
2015,289,Temple,American Athletic Conference,1850
2015,292,Tennessee,Southeastern Conference,1751
2015,290,Tennessee State,Ohio Valley Conference,1329
2015,291,Tennessee Tech,Ohio Valley Conference,1575
2015,295,Texas,Big 12 Conference,1925
2015,293,Texas A&M,Southeastern Conference,1817
2015,294,Texas A&M-Corpus Christi,Southland Conference,1763
2015,296,Texas Southern,Southwestern Athletic Conference,1637
2015,297,Texas State,Sun Belt Conference,1610
2015,298,Texas Tech,Big 12 Conference,1623
2015,299,The Citadel,Southern Conference,1326
2015,300,Toledo,Mid-American Conference,1776
2015,301,Towson,Coastal Athletic Association,1536
2015,302,Troy,Sun Belt Conference,1518
2015,303,Tulane,American Athletic Conference,1494
2015,304,Tulsa,American Athletic Conference,1724
2015,305,UAB,Conference USA,1736
2015,306,UAlbany,America East Conference,1698
2015,307,UC Davis,Big West Conference,1833
2015,312,UCF,American Athletic Conference,1396
2015,308,UC Irvine,Big West Conference,1834
2015,313,UCLA,Pac-12 Conference,1966
2015,314,UConn,American Athletic Conference,1808
2015,309,UC Riverside,Big West Conference,1617
2015,311,UC Santa Barbara,Big West Conference,1806
2015,315,UIC,Horizon League,1554
2015,316,UL Monroe,Sun Belt Conference,1702
2015,318,UMass Lowell,America East Conference,1337
2015,317,UMBC,America East Conference,1254
2015,319,UNC Asheville,Big South Conference,1624
2015,320,UNC Greensboro,Southern Conference,1675
2015,321,UNC Wilmington,Coastal Athletic Association,1685
2015,322,UNLV,Mountain West Conference,1780
2015,323,USC,Pac-12 Conference,1623
2015,331,Utah,Pac-12 Conference,2123
2015,329,Utah State,Mountain West Conference,1723
2015,332,Utah Valley,Western Athletic Conference,1346
2015,324,UT Arlington,Sun Belt Conference,1636
2015,327,UTEP,Conference USA,1757
2015,325,UT Martin,Ohio Valley Conference,1802
2015,326,UT Rio Grande Valley,Western Athletic Conference,1314
2015,328,UTSA,Conference USA,1618
2015,335,Valparaiso,Horizon League,1901
2015,336,Vanderbilt,Southeastern Conference,1952
2015,333,VCU,Atlantic 10 Conference,1901
2015,337,Vermont,America East Conference,1785
2015,338,Villanova,Big East Conference,2250
2015,339,Virginia,Atlantic Coast Conference,2105
2015,340,Virginia Tech,Atlantic Coast Conference,1562
2015,334,VMI,Southern Conference,1490
2015,341,Wagner,Northeast Conference,1415
2015,342,Wake Forest,Atlantic Coast Conference,1545
2015,343,Washington,Pac-12 Conference,1658
2015,344,Washington State,Pac-12 Conference,1536
2015,345,Weber State,Big Sky Conference,1554
2015,348,Western Carolina,Southern Conference,1626
2015,349,Western Illinois,Summit League,1340
2015,350,Western Kentucky,Conference USA,1696
2015,351,Western Michigan,Mid-American Conference,1606
2015,347,West Virginia,Big 12 Conference,1875
2015,352,Wichita State,Missouri Valley Conference,2049
2015,353,William & Mary,Coastal Athletic Association,1710
2015,354,Winthrop,Big South Conference,1791
2015,355,Wisconsin,Big Ten Conference,2249
2015,356,Wofford,Southern Conference,1876
2015,357,Wright State,Horizon League,1535
2015,358,Wyoming,Mountain West Conference,1739
2015,359,Xavier,Big East Conference,1988
2015,360,Yale,Ivy League,1932
2015,361,Youngstown State,Horizon League,1516
