season,teamId,team,conference,elo
2022,119,Illinois State,Missouri Valley Conference,1680
2022,120,Incarnate Word,Southland Conference,1387
2022,121,Indiana,Big Ten Conference,1827
2022,122,Indiana State,Missouri Valley Conference,1593
2022,123,Iona,Metro Atlantic Athletic Conference,1824
2022,124,Iowa,Big Ten Conference,2146
2022,125,Iowa State,Big 12 Conference,1777
2022,115,IU Indianapolis,Horizon League,1187
2022,126,Jackson State,Southwestern Athletic Conference,1458
2022,127,Jacksonville,ASUN Conference,1890
2022,128,Jacksonville State,ASUN Conference,1823
2022,129,James Madison,Coastal Athletic Association,1556
2022,131,Kansas,Big 12 Conference,2224
2022,130,Kansas City,Summit League,1910
2022,132,Kansas State,Big 12 Conference,1808
2022,133,Kennesaw State,ASUN Conference,1766
2022,134,Kent State,Mid-American Conference,1835
2022,135,Kentucky,Southeastern Conference,2058
2022,138,Lafayette,Patriot League,1427
2022,139,Lamar,Western Athletic Conference,1383
2022,137,La Salle,Atlantic 10 Conference,1572
2022,141,Lehigh,Patriot League,1554
2022,142,Liberty,ASUN Conference,1871
2022,143,Lipscomb,ASUN Conference,1682
2022,144,Little Rock,Sun Belt Conference,1495
2022,145,Long Beach State,Big West Conference,1709
2022,146,Long Island University,Northeast Conference,1658
2022,147,Longwood,Big South Conference,1827
2022,148,Louisiana,Sun Belt Conference,1784
2022,149,Louisiana Tech,Conference USA,1892
2022,150,Louisville,Atlantic Coast Conference,1605
2022,151,Loyola Chicago,Missouri Valley Conference,2055
2022,152,Loyola Maryland,Patriot League,1544
2022,153,Loyola Marymount,West Coast Conference,1567
2022,136,LSU,Southeastern Conference,1904
2022,154,Maine,America East Conference,1433
2022,155,Manhattan,Metro Atlantic Athletic Conference,1514
2022,156,Marist,Metro Atlantic Athletic Conference,1574
2022,157,Marquette,Big East Conference,1755
2022,158,Marshall,Conference USA,1624
2022,160,Maryland,Big Ten Conference,1801
2022,159,Maryland Eastern Shore,Mid-Eastern Athletic Conference,1513
2022,161,Massachusetts,Atlantic 10 Conference,1632
2022,162,McNeese,Southland Conference,1632
2022,163,Memphis,American Athletic Conference,2022
2022,164,Mercer,Southern Conference,1750
2022,166,Merrimack,Northeast Conference,1634
2022,168,Miami,Atlantic Coast Conference,1931
2022,167,Miami (OH),Mid-American Conference,1615
2022,170,Michigan,Big Ten Conference,1985
2022,169,Michigan State,Big Ten Conference,1855
2022,171,Middle Tennessee,Conference USA,1965
2022,172,Milwaukee,Horizon League,1394
2022,173,Minnesota,Big Ten Conference,1669
2022,174,Mississippi State,Southeastern Conference,1882
2022,175,Mississippi Valley State,Southwestern Athletic Conference,1219
2022,177,Missouri,Southeastern Conference,1681
2022,176,Missouri State,Missouri Valley Conference,1882
2022,178,Monmouth,Metro Atlantic Athletic Conference,1646
2022,179,Montana,Big Sky Conference,1666
2022,180,Montana State,Big Sky Conference,1849
2022,181,Morehead State,Ohio Valley Conference,1916
2022,182,Morgan State,Mid-Eastern Athletic Conference,1692
2022,183,Mount St. Mary's,Northeast Conference,1668
2022,184,Murray State,Ohio Valley Conference,2103
2022,187,Navy,Patriot League,1641
2022,185,NC State,Atlantic Coast Conference,1611
2022,188,Nebraska,Big Ten Conference,1735
2022,189,Nevada,Mountain West Conference,1797
2022,190,New Hampshire,America East Conference,1714
2022,191,New Mexico,Mountain West Conference,1630
2022,192,New Mexico State,Western Athletic Conference,2019
2022,193,New Orleans,Southland Conference,1663
2022,194,Niagara,Metro Atlantic Athletic Conference,1756
2022,195,Nicholls,Southland Conference,1785
2022,186,NJIT,America East Conference,1322
2022,196,Norfolk State,Mid-Eastern Athletic Conference,1777
2022,197,North Alabama,ASUN Conference,1590
2022,200,North Carolina,Atlantic Coast Conference,2125
2022,198,North Carolina A&T,Big South Conference,1483
2022,199,North Carolina Central,Mid-Eastern Athletic Conference,1623
2022,201,North Dakota,Summit League,1435
2022,202,North Dakota State,Summit League,1977
2022,205,Northeastern,Coastal Athletic Association,1543
2022,206,Northern Arizona,Big Sky Conference,1425
2022,207,Northern Colorado,Big Sky Conference,1685
2022,208,Northern Illinois,Mid-American Conference,1520
2022,209,Northern Iowa,Missouri Valley Conference,1861
2022,210,Northern Kentucky,Horizon League,1854
2022,203,North Florida,ASUN Conference,1730
2022,204,North Texas,Conference USA,1924
2022,212,Northwestern,Big Ten Conference,1733
2022,211,Northwestern State,Southland Conference,1550
2022,213,Notre Dame,Atlantic Coast Conference,1963
2022,214,Oakland,Horizon League,1721
2022,215,Ohio,Mid-American Conference,1775
2022,216,Ohio State,Big Ten Conference,1910
2022,217,Oklahoma,Big 12 Conference,1933
2022,218,Oklahoma State,Big 12 Conference,1958
2022,219,Old Dominion,Conference USA,1745
2022,220,Ole Miss,Southeastern Conference,1704
2022,221,Omaha,Summit League,1410
2022,222,Oral Roberts,Summit League,1841
2022,223,Oregon,Pac-12 Conference,1763
2022,224,Oregon State,Pac-12 Conference,1429
2022,225,Pacific,West Coast Conference,1415
2022,226,Penn State,Big Ten Conference,1760
2022,227,Pennsylvania,Ivy League,1580
2022,228,Pepperdine,West Coast Conference,1460
2022,229,Pittsburgh,Atlantic Coast Conference,1477
2022,230,Portland,West Coast Conference,1772
2022,231,Portland State,Big Sky Conference,1728
2022,232,Prairie View A&M,Southwestern Athletic Conference,1420
2022,233,Presbyterian,Big South Conference,1620
2022,234,Princeton,Ivy League,1908
2022,235,Providence,Big East Conference,1934
2022,236,Purdue,Big Ten Conference,2050
2022,237,Purdue Fort Wayne,Horizon League,1685
2022,238,Quinnipiac,Metro Atlantic Athletic Conference,1619
2022,239,Radford,Big South Conference,1568
2022,240,Rhode Island,Atlantic 10 Conference,1646
2022,241,Rice,Conference USA,1642
2022,242,Richmond,Atlantic 10 Conference,1792
2022,243,Rider,Metro Atlantic Athletic Conference,1651
2022,244,Robert Morris,Horizon League,1504
2022,245,Rutgers,Big Ten Conference,1880
2022,249,Sacramento State,Big Sky Conference,1540
2022,250,Sacred Heart,Northeast Conference,1488
2022,251,Saint Joseph's,Atlantic 10 Conference,1629
2022,252,Saint Louis,Atlantic 10 Conference,1817
2022,253,Saint Mary's,West Coast Conference,2066
2022,254,Saint Peter's,Metro Atlantic Athletic Conference,1906
2022,256,Samford,Southern Conference,1738
2022,255,Sam Houston,Western Athletic Conference,1914
2022,258,San Diego,West Coast Conference,1520
2022,257,San Diego State,Mountain West Conference,1984
2022,259,San Francisco,West Coast Conference,2078
2022,260,San José State,Mountain West Conference,1438
2022,261,Santa Clara,West Coast Conference,1911
2022,262,Seattle U,Western Athletic Conference,1843
2022,246,SE Louisiana,Southland Conference,1663
2022,263,Seton Hall,Big East Conference,1788
2022,264,Siena,Metro Atlantic Athletic Conference,1593
2022,247,SIU Edwardsville,Ohio Valley Conference,1563
2022,248,SMU,American Athletic Conference,1867
2022,265,South Alabama,Sun Belt Conference,1785
2022,266,South Carolina,Southeastern Conference,1737
2022,267,South Carolina State,Mid-Eastern Athletic Conference,1572
2022,268,South Carolina Upstate,Big South Conference,1638
2022,269,South Dakota,Summit League,1857
2022,270,South Dakota State,Summit League,2046
2022,272,Southeast Missouri State,Ohio Valley Conference,1793
2022,274,Southern,Southwestern Athletic Conference,1596
2022,273,Southern Illinois,Missouri Valley Conference,1802
2022,275,Southern Miss,Conference USA,1392
2022,276,Southern Utah,Big Sky Conference,1811
2022,271,South Florida,American Athletic Conference,1449
2022,281,Stanford,Pac-12 Conference,1699
2022,277,St. Bonaventure,Atlantic 10 Conference,1832
2022,282,Stephen F. Austin,Western Athletic Conference,1870
2022,283,Stetson,ASUN Conference,1631
2022,364,St. Francis Brooklyn,Northeast Conference,1431
2022,278,St. Francis (PA),Northeast Conference,1424
2022,279,St. John's,Big East Conference,1932
2022,285,Stony Brook,America East Conference,1616
2022,280,St. Thomas-Minnesota,Summit League,1595
2022,286,Syracuse,Atlantic Coast Conference,1889
2022,288,Tarleton State,Western Athletic Conference,1658
2022,287,TCU,Big 12 Conference,1991
2022,289,Temple,American Athletic Conference,1711
2022,292,Tennessee,Southeastern Conference,2164
2022,290,Tennessee State,Ohio Valley Conference,1678
2022,291,Tennessee Tech,Ohio Valley Conference,1655
2022,295,Texas,Big 12 Conference,1975
2022,293,Texas A&M,Southeastern Conference,2013
2022,294,Texas A&M-Corpus Christi,Southland Conference,1731
2022,296,Texas Southern,Southwestern Athletic Conference,1709
2022,297,Texas State,Sun Belt Conference,1849
2022,298,Texas Tech,Big 12 Conference,2174
2022,299,The Citadel,Southern Conference,1603
2022,300,Toledo,Mid-American Conference,1940
2022,301,Towson,Coastal Athletic Association,1917
2022,302,Troy,Sun Belt Conference,1728
2022,303,Tulane,American Athletic Conference,1795
2022,304,Tulsa,American Athletic Conference,1591
2022,305,UAB,Conference USA,2004
2022,306,UAlbany,America East Conference,1520
2022,307,UC Davis,Big West Conference,1591
2022,312,UCF,American Athletic Conference,1693
2022,308,UC Irvine,Big West Conference,1738
2022,313,UCLA,Pac-12 Conference,2085
2022,314,UConn,Big East Conference,1938
2022,309,UC Riverside,Big West Conference,1660
2022,310,UC San Diego,Big West Conference,1549
2022,311,UC Santa Barbara,Big West Conference,1786
2022,315,UIC,Horizon League,1587
2022,316,UL Monroe,Sun Belt Conference,1590
2022,318,UMass Lowell,America East Conference,1665
2022,317,UMBC,America East Conference,1651
2022,319,UNC Asheville,Big South Conference,1842
2022,320,UNC Greensboro,Southern Conference,1708
2022,321,UNC Wilmington,Coastal Athletic Association,1845
2022,322,UNLV,Mountain West Conference,1864
2022,323,USC,Pac-12 Conference,1811
2022,331,Utah,Pac-12 Conference,1629
2022,329,Utah State,Mountain West Conference,1844
2022,330,Utah Tech,Western Athletic Conference,1625
2022,332,Utah Valley,Western Athletic Conference,1834
2022,324,UT Arlington,Sun Belt Conference,1694
2022,327,UTEP,Conference USA,1745
2022,325,UT Martin,Ohio Valley Conference,1515
2022,326,UT Rio Grande Valley,Western Athletic Conference,1447
2022,328,UTSA,Conference USA,1565
2022,335,Valparaiso,Missouri Valley Conference,1675
2022,336,Vanderbilt,Southeastern Conference,1918
2022,333,VCU,Atlantic 10 Conference,1889
2022,337,Vermont,America East Conference,2125
2022,338,Villanova,Big East Conference,2076
2022,339,Virginia,Atlantic Coast Conference,1795
2022,340,Virginia Tech,Atlantic Coast Conference,2020
2022,334,VMI,Southern Conference,1699
2022,341,Wagner,Northeast Conference,1715
2022,342,Wake Forest,Atlantic Coast Conference,1903
2022,343,Washington,Pac-12 Conference,1724
2022,344,Washington State,Pac-12 Conference,1937
2022,345,Weber State,Big Sky Conference,1769
2022,348,Western Carolina,Southern Conference,1485
2022,349,Western Illinois,Summit League,1622
2022,350,Western Kentucky,Conference USA,1848
2022,351,Western Michigan,Mid-American Conference,1471
2022,347,West Virginia,Big 12 Conference,1780
2022,352,Wichita State,American Athletic Conference,1721
2022,353,William & Mary,Coastal Athletic Association,1345
2022,354,Winthrop,Big South Conference,1785
2022,355,Wisconsin,Big Ten Conference,1885
2022,356,Wofford,Southern Conference,1786
2022,357,Wright State,Horizon League,1833
2022,358,Wyoming,Mountain West Conference,1848
2022,359,Xavier,Big East Conference,1831
2022,360,Yale,Ivy League,1697
2022,361,Youngstown State,Horizon League,1621
