season,teamId,team,conference,elo
2014,80,Eastern Washington,Big Sky Conference,1648
2014,75,East Tennessee State,ASUN Conference,1597
2014,81,Elon,Southern Conference,1654
2014,82,Evansville,Missouri Valley Conference,1560
2014,83,Fairfield,Metro Atlantic Athletic Conference,1391
2014,84,Fairleigh Dickinson,Northeast Conference,1407
2014,87,Florida,Southeastern Conference,2173
2014,85,Florida A&M,Mid-Eastern Athletic Conference,1464
2014,86,Florida Atlantic,Conference USA,1557
2014,88,Florida Gulf Coast,ASUN Conference,1685
2014,89,Florida International,Conference USA,1614
2014,90,Florida State,Atlantic Coast Conference,1823
2014,91,Fordham,Atlantic 10 Conference,1491
2014,92,Fresno State,Mountain West Conference,1799
2014,93,Furman,Southern Conference,1251
2014,94,Gardner-Webb,Big South Conference,1701
2014,95,George Mason,Atlantic 10 Conference,1617
2014,97,Georgetown,Big East Conference,1823
2014,96,George Washington,Atlantic 10 Conference,1797
2014,98,Georgia,Southeastern Conference,1854
2014,99,Georgia Southern,Southern Conference,1466
2014,100,Georgia State,Sun Belt Conference,1971
2014,101,Georgia Tech,Atlantic Coast Conference,1708
2014,102,Gonzaga,West Coast Conference,2036
2014,103,Grambling,Southwestern Athletic Conference,1169
2014,104,Grand Canyon,Western Athletic Conference,1566
2014,105,Green Bay,Horizon League,1899
2014,106,Hampton,Mid-Eastern Athletic Conference,1607
2014,363,Hartford,America East Conference,1574
2014,107,Harvard,Ivy League,2005
2014,108,Hawai'i,Big West Conference,1703
2014,109,High Point,Big South Conference,1673
2014,110,Hofstra,Coastal Athletic Association,1477
2014,111,Holy Cross,Patriot League,1627
2014,113,Houston,American Athletic Conference,1658
2014,112,Houston Christian,Southland Conference,1411
2014,114,Howard,Mid-Eastern Athletic Conference,1245
2014,117,Idaho,Western Athletic Conference,1563
2014,116,Idaho State,Big Sky Conference,1605
2014,118,Illinois,Big Ten Conference,1848
2014,119,Illinois State,Missouri Valley Conference,1674
2014,120,Incarnate Word,Southland Conference,1673
2014,121,Indiana,Big Ten Conference,1823
2014,122,Indiana State,Missouri Valley Conference,1665
2014,123,Iona,Metro Atlantic Athletic Conference,1819
2014,124,Iowa,Big Ten Conference,1933
2014,125,Iowa State,Big 12 Conference,2048
2014,115,IU Indianapolis,Summit League,1332
2014,126,Jackson State,Southwestern Athletic Conference,1392
2014,127,Jacksonville,ASUN Conference,1423
2014,128,Jacksonville State,Ohio Valley Conference,1377
2014,129,James Madison,Coastal Athletic Association,1460
2014,131,Kansas,Big 12 Conference,2062
2014,130,Kansas City,Western Athletic Conference,1503
2014,132,Kansas State,Big 12 Conference,1859
2014,133,Kennesaw State,ASUN Conference,1319
2014,134,Kent State,Mid-American Conference,1641
2014,135,Kentucky,Southeastern Conference,2050
2014,138,Lafayette,Patriot League,1512
2014,139,Lamar,Southland Conference,1357
2014,137,La Salle,Atlantic 10 Conference,1674
2014,141,Lehigh,Patriot League,1490
2014,142,Liberty,Big South Conference,1571
2014,143,Lipscomb,ASUN Conference,1502
2014,144,Little Rock,Sun Belt Conference,1616
2014,145,Long Beach State,Big West Conference,1686
2014,146,Long Island University,Northeast Conference,1264
2014,147,Longwood,Big South Conference,1326
2014,148,Louisiana,Sun Belt Conference,1824
2014,149,Louisiana Tech,Conference USA,2015
2014,150,Louisville,American Athletic Conference,2282
2014,151,Loyola Chicago,Missouri Valley Conference,1501
2014,152,Loyola Maryland,Patriot League,1346
2014,153,Loyola Marymount,West Coast Conference,1584
2014,136,LSU,Southeastern Conference,1821
2014,154,Maine,America East Conference,1222
2014,155,Manhattan,Metro Atlantic Athletic Conference,1818
2014,156,Marist,Metro Atlantic Athletic Conference,1555
2014,157,Marquette,Big East Conference,1814
2014,158,Marshall,Conference USA,1542
2014,160,Maryland,Atlantic Coast Conference,1866
2014,159,Maryland Eastern Shore,Mid-Eastern Athletic Conference,1326
2014,161,Massachusetts,Atlantic 10 Conference,1784
2014,162,McNeese,Southland Conference,1512
2014,163,Memphis,American Athletic Conference,1836
2014,164,Mercer,ASUN Conference,1823
2014,168,Miami,Atlantic Coast Conference,1796
2014,167,Miami (OH),Mid-American Conference,1591
2014,170,Michigan,Big Ten Conference,2060
2014,169,Michigan State,Big Ten Conference,2065
2014,171,Middle Tennessee,Conference USA,1893
2014,172,Milwaukee,Horizon League,1755
2014,173,Minnesota,Big Ten Conference,1833
2014,174,Mississippi State,Southeastern Conference,1549
2014,175,Mississippi Valley State,Southwestern Athletic Conference,1225
2014,177,Missouri,Southeastern Conference,1768
2014,176,Missouri State,Missouri Valley Conference,1634
2014,178,Monmouth,Metro Atlantic Athletic Conference,1379
2014,179,Montana,Big Sky Conference,1629
2014,180,Montana State,Big Sky Conference,1426
2014,181,Morehead State,Ohio Valley Conference,1656
2014,182,Morgan State,Mid-Eastern Athletic Conference,1609
2014,183,Mount St. Mary's,Northeast Conference,1625
2014,184,Murray State,Ohio Valley Conference,1856
2014,187,Navy,Patriot League,1442
2014,185,NC State,Atlantic Coast Conference,1836
2014,188,Nebraska,Big Ten Conference,1861
2014,189,Nevada,Mountain West Conference,1720
2014,190,New Hampshire,America East Conference,1315
2014,191,New Mexico,Mountain West Conference,2030
2014,192,New Mexico State,Western Athletic Conference,1940
2014,193,New Orleans,Southland Conference,1366
2014,194,Niagara,Metro Atlantic Athletic Conference,1333
2014,195,Nicholls,Southland Conference,1532
2014,186,NJIT,Division I Independents,1670
2014,196,Norfolk State,Mid-Eastern Athletic Conference,1570
2014,200,North Carolina,Atlantic Coast Conference,1972
2014,198,North Carolina A&T,Mid-Eastern Athletic Conference,1268
2014,199,North Carolina Central,Mid-Eastern Athletic Conference,1945
2014,201,North Dakota,Big Sky Conference,1589
2014,202,North Dakota State,Summit League,2034
2014,205,Northeastern,Coastal Athletic Association,1546
2014,206,Northern Arizona,Big Sky Conference,1572
2014,207,Northern Colorado,Big Sky Conference,1585
2014,208,Northern Illinois,Mid-American Conference,1671
2014,209,Northern Iowa,Missouri Valley Conference,1786
2014,210,Northern Kentucky,ASUN Conference,1407
2014,203,North Florida,ASUN Conference,1530
2014,204,North Texas,Conference USA,1500
2014,212,Northwestern,Big Ten Conference,1680
2014,211,Northwestern State,Southland Conference,1751
2014,213,Notre Dame,Atlantic Coast Conference,1704
2014,214,Oakland,Horizon League,1679
2014,215,Ohio,Mid-American Conference,1743
2014,216,Ohio State,Big Ten Conference,1965
2014,217,Oklahoma,Big 12 Conference,1990
2014,218,Oklahoma State,Big 12 Conference,2016
2014,219,Old Dominion,Conference USA,1721
2014,220,Ole Miss,Southeastern Conference,1734
2014,221,Omaha,Summit League,1675
2014,222,Oral Roberts,Southland Conference,1670
2014,223,Oregon,Pac-12 Conference,1967
2014,224,Oregon State,Pac-12 Conference,1705
2014,225,Pacific,West Coast Conference,1665
2014,226,Penn State,Big Ten Conference,1760
2014,227,Pennsylvania,Ivy League,1483
2014,228,Pepperdine,West Coast Conference,1581
2014,229,Pittsburgh,Atlantic Coast Conference,2017
2014,230,Portland,West Coast Conference,1745
2014,231,Portland State,Big Sky Conference,1561
2014,232,Prairie View A&M,Southwestern Athletic Conference,1456
2014,233,Presbyterian,Big South Conference,1321
2014,234,Princeton,Ivy League,1816
2014,235,Providence,Big East Conference,1877
2014,236,Purdue,Big Ten Conference,1733
2014,237,Purdue Fort Wayne,Summit League,1827
2014,238,Quinnipiac,Metro Atlantic Athletic Conference,1522
2014,239,Radford,Big South Conference,1612
2014,240,Rhode Island,Atlantic 10 Conference,1714
2014,241,Rice,Conference USA,1389
2014,242,Richmond,Atlantic 10 Conference,1690
2014,243,Rider,Metro Atlantic Athletic Conference,1436
2014,244,Robert Morris,Northeast Conference,1633
2014,245,Rutgers,American Athletic Conference,1509
2014,249,Sacramento State,Big Sky Conference,1614
2014,250,Sacred Heart,Northeast Conference,1346
2014,251,Saint Joseph's,Atlantic 10 Conference,1858
2014,252,Saint Louis,Atlantic 10 Conference,1852
2014,253,Saint Mary's,West Coast Conference,1811
2014,254,Saint Peter's,Metro Atlantic Athletic Conference,1462
2014,256,Samford,Southern Conference,1400
2014,255,Sam Houston,Southland Conference,1686
2014,258,San Diego,West Coast Conference,1710
2014,257,San Diego State,Mountain West Conference,2138
2014,259,San Francisco,West Coast Conference,1818
2014,260,San José State,Mountain West Conference,1387
2014,261,Santa Clara,West Coast Conference,1710
2014,380,Savannah State,Mid-Eastern Athletic Conference,1519
2014,262,Seattle U,Western Athletic Conference,1555
2014,246,SE Louisiana,Southland Conference,1471
2014,263,Seton Hall,Big East Conference,1750
2014,264,Siena,Metro Atlantic Athletic Conference,1653
2014,247,SIU Edwardsville,Ohio Valley Conference,1513
2014,248,SMU,American Athletic Conference,1919
2014,265,South Alabama,Sun Belt Conference,1527
2014,266,South Carolina,Southeastern Conference,1738
2014,267,South Carolina State,Mid-Eastern Athletic Conference,1245
2014,268,South Carolina Upstate,ASUN Conference,1676
2014,269,South Dakota,Summit League,1629
2014,270,South Dakota State,Summit League,1866
2014,272,Southeast Missouri State,Ohio Valley Conference,1634
2014,274,Southern,Southwestern Athletic Conference,1691
2014,273,Southern Illinois,Missouri Valley Conference,1699
2014,275,Southern Miss,Conference USA,1858
2014,276,Southern Utah,Big Sky Conference,1206
2014,271,South Florida,American Athletic Conference,1560
2014,281,Stanford,Pac-12 Conference,1896
2014,277,St. Bonaventure,Atlantic 10 Conference,1691
2014,282,Stephen F. Austin,Southland Conference,1946
2014,283,Stetson,ASUN Conference,1227
2014,364,St. Francis Brooklyn,Northeast Conference,1610
2014,278,St. Francis (PA),Northeast Conference,1304
2014,279,St. John's,Big East Conference,1812
2014,285,Stony Brook,America East Conference,1603
2014,286,Syracuse,Atlantic Coast Conference,2002
2014,287,TCU,Big 12 Conference,1473
2014,289,Temple,American Athletic Conference,1629
2014,292,Tennessee,Southeastern Conference,2168
2014,290,Tennessee State,Ohio Valley Conference,1488
2014,291,Tennessee Tech,Ohio Valley Conference,1562
2014,295,Texas,Big 12 Conference,1860
2014,293,Texas A&M,Southeastern Conference,1714
2014,294,Texas A&M-Corpus Christi,Southland Conference,1620
2014,296,Texas Southern,Southwestern Athletic Conference,1631
2014,297,Texas State,Sun Belt Conference,1509
2014,298,Texas Tech,Big 12 Conference,1747
2014,299,The Citadel,Southern Conference,1361
2014,300,Toledo,Mid-American Conference,1767
2014,301,Towson,Coastal Athletic Association,1724
2014,302,Troy,Sun Belt Conference,1603
2014,303,Tulane,Conference USA,1440
2014,304,Tulsa,Conference USA,1932
2014,305,UAB,Conference USA,1654
2014,306,UAlbany,America East Conference,1722
2014,307,UC Davis,Big West Conference,1400
2014,312,UCF,American Athletic Conference,1679
2014,308,UC Irvine,Big West Conference,1829
2014,313,UCLA,Pac-12 Conference,2133
2014,314,UConn,American Athletic Conference,2114
2014,309,UC Riverside,Big West Conference,1514
2014,311,UC Santa Barbara,Big West Conference,1724
2014,315,UIC,Horizon League,1605
2014,316,UL Monroe,Sun Belt Conference,1549
2014,318,UMass Lowell,America East Conference,1359
2014,317,UMBC,America East Conference,1261
2014,319,UNC Asheville,Big South Conference,1750
2014,320,UNC Greensboro,Southern Conference,1388
2014,321,UNC Wilmington,Coastal Athletic Association,1410
2014,322,UNLV,Mountain West Conference,1878
2014,323,USC,Pac-12 Conference,1612
2014,331,Utah,Pac-12 Conference,1871
2014,329,Utah State,Mountain West Conference,1713
2014,332,Utah Valley,Western Athletic Conference,1653
2014,324,UT Arlington,Sun Belt Conference,1589
2014,327,UTEP,Conference USA,1816
2014,325,UT Martin,Ohio Valley Conference,1391
2014,326,UT Rio Grande Valley,Western Athletic Conference,1434
2014,328,UTSA,Conference USA,1434
2014,335,Valparaiso,Horizon League,1721
2014,336,Vanderbilt,Southeastern Conference,1627
2014,333,VCU,Atlantic 10 Conference,2000
2014,337,Vermont,America East Conference,1842
2014,338,Villanova,Big East Conference,2040
2014,339,Virginia,Atlantic Coast Conference,2117
2014,340,Virginia Tech,Atlantic Coast Conference,1598
2014,334,VMI,Big South Conference,1788
2014,341,Wagner,Northeast Conference,1618
2014,342,Wake Forest,Atlantic Coast Conference,1647
2014,343,Washington,Pac-12 Conference,1784
2014,344,Washington State,Pac-12 Conference,1613
2014,345,Weber State,Big Sky Conference,1830
2014,348,Western Carolina,Southern Conference,1598
2014,349,Western Illinois,Summit League,1586
2014,350,Western Kentucky,Sun Belt Conference,1652
2014,351,Western Michigan,Mid-American Conference,1799
2014,347,West Virginia,Big 12 Conference,1814
2014,352,Wichita State,Missouri Valley Conference,2114
2014,353,William & Mary,Coastal Athletic Association,1614
2014,354,Winthrop,Big South Conference,1689
2014,355,Wisconsin,Big Ten Conference,2177
2014,356,Wofford,Southern Conference,1708
2014,357,Wright State,Horizon League,1853
2014,358,Wyoming,Mountain West Conference,1696
2014,359,Xavier,Big East Conference,1802
2014,360,Yale,Ivy League,1756
2014,361,Youngstown State,Horizon League,1664
