season,teamId,team,conference,offensiveRating,defensiveRating,netRating,rankings
2018,171,Middle Tennessee,CUSA,127.4,124.0,3.3,"{'offense': 83, 'defense': 149, 'net': 26}"
2018,151,Loyola Chicago,MVC,122.6,119.3,3.3,"{'offense': 254, 'defense': 5, 'net': 26}"
2018,347,West Virginia,Big 12,123.8,120.6,3.2,"{'offense': 195, 'defense': 24, 'net': 29}"
2018,270,South Dakota State,Summit,128.1,125.0,3.2,"{'offense': 65, 'defense': 190, 'net': 29}"
2018,92,Fresno State,Mountain West,131.8,128.7,3.1,"{'offense': 18, 'defense': 290, 'net': 31}"
2018,207,Northern Colorado,Big Sky,129.3,126.2,3.1,"{'offense': 40, 'defense': 231, 'net': 31}"
2018,210,Northern Kentucky,Horizon,126.0,122.9,3.0,"{'offense': 119, 'defense': 111, 'net': 33}"
2018,332,Utah Valley,WAC,131.4,128.5,2.9,"{'offense': 20, 'defense': 284, 'net': 34}"
2018,200,North Carolina,ACC,123.5,120.7,2.8,"{'offense': 208, 'defense': 28, 'net': 35}"
2018,34,Butler,Big East,126.8,124.1,2.7,"{'offense': 97, 'defense': 155, 'net': 36}"
2018,292,Tennessee,SEC,122.5,119.8,2.7,"{'offense': 258, 'defense': 9, 'net': 36}"
2018,46,Charleston,CAA,128.5,125.9,2.7,"{'offense': 59, 'defense': 225, 'net': 36}"
2018,345,Weber State,Big Sky,139.8,137.1,2.7,"{'offense': 3, 'defense': 345, 'net': 36}"
2018,131,Kansas,Big 12,123.7,121.0,2.7,"{'offense': 197, 'defense': 35, 'net': 36}"
2018,316,UL Monroe,Sun Belt,138.7,136.0,2.7,"{'offense': 4, 'defense': 343, 'net': 36}"
2018,352,Wichita State,American,124.9,122.2,2.7,"{'offense': 157, 'defense': 85, 'net': 36}"
2018,320,UNC Greensboro,SoCon,122.0,119.4,2.6,"{'offense': 282, 'defense': 7, 'net': 43}"
2018,226,Penn State,Big Ten,122.7,120.1,2.6,"{'offense': 246, 'defense': 12, 'net': 43}"
2018,246,SE Louisiana,Southland,131.2,128.6,2.6,"{'offense': 21, 'defense': 285, 'net': 43}"
2018,174,Mississippi State,SEC,127.8,125.3,2.5,"{'offense': 72, 'defense': 200, 'net': 46}"
2018,359,Xavier,Big East,124.5,121.9,2.5,"{'offense': 166, 'defense': 69, 'net': 46}"
2018,11,Arizona,Pac-12,123.7,121.1,2.5,"{'offense': 197, 'defense': 40, 'net': 46}"
2018,298,Texas Tech,Big 12,122.5,119.9,2.5,"{'offense': 258, 'defense': 11, 'net': 46}"
2018,16,Auburn,SEC,123.4,120.9,2.5,"{'offense': 216, 'defense': 33, 'net': 46}"
2018,158,Marshall,CUSA,127.2,124.7,2.5,"{'offense': 89, 'defense': 180, 'net': 46}"
2018,185,NC State,ACC,129.8,127.3,2.5,"{'offense': 31, 'defense': 259, 'net': 46}"
2018,216,Ohio State,Big Ten,123.2,120.8,2.4,"{'offense': 223, 'defense': 31, 'net': 53}"
2018,32,Bucknell,Patriot,125.3,122.9,2.4,"{'offense': 142, 'defense': 111, 'net': 53}"
2018,179,Montana,Big Sky,129.3,126.9,2.4,"{'offense': 40, 'defense': 248, 'net': 53}"
2018,52,Clemson,ACC,122.9,120.6,2.3,"{'offense': 234, 'defense': 24, 'net': 56}"
2018,323,USC,Pac-12,126.8,124.5,2.3,"{'offense': 97, 'defense': 171, 'net': 56}"
2018,269,South Dakota,Summit,122.4,120.1,2.3,"{'offense': 262, 'defense': 12, 'net': 56}"
2018,192,New Mexico State,WAC,126.8,124.6,2.2,"{'offense': 97, 'defense': 176, 'net': 59}"
2018,277,St. Bonaventure,A-10,122.7,120.5,2.2,"{'offense': 246, 'defense': 21, 'net': 59}"
2018,42,Canisius,MAAC,127.5,125.3,2.2,"{'offense': 79, 'defense': 200, 'net': 59}"
2018,33,Buffalo,MAC,123.4,121.2,2.2,"{'offense': 216, 'defense': 43, 'net': 59}"
2018,80,Eastern Washington,Big Sky,130.6,128.4,2.1,"{'offense': 28, 'defense': 282, 'net': 63}"
2018,168,Miami,ACC,127.5,125.5,2.0,"{'offense': 79, 'defense': 208, 'net': 64}"
2018,357,Wright State,Horizon,125.1,123.1,2.0,"{'offense': 147, 'defense': 124, 'net': 64}"
2018,287,TCU,Big 12,126.8,124.8,2.0,"{'offense': 97, 'defense': 185, 'net': 64}"
2018,90,Florida State,ACC,122.9,120.9,2.0,"{'offense': 234, 'defense': 33, 'net': 64}"
2018,176,Missouri State,MVC,131.2,129.3,1.9,"{'offense': 21, 'defense': 300, 'net': 68}"
2018,18,BYU,WCC,124.8,122.9,1.9,"{'offense': 162, 'defense': 111, 'net': 68}"
2018,100,Georgia State,Sun Belt,122.1,120.2,1.9,"{'offense': 279, 'defense': 16, 'net': 68}"
2018,240,Rhode Island,A-10,122.4,120.6,1.8,"{'offense': 262, 'defense': 24, 'net': 71}"
2018,340,Virginia Tech,ACC,123.6,121.8,1.8,"{'offense': 205, 'defense': 64, 'net': 71}"
2018,199,North Carolina Central,MEAC,126.5,124.7,1.8,"{'offense': 106, 'defense': 180, 'net': 71}"
2018,135,Kentucky,SEC,128.0,126.2,1.8,"{'offense': 68, 'defense': 231, 'net': 71}"
2018,104,Grand Canyon,WAC,120.6,118.9,1.8,"{'offense': 339, 'defense': 3, 'net': 71}"
2018,313,UCLA,Pac-12,126.3,124.6,1.7,"{'offense': 110, 'defense': 176, 'net': 76}"
2018,87,Florida,SEC,123.2,121.6,1.6,"{'offense': 223, 'defense': 52, 'net': 77}"
2018,10,Arizona State,Pac-12,123.0,121.3,1.6,"{'offense': 232, 'defense': 46, 'net': 77}"
2018,306,UAlbany,Am. East,125.7,124.0,1.6,"{'offense': 129, 'defense': 149, 'net': 77}"
2018,354,Winthrop,Big South,123.0,121.6,1.5,"{'offense': 232, 'defense': 52, 'net': 80}"
2018,223,Oregon,Pac-12,122.6,121.1,1.5,"{'offense': 254, 'defense': 40, 'net': 80}"
2018,263,Seton Hall,Big East,123.1,121.6,1.5,"{'offense': 226, 'defense': 52, 'net': 80}"
2018,305,UAB,CUSA,128.1,126.7,1.4,"{'offense': 65, 'defense': 242, 'net': 83}"
2018,227,Pennsylvania,Ivy,121.7,120.4,1.4,"{'offense': 302, 'defense': 20, 'net': 83}"
2018,248,SMU,American,122.7,121.3,1.4,"{'offense': 246, 'defense': 46, 'net': 83}"
2018,278,St. Francis (PA),NEC,131.9,130.6,1.3,"{'offense': 17, 'defense': 319, 'net': 86}"
2018,19,Ball State,MAC,126.1,124.8,1.3,"{'offense': 117, 'defense': 185, 'net': 86}"
2018,132,Kansas State,Big 12,122.0,120.7,1.3,"{'offense': 282, 'defense': 28, 'net': 86}"
2018,177,Missouri,SEC,122.3,121.0,1.3,"{'offense': 268, 'defense': 35, 'net': 86}"
2018,304,Tulsa,American,126.9,125.6,1.3,"{'offense': 94, 'defense': 212, 'net': 86}"
2018,150,Louisville,ACC,121.8,120.6,1.2,"{'offense': 294, 'defense': 24, 'net': 91}"
2018,213,Notre Dame,ACC,123.1,122.0,1.1,"{'offense': 226, 'defense': 73, 'net': 92}"
2018,12,Arkansas,SEC,123.1,122.0,1.1,"{'offense': 226, 'defense': 73, 'net': 92}"
2018,188,Nebraska,Big Ten,122.1,121.0,1.1,"{'offense': 279, 'defense': 35, 'net': 92}"
2018,136,LSU,SEC,123.1,122.1,1.1,"{'offense': 226, 'defense': 78, 'net': 92}"
2018,20,Baylor,Big 12,122.7,121.7,1.1,"{'offense': 246, 'defense': 60, 'net': 92}"
2018,88,Florida Gulf Coast,ASUN,127.3,126.1,1.1,"{'offense': 85, 'defense': 227, 'net': 92}"
2018,301,Towson,CAA,122.4,121.4,1.0,"{'offense': 262, 'defense': 50, 'net': 98}"
2018,239,Radford,Big South,125.2,124.2,1.0,"{'offense': 144, 'defense': 158, 'net': 98}"
2018,61,Creighton,Big East,123.3,122.2,1.0,"{'offense': 222, 'defense': 85, 'net': 98}"
2018,243,Rider,MAAC,123.4,122.3,1.0,"{'offense': 216, 'defense': 92, 'net': 98}"
2018,356,Wofford,SoCon,129.6,128.7,1.0,"{'offense': 33, 'defense': 290, 'net': 98}"
2018,139,Lamar,Southland,122.2,121.2,1.0,"{'offense': 272, 'defense': 43, 'net': 98}"
2018,164,Mercer,SoCon,123.5,122.4,1.0,"{'offense': 208, 'defense': 97, 'net': 98}"
2018,341,Wagner,NEC,122.9,122.0,1.0,"{'offense': 234, 'defense': 73, 'net': 98}"
2018,335,Valparaiso,MVC,125.1,124.0,1.0,"{'offense': 147, 'defense': 149, 'net': 98}"
2018,99,Georgia Southern,Sun Belt,121.7,120.8,1.0,"{'offense': 302, 'defense': 31, 'net': 98}"
2018,123,Iona,MAAC,123.9,122.9,1.0,"{'offense': 191, 'defense': 111, 'net': 98}"
2018,143,Lipscomb,ASUN,126.1,125.2,0.9,"{'offense': 117, 'defense': 194, 'net': 109}"
2018,262,Seattle U,WAC,126.3,125.4,0.9,"{'offense': 110, 'defense': 205, 'net': 109}"
2018,237,Purdue Fort Wayne,Summit,129.0,128.3,0.8,"{'offense': 47, 'defense': 277, 'net': 111}"
2018,128,Jacksonville State,OVC,129.2,128.3,0.8,"{'offense': 45, 'defense': 277, 'net': 111}"
2018,107,Harvard,Ivy,121.0,120.2,0.8,"{'offense': 332, 'defense': 16, 'net': 111}"
2018,295,Texas,Big 12,121.3,120.5,0.8,"{'offense': 319, 'defense': 21, 'net': 111}"
2018,315,UIC,Horizon,124.7,124.0,0.7,"{'offense': 163, 'defense': 149, 'net': 115}"
2018,110,Hofstra,CAA,127.9,127.2,0.7,"{'offense': 71, 'defense': 255, 'net': 115}"
2018,195,Nicholls,Southland,125.1,124.4,0.7,"{'offense': 147, 'defense': 165, 'net': 115}"
2018,79,Eastern Michigan,MAC,121.4,120.7,0.7,"{'offense': 312, 'defense': 28, 'net': 115}"
2018,157,Marquette,Big East,123.7,123.1,0.6,"{'offense': 197, 'defense': 124, 'net': 119}"
2018,142,Liberty,Big South,121.8,121.2,0.6,"{'offense': 294, 'defense': 43, 'net': 119}"
2018,193,New Orleans,Southland,129.6,129.0,0.6,"{'offense': 33, 'defense': 296, 'net': 119}"
2018,308,UC Irvine,Big West,122.4,121.8,0.6,"{'offense': 262, 'defense': 64, 'net': 119}"
2018,58,Columbia,Ivy,128.7,128.1,0.6,"{'offense': 55, 'defense': 276, 'net': 119}"
2018,218,Oklahoma State,Big 12,122.8,122.2,0.6,"{'offense': 241, 'defense': 85, 'net': 119}"
2018,45,Central Michigan,MAC,124.0,123.5,0.6,"{'offense': 187, 'defense': 140, 'net': 119}"
2018,191,New Mexico,Mountain West,122.5,122.1,0.5,"{'offense': 258, 'defense': 78, 'net': 126}"
2018,160,Maryland,Big Ten,127.7,127.2,0.5,"{'offense': 75, 'defense': 255, 'net': 126}"
2018,196,Norfolk State,MEAC,128.9,128.4,0.5,"{'offense': 50, 'defense': 282, 'net': 126}"
2018,204,North Texas,CUSA,126.4,125.8,0.5,"{'offense': 107, 'defense': 219, 'net': 126}"
2018,286,Syracuse,ACC,125.7,125.2,0.5,"{'offense': 129, 'defense': 194, 'net': 126}"
2018,217,Oklahoma,Big 12,122.8,122.3,0.5,"{'offense': 241, 'defense': 92, 'net': 126}"
2018,214,Oakland,Horizon,122.6,122.1,0.5,"{'offense': 254, 'defense': 78, 'net': 126}"
2018,55,Colgate,Patriot,125.6,125.2,0.4,"{'offense': 132, 'defense': 194, 'net': 133}"
2018,322,UNLV,Mountain West,129.6,129.2,0.4,"{'offense': 33, 'defense': 299, 'net': 133}"
2018,300,Toledo,MAC,126.9,126.4,0.4,"{'offense': 94, 'defense': 236, 'net': 133}"
2018,333,VCU,A-10,126.6,126.2,0.4,"{'offense': 104, 'defense': 231, 'net': 133}"
2018,358,Wyoming,Mountain West,125.2,124.8,0.4,"{'offense': 144, 'defense': 185, 'net': 133}"
2018,121,Indiana,Big Ten,122.5,122.2,0.4,"{'offense': 258, 'defense': 85, 'net': 133}"
2018,212,Northwestern,Big Ten,122.2,121.8,0.4,"{'offense': 272, 'defense': 64, 'net': 133}"
2018,98,Georgia,SEC,122.0,121.6,0.4,"{'offense': 282, 'defense': 52, 'net': 133}"
2018,293,Texas A&M,SEC,121.7,121.3,0.4,"{'offense': 302, 'defense': 46, 'net': 133}"
2018,319,UNC Asheville,Big South,123.4,123.1,0.3,"{'offense': 216, 'defense': 124, 'net': 142}"
2018,273,Southern Illinois,MVC,124.9,124.6,0.3,"{'offense': 157, 'defense': 176, 'net': 142}"
2018,37,Cal State Fullerton,Big West,124.4,124.2,0.2,"{'offense': 170, 'defense': 158, 'net': 144}"
2018,5,Alabama,SEC,125.8,125.6,0.2,"{'offense': 127, 'defense': 212, 'net': 144}"
2018,116,Idaho State,Big Sky,131.2,131.0,0.2,"{'offense': 21, 'defense': 321, 'net': 144}"
2018,317,UMBC,Am. East,122.0,121.9,0.2,"{'offense': 282, 'defense': 69, 'net': 144}"
2018,355,Wisconsin,Big Ten,121.9,121.8,0.2,"{'offense': 291, 'defense': 64, 'net': 144}"
2018,251,Saint Joseph's,A-10,124.1,123.9,0.2,"{'offense': 184, 'defense': 146, 'net': 144}"
2018,138,Lafayette,Patriot,134.4,134.3,0.1,"{'offense': 8, 'defense': 337, 'net': 150}"
2018,172,Milwaukee,Horizon,124.2,124.1,0.1,"{'offense': 180, 'defense': 155, 'net': 150}"
2018,215,Ohio,MAC,125.1,125.0,0.1,"{'offense': 147, 'defense': 190, 'net': 150}"
2018,254,Saint Peter's,MAAC,121.4,121.3,0.1,"{'offense': 312, 'defense': 46, 'net': 150}"
2018,225,Pacific,WCC,128.5,128.3,0.1,"{'offense': 59, 'defense': 277, 'net': 150}"
2018,44,Central Connecticut,NEC,128.4,128.3,0.1,"{'offense': 62, 'defense': 277, 'net': 150}"
2018,202,North Dakota State,Summit,127.8,127.7,0.1,"{'offense': 72, 'defense': 269, 'net': 150}"
2018,68,Denver,Summit,127.6,127.6,0.1,"{'offense': 77, 'defense': 265, 'net': 150}"
2018,149,Louisiana Tech,CUSA,127.5,127.4,0.1,"{'offense': 79, 'defense': 262, 'net': 150}"
2018,281,Stanford,Pac-12,121.1,121.0,0.1,"{'offense': 328, 'defense': 35, 'net': 150}"
2018,124,Iowa,Big Ten,123.5,123.4,0.1,"{'offense': 208, 'defense': 136, 'net': 150}"
2018,252,Saint Louis,A-10,124.9,124.8,0.1,"{'offense': 157, 'defense': 185, 'net': 150}"
2018,266,South Carolina,SEC,121.2,121.1,0.1,"{'offense': 324, 'defense': 40, 'net': 150}"
2018,26,Boston College,ACC,122.4,122.5,0.0,"{'offense': 262, 'defense': 100, 'net': 163}"
2018,259,San Francisco,WCC,123.2,123.2,0.0,"{'offense': 223, 'defense': 132, 'net': 163}"
2018,209,Northern Iowa,MVC,121.0,121.0,0.0,"{'offense': 332, 'defense': 35, 'net': 163}"
2018,103,Grambling,SWAC,122.9,122.9,0.0,"{'offense': 234, 'defense': 111, 'net': 163}"
2018,265,South Alabama,Sun Belt,124.0,124.1,0.0,"{'offense': 187, 'defense': 155, 'net': 163}"
2018,296,Texas Southern,SWAC,122.7,122.7,0.0,"{'offense': 246, 'defense': 106, 'net': 163}"
2018,360,Yale,Ivy,121.9,121.9,0.0,"{'offense': 291, 'defense': 69, 'net': 163}"
2018,272,Southeast Missouri State,OVC,128.8,128.8,0.0,"{'offense': 52, 'defense': 292, 'net': 163}"
2018,245,Rutgers,Big Ten,125.5,125.5,0.0,"{'offense': 133, 'defense': 208, 'net': 163}"
2018,97,Georgetown,Big East,121.8,121.9,-0.1,"{'offense': 294, 'defense': 69, 'net': 172}"
2018,329,Utah State,Mountain West,121.5,121.6,-0.1,"{'offense': 307, 'defense': 52, 'net': 172}"
2018,109,High Point,Big South,122.2,122.2,-0.1,"{'offense': 272, 'defense': 85, 'net': 172}"
2018,302,Troy,Sun Belt,125.4,125.4,-0.1,"{'offense': 137, 'defense': 205, 'net': 172}"
2018,146,Long Island University,NEC,122.9,123.0,-0.1,"{'offense': 234, 'defense': 118, 'net': 172}"
2018,232,Prairie View A&M,SWAC,122.0,122.2,-0.2,"{'offense': 282, 'defense': 85, 'net': 177}"
2018,70,Drake,MVC,121.5,121.7,-0.2,"{'offense': 307, 'defense': 60, 'net': 177}"
2018,106,Hampton,MEAC,121.8,122.1,-0.2,"{'offense': 294, 'defense': 78, 'net': 177}"
2018,56,Colorado,Pac-12,125.9,126.1,-0.2,"{'offense': 124, 'defense': 227, 'net': 177}"
2018,73,Duquesne,A-10,121.4,121.6,-0.2,"{'offense': 312, 'defense': 52, 'net': 177}"
2018,118,Illinois,Big Ten,122.2,122.4,-0.2,"{'offense': 272, 'defense': 97, 'net': 177}"
2018,183,Mount St. Mary's,NEC,125.1,125.3,-0.2,"{'offense': 147, 'defense': 200, 'net': 177}"
2018,187,Navy,Patriot,129.8,129.9,-0.2,"{'offense': 31, 'defense': 309, 'net': 177}"
2018,224,Oregon State,Pac-12,128.0,128.3,-0.3,"{'offense': 68, 'defense': 277, 'net': 185}"
2018,312,UCF,American,123.9,124.2,-0.3,"{'offense': 191, 'defense': 158, 'net': 185}"
2018,279,St. John's,Big East,121.2,121.5,-0.3,"{'offense': 324, 'defense': 51, 'net': 185}"
2018,41,Campbell,Big South,125.4,125.7,-0.3,"{'offense': 137, 'defense': 217, 'net': 185}"
2018,82,Evansville,MVC,120.2,120.5,-0.3,"{'offense': 343, 'defense': 21, 'net': 185}"
2018,289,Temple,American,121.8,122.1,-0.3,"{'offense': 294, 'defense': 78, 'net': 185}"
2018,178,Monmouth,MAAC,124.1,124.4,-0.3,"{'offense': 184, 'defense': 165, 'net': 185}"
2018,9,App State,Sun Belt,124.3,124.6,-0.3,"{'offense': 176, 'defense': 176, 'net': 185}"
2018,23,Bethune-Cookman,MEAC,121.5,121.8,-0.3,"{'offense': 307, 'defense': 64, 'net': 185}"
2018,194,Niagara,MAAC,127.5,127.8,-0.3,"{'offense': 79, 'defense': 273, 'net': 185}"
2018,285,Stony Brook,Am. East,121.3,121.7,-0.4,"{'offense': 319, 'defense': 60, 'net': 195}"
2018,108,Hawai'i,Big West,127.2,127.6,-0.4,"{'offense': 89, 'defense': 265, 'net': 195}"
2018,258,San Diego,WCC,124.4,124.7,-0.4,"{'offense': 170, 'defense': 180, 'net': 195}"
2018,255,Sam Houston,Southland,129.0,129.4,-0.4,"{'offense': 47, 'defense': 301, 'net': 195}"
2018,122,Indiana State,MVC,124.0,124.4,-0.4,"{'offense': 187, 'defense': 165, 'net': 195}"
2018,64,Dayton,A-10,126.3,126.8,-0.4,"{'offense': 110, 'defense': 245, 'net': 195}"
2018,244,Robert Morris,NEC,123.9,124.2,-0.4,"{'offense': 191, 'defense': 158, 'net': 195}"
2018,351,Western Michigan,MAC,125.4,125.8,-0.4,"{'offense': 137, 'defense': 219, 'net': 195}"
2018,47,Charleston Southern,Big South,121.8,122.1,-0.4,"{'offense': 294, 'defense': 78, 'net': 195}"
2018,155,Manhattan,MAAC,121.3,121.6,-0.4,"{'offense': 319, 'defense': 52, 'net': 195}"
2018,84,Fairleigh Dickinson,NEC,122.0,122.5,-0.5,"{'offense': 282, 'defense': 100, 'net': 205}"
2018,137,La Salle,A-10,126.0,126.5,-0.5,"{'offense': 119, 'defense': 239, 'net': 205}"
2018,134,Kent State,MAC,124.0,124.5,-0.5,"{'offense': 187, 'defense': 171, 'net': 205}"
2018,198,North Carolina A&T,MEAC,126.3,126.9,-0.5,"{'offense': 110, 'defense': 248, 'net': 205}"
2018,257,San Diego State,Mountain West,132.1,132.5,-0.5,"{'offense': 14, 'defense': 329, 'net': 205}"
2018,231,Portland State,Big Sky,131.0,131.5,-0.5,"{'offense': 25, 'defense': 324, 'net': 205}"
2018,17,Austin Peay,OVC,123.4,123.9,-0.5,"{'offense': 216, 'defense': 146, 'net': 205}"
2018,83,Fairfield,MAAC,125.0,125.5,-0.5,"{'offense': 153, 'defense': 208, 'net': 205}"
2018,119,Illinois State,MVC,121.4,122.0,-0.6,"{'offense': 312, 'defense': 73, 'net': 213}"
2018,163,Memphis,American,122.1,122.7,-0.6,"{'offense': 279, 'defense': 106, 'net': 213}"
2018,66,Delaware,CAA,124.3,125.0,-0.6,"{'offense': 176, 'defense': 190, 'net': 213}"
2018,2,Air Force,Mountain West,140.3,140.9,-0.6,"{'offense': 1, 'defense': 348, 'net': 213}"
2018,144,Little Rock,Sun Belt,127.0,127.6,-0.6,"{'offense': 93, 'defense': 265, 'net': 213}"
2018,161,Massachusetts,A-10,127.2,127.9,-0.6,"{'offense': 89, 'defense': 274, 'net': 213}"
2018,15,Army,Patriot,121.8,122.5,-0.7,"{'offense': 294, 'defense': 100, 'net': 219}"
2018,167,Miami (OH),MAC,124.5,125.2,-0.7,"{'offense': 166, 'defense': 194, 'net': 219}"
2018,336,Vanderbilt,SEC,122.7,123.4,-0.7,"{'offense': 246, 'defense': 136, 'net': 219}"
2018,95,George Mason,A-10,128.8,129.6,-0.7,"{'offense': 52, 'defense': 305, 'net': 219}"
2018,65,DePaul,Big East,121.7,122.4,-0.7,"{'offense': 302, 'defense': 97, 'net': 219}"
2018,186,NJIT,ASUN,129.6,130.3,-0.7,"{'offense': 33, 'defense': 314, 'net': 219}"
2018,303,Tulane,American,122.0,122.8,-0.7,"{'offense': 282, 'defense': 109, 'net': 219}"
2018,141,Lehigh,Patriot,129.6,130.5,-0.8,"{'offense': 33, 'defense': 318, 'net': 226}"
2018,291,Tennessee Tech,OVC,122.6,123.5,-0.8,"{'offense': 254, 'defense': 140, 'net': 226}"
2018,78,Eastern Kentucky,OVC,124.4,125.2,-0.8,"{'offense': 170, 'defense': 194, 'net': 226}"
2018,234,Princeton,Ivy,133.5,134.4,-0.9,"{'offense': 11, 'defense': 338, 'net': 229}"
2018,111,Holy Cross,Patriot,123.6,124.5,-0.9,"{'offense': 205, 'defense': 171, 'net': 229}"
2018,54,Coastal Carolina,Sun Belt,124.3,125.2,-0.9,"{'offense': 176, 'defense': 194, 'net': 229}"
2018,28,Bowling Green,MAC,121.4,122.3,-0.9,"{'offense': 312, 'defense': 92, 'net': 229}"
2018,173,Minnesota,Big Ten,122.2,123.0,-0.9,"{'offense': 272, 'defense': 118, 'net': 229}"
2018,190,New Hampshire,Am. East,122.4,123.3,-0.9,"{'offense': 262, 'defense': 134, 'net': 229}"
2018,328,UTSA,CUSA,129.3,130.2,-0.9,"{'offense': 40, 'defense': 312, 'net': 229}"
2018,36,Cal State Bakersfield,WAC,122.0,122.9,-0.9,"{'offense': 282, 'defense': 111, 'net': 229}"
2018,182,Morgan State,MEAC,122.0,122.9,-0.9,"{'offense': 282, 'defense': 111, 'net': 229}"
2018,235,Providence,Big East,124.9,125.8,-0.9,"{'offense': 157, 'defense': 219, 'net': 229}"
2018,96,George Washington,A-10,121.1,122.0,-0.9,"{'offense': 328, 'defense': 73, 'net': 229}"
2018,86,Florida Atlantic,CUSA,126.0,126.9,-0.9,"{'offense': 119, 'defense': 248, 'net': 229}"
2018,77,Eastern Illinois,OVC,126.6,127.5,-0.9,"{'offense': 104, 'defense': 263, 'net': 229}"
2018,208,Northern Illinois,MAC,125.3,126.3,-1.0,"{'offense': 142, 'defense': 235, 'net': 242}"
2018,238,Quinnipiac,MAAC,125.2,126.1,-1.0,"{'offense': 144, 'defense': 227, 'net': 242}"
2018,30,Brown,Ivy,125.8,126.8,-1.0,"{'offense': 127, 'defense': 245, 'net': 242}"
2018,43,Central Arkansas,Southland,123.7,124.7,-1.0,"{'offense': 197, 'defense': 180, 'net': 242}"
2018,129,James Madison,CAA,122.9,123.8,-1.0,"{'offense': 234, 'defense': 145, 'net': 242}"
2018,201,North Dakota,Big Sky,121.3,122.3,-1.0,"{'offense': 319, 'defense': 92, 'net': 242}"
2018,101,Georgia Tech,ACC,120.6,121.7,-1.1,"{'offense': 339, 'defense': 60, 'net': 248}"
2018,89,Florida International,CUSA,126.3,127.3,-1.1,"{'offense': 110, 'defense': 259, 'net': 248}"
2018,94,Gardner-Webb,Big South,121.1,122.2,-1.1,"{'offense': 328, 'defense': 85, 'net': 248}"
2018,24,Binghamton,Am. East,123.4,124.5,-1.1,"{'offense': 216, 'defense': 171, 'net': 248}"
2018,114,Howard,MEAC,121.9,123.1,-1.2,"{'offense': 291, 'defense': 124, 'net': 252}"
2018,274,Southern,SWAC,121.1,122.3,-1.2,"{'offense': 328, 'defense': 92, 'net': 252}"
2018,152,Loyola Maryland,Patriot,125.0,126.2,-1.2,"{'offense': 153, 'defense': 231, 'net': 252}"
2018,145,Long Beach State,Big West,121.3,122.6,-1.3,"{'offense': 319, 'defense': 103, 'net': 255}"
2018,222,Oral Roberts,Summit,122.7,124.0,-1.3,"{'offense': 246, 'defense': 149, 'net': 255}"
2018,126,Jackson State,SWAC,121.6,122.8,-1.3,"{'offense': 306, 'defense': 109, 'net': 255}"
